id,item_code,colour,category,buffer_req,production_plan
421515,132-E,IVORY,Cocks Standard,0,0
421516,132-E,M GREEN,Cocks Standard,0,0
421517,132-E,PINK,Cocks Standard,0,0
421518,132-E,WHITE,Cocks Standard,4.33,0
421519,132-EB,WHITE,Cocks Standard,114,220
421520,132-H,BURGUNDY,Cocks Standard,346.67,562.67
421521,132-H,IVORY,Cocks Standard,121.33,34.33
421522,132-H,PINK,Cocks Standard,0,0
421523,132-H,WHITE,Cocks Standard,832,1151
421524,132-HG,,Cocks Premium,0,0
421525,132-HP,,Cocks Premium,0,0
421526,132-HR,,Cocks Premium,0,0
421527,132-HW,,Cocks Premium,4.33,0
421528,132-I,IVORY,Cocks Standard,13,0
421529,132-I,WHITE,Cocks Standard,73.67,0
421530,132-IG,,Cocks Premium,4.33,4.33
421531,132-IP,,Cocks Premium,17.33,40.33
421532,132-IR,,Cocks Premium,13,0
421533,132-IW,,Cocks Premium,0,0
421534,132-K,WHITE,Cocks Standard,433.33,815.33
421535,132-L,IVORY,Cocks Standard,0,0
421536,132-L,WHITE,Cocks Standard,21.67,0.67
421537,132-LG,,Cocks Premium,0,0
421538,132-LP,,Cocks Premium,0,0
421539,132-LR,,Cocks Premium,0,0
421540,132-LS,WHITE,Cocks Standard,8.67,0
421541,132-LSB,BLUE,Cocks Standard,13,252
421542,132-LST,,Cocks Standard,0,0
421543,132-LSTB,BLUE,Cocks Standard,0,237
421544,132-LW,,Cocks Premium,0,0
421545,132-N,IVORY,Cocks Standard,0,0
421546,132-N,WHITE,Cocks Standard,17.33,67.33
421547,132-NB,,Cocks Premium,21.67,26.67
421548,132-NG,,Cocks Premium,0,0
421549,132-NP,,Cocks Premium,17.33,0
421550,132-NR,,Cocks Premium,47.67,0
421551,132-NW,,Cocks Premium,0,0
421552,132-O,BURGUNDY,Cocks Standard,0,0
421553,132-O,GREEN,Cocks Standard,0,0
421554,132-O,IVORY,Cocks Standard,34.67,0
421555,132-O,M GREEN,Cocks Standard,0,0
421556,132-O,PINK,Cocks Standard,0,0
421557,132-O,WHITE,Cocks Standard,416,536
421558,132-OT,BURGUNDY,Cocks Standard,0,0
421559,132-OT,GREEN,Cocks Standard,0,0
421560,132-OT,IVORY,Cocks Standard,40,69
421561,132-OT,M GREEN,Cocks Standard,0,0
421562,132-OT,PINK,Cocks Standard,0,0
421563,132-OT,WHITE,Cocks Standard,300,296
421564,132-P,BURGUNDY,Cocks Standard,0,0
421565,132-P,GREEN,Cocks Standard,0,0
421566,132-P,IVORY,Cocks Standard,39,52
421567,132-P,M GREEN,Cocks Standard,0,0
421568,132-P,PINK,Cocks Standard,0,0
421569,132-P,WHITE,Cocks Standard,40.33,0
421570,132-PR,,Cocks Standard,0,0
421571,132-Q,BURGUNDY,Cocks Standard,0,0
421572,132-Q,GREEN,Cocks Standard,0,0
421573,132-Q,IVORY,Cocks Standard,40,44
421574,132-Q,M GREEN,Cocks Standard,0,0
421575,132-Q,PINK,Cocks Standard,0,0
421576,132-Q,WHITE,Cocks Standard,20,0
421577,132-QAB,,Cocks Standard,10,0
421578,132-QG,,Cocks Premium,20,9
421579,132-QP,,Cocks Premium,24.33,24.33
421580,132-QR,62,Cocks Premium,396,460
421581,132-QW,,Cocks Premium,0,0
421582,132-R,BURGUNDY,Cocks Standard,0,0
421583,132-R,GREEN,Cocks Standard,0,0
421584,132-R,IVORY,Cocks Standard,86.67,0
421585,132-R,M GREEN,Cocks Standard,0,0
421586,132-R,PINK,Cocks Standard,0,0
421587,132-R,WHITE,Cocks Standard,21.67,41.67
421588,132-RG,,Cocks Premium,21.67,0
421589,132-RP,,Cocks Premium,0,0
421590,132-RR,,Cocks Premium,17.33,0
421591,132-RW,3,Cocks Premium,21.67,52.67
421592,132-S,BURGUNDY,Cocks Standard,0,0
421593,132-S,GREEN,Cocks Standard,0,0
421594,132-S,IVORY,Cocks Standard,151.67,239.67
421595,132-S,M GREEN,Cocks Standard,0,0
421596,132-S,PINK,Cocks Standard,0,0
421597,132-S,WHITE,Cocks Standard,147.33,214.33
421598,132-SG,,Cocks Premium,17.33,22.33
421599,132-SP,,Cocks Premium,21.67,0
421600,132-SR,,Cocks Premium,258,209
421601,132-SW,,Cocks Premium,4.67,0
421602,132-T,BURGUNDY,Cocks Standard,0,0
421603,132-T,GREEN,Cocks Standard,0,0
421604,132-T,IVORY,Cocks Standard,2540,4197
421605,132-T,M GREEN,Cocks Standard,0,0
421606,132-T,PINK,Cocks Standard,0,0
421607,132-T,WHITE,Cocks Standard,1331.67,1902.67
421608,132-U,BURGUNDY,Cocks Standard,0,0
421609,132-U,GREEN,Cocks Standard,0,0
421610,132-U,IVORY,Cocks Standard,0,0
421611,132-U,M GREEN,Cocks Standard,0,0
421612,132-U,PINK,Cocks Standard,0,0
421613,132-U,WHITE,Cocks Standard,60.67,112.67
421614,132-UG,,Cocks Premium,17.33,0
421615,132-UP,,Cocks Premium,17.33,12.33
421616,132-UR,9,Cocks Premium,78,39
421617,132-UW,,Cocks Premium,0,0
421618,132-V,BURGUNDY,Cocks Standard,0,0
421619,132-V,GREEN,Cocks Standard,0,0
421620,132-V,IVORY,Cocks Standard,4.33,0
421621,132-V,M GREEN,Cocks Standard,0,0
421622,132-V,PINK,Cocks Standard,0,0
421623,132-V,WHITE,Cocks Standard,0,0
421624,132-VG,,Cocks Premium,0,0
421625,132-VP,,Cocks Premium,21.67,0
421626,132-VR,,Cocks Premium,4.33,0
421627,132-VW,,Cocks Premium,0,0
421628,1321,BURGUNDY,Cocks Standard,0,0
421629,1321,GREEN,Cocks Standard,0,0
421630,1321,IVORY,Cocks Standard,95.33,193.33
421631,1321,M GREEN,Cocks Standard,0,0
421632,1321,PINK,Cocks Standard,0,0
421633,1321,WHITE,Cocks Standard,43.33,46.33
421634,1322,,Cocks Standard,0,0
421635,1322-A,,Cocks Standard,0,0
421636,1322-AP,IVORY,Cocks Standard,90,0
421637,1322-AP,WHITE,Cocks Standard,0,0
421638,1322-AS,IVORY,Cocks Standard,210,543
421639,1322-AS,WHITE,Cocks Standard,30,0
421640,1322-B,BURGUNDY,Cocks Standard,0,0
421641,1322-B,GREEN,Cocks Standard,0,0
421642,1322-B,IVORY,Cocks Standard,0,0
421643,1322-B,M GREEN,Cocks Standard,0,0
421644,1322-B,PINK,Cocks Standard,0,0
421645,1322-B,WHITE,Cocks Standard,20,0
421646,1322-D,IVORY,Cocks Standard,20,12
421647,1322-D,WHITE,Cocks Standard,30,24
421648,1322-DB,BLACK,Cocks Standard,70,111
421649,1322-DG,,Cocks Premium,3.33,0
421650,1322-DP,,Cocks Premium,0,0
421651,1322-DR,,Cocks Premium,10,64
421652,1322-DW,,Cocks Premium,0,0
421653,1322-EB,IVORY,Cocks Standard,0,0
421654,1322-EB,WHITE,Cocks Standard,140,195
421655,1322-HN,,Unclassified,,0
421656,1322-HN,IVORY,Unclassified,,0
421657,1322-HN,WHITE,Unclassified,,0
421658,1322-HNG,,Cocks Premium,10,18
421659,1322-HNP,,Cocks Premium,0,0
421660,1322-HNR,,Cocks Premium,10,0
421661,1322-HNW,,Cocks Premium,30,42
421662,1322-S,BURGUNDY,Cocks Standard,0,0
421663,1322-S,GREEN,Cocks Standard,0,0
421664,1322-S,IVORY,Cocks Standard,70,172
421665,1322-S,M GREEN,Cocks Standard,0,0
421666,1322-S,PINK,Cocks Standard,0,0
421667,1322-S,WHITE,Cocks Standard,140,309
421668,1322-SG,,Cocks Premium,3.33,13.33
421669,1322-SP,,Cocks Premium,40,18
421670,1322-SR,,Cocks Premium,160,158
421671,1322-SW,,Cocks Premium,0,0
421672,1322-V,BURGUNDY,Cocks Standard,0,0
421673,1322-V,GREEN,Cocks Standard,0,0
421674,1322-V,IVORY,Cocks Standard,0,0
421675,1322-V,M GREEN,Cocks Standard,0,0
421676,1322-V,PINK,Cocks Standard,0,0
421677,1322-V,WHITE,Cocks Standard,0,0
421678,1322-VG,,Cocks Premium,10,40
421679,1322-VP,78,Cocks Premium,26,12
421680,1322-VR,,Cocks Premium,20,20
421681,1322-VW,,Cocks Premium,0,0
421682,1323,BURGUNDY,Cocks Standard,0,0
421683,1323,GREEN,Cocks Standard,0,0
421684,1323,IVORY,Cocks Standard,650,1667
421685,1323,M GREEN,Cocks Standard,0,0
421686,1323,PINK,Cocks Standard,0,0
421687,1323,WHITE,Cocks Standard,60,59
421688,132I,,Cocks Standard,0,0
421689,132T,,Cocks Standard,0,0
421690,133,,Cocks Standard,0,0
421691,133-3E,,Cocks Standard,0,0
421692,133-3U,,Cocks Standard,0,0
421693,133-A,WHITE,Cocks Standard,0,0
421694,133-AB,,Cocks Standard,0,0
421695,133-AP,IVORY,Cocks Standard,0,0
421696,133-AP,WHITE,Cocks Standard,0,0
421697,133-AS,IVORY,Cocks Standard,0,0
421698,133-AS,WHITE,Cocks Standard,34.67,0
421699,133-B,BURGUNDY,Cocks Standard,0,0
421700,133-B,GREEN,Cocks Standard,0,0
421701,133-B,IVORY,Cocks Standard,0,0
421702,133-B,M GREEN,Cocks Standard,0,0
421703,133-B,PINK,Cocks Standard,0,0
421704,133-B,WHITE,Cocks Standard,4.33,0
421705,133-C,BURGUNDY,Cocks Standard,0,0
421706,133-C,GREEN,Cocks Standard,0,0
421707,133-C,IVORY,Cocks Standard,0,0
421708,133-C,M GREEN,Cocks Standard,0,0
421709,133-C,PINK,Cocks Standard,0,0
421710,133-C,WHITE,Cocks Standard,173.33,424.33
421711,133-D,BURGUNDY,Cocks Standard,0,0
421712,133-D,GREEN,Cocks Standard,0,0
421713,133-D,IVORY,Cocks Standard,0,0
421714,133-D,M GREEN,Cocks Standard,0,0
421715,133-D,PINK,Cocks Standard,0,0
421716,133-D,WHITE,Cocks Standard,10,21
421717,133-DB,BLACK,Cocks Standard,63,158
421718,133-DG,,Cocks Premium,0,0
421719,133-DP,,Cocks Premium,11,44
421720,133-DR,,Cocks Premium,8.67,22.67
421721,133-DW,,Cocks Premium,0,0
421722,133-E,BURGUNDY,Cocks Standard,0,0
421723,133-E,GREEN,Cocks Standard,0,0
421724,133-E,IVORY,Cocks Standard,0,0
421725,133-E,M GREEN,Cocks Standard,0,0
421726,133-E,PINK,Cocks Standard,0,0
421727,133-E,WHITE,Cocks Standard,0,0
421728,133-EB,WHITE,Cocks Standard,34.67,56.67
421729,133-H,BURGUNDY,Cocks Standard,0,0
421730,133-H,GREEN,Cocks Standard,0,0
421731,133-H,IVORY,Cocks Standard,34.67,0
421732,133-H,M GREEN,Cocks Standard,0,0
421733,133-H,PINK,Cocks Standard,0,0
421734,133-H,WHITE,Cocks Standard,69.33,0
421735,133-HG,,Cocks Premium,0,0
421736,133-HP,,Cocks Premium,0,0
421737,133-HR,,Cocks Premium,0,0
421738,133-HW,,Cocks Premium,0,0
421739,133-I,IVORY,Cocks Standard,4.33,0
421740,133-I,WHITE,Cocks Standard,8.67,0
421741,133-IG,,Cocks Premium,0,0
421742,133-IP,,Cocks Premium,0,0
421743,133-IR,,Cocks Premium,0,0
421744,133-IW,,Cocks Premium,0,0
421745,133-K,WHITE,Cocks Standard,34.67,55.67
421746,133-L,WHITE,Cocks Standard,8.67,0
421747,133-LG,,Cocks Premium,0,0
421748,133-LP,,Cocks Premium,0,0
421749,133-LR,,Cocks Premium,0,0
421750,133-LS,,Cocks Standard,0,0
421751,133-LSB,BLUE,Cocks Standard,13,312
421752,133-LW,,Cocks Premium,0,0
421753,133-N,IVORY,Cocks Standard,0,0
421754,133-N,WHITE,Cocks Standard,30,116
421755,133-NB,,Cocks Premium,8.67,0
421756,133-NEW,BURGUNDY,Cocks Standard,0,0
421757,133-NEW,GREEN,Cocks Standard,0,0
421758,133-NEW,IVORY,Cocks Standard,169,136
421759,133-NEW,M GREEN,Cocks Standard,0,0
421760,133-NEW,PINK,Cocks Standard,0,0
421761,133-NEW,WHITE,Cocks Standard,73.67,0
421762,133-NG,,Cocks Premium,5,0
421763,133-NP,,Cocks Premium,8.67,0
421764,133-NR,,Cocks Premium,4.33,0
421765,133-NW,,Cocks Premium,13,8
421766,133-O,BURGUNDY,Cocks Standard,0,0
421767,133-O,GREEN,Cocks Standard,0,0
421768,133-O,IVORY,Cocks Standard,8.67,0
421769,133-O,M GREEN,Cocks Standard,0,0
421770,133-O,PINK,Cocks Standard,0,0
421771,133-O,WHITE,Cocks Standard,104,193
421772,133-P,BURGUNDY,Cocks Standard,0,0
421773,133-P,GREEN,Cocks Standard,0,0
421774,133-P,IVORY,Cocks Standard,0,0
421775,133-P,M GREEN,Cocks Standard,0,0
421776,133-P,PINK,Cocks Standard,0,0
421777,133-P,WHITE,Cocks Standard,17.67,16.67
421778,133-Q,BURGUNDY,Cocks Standard,0,0
421779,133-Q,GREEN,Cocks Standard,0,0
421780,133-Q,IVORY,Cocks Standard,8.67,0
421781,133-Q,M GREEN,Cocks Standard,0,0
421782,133-Q,PINK,Cocks Standard,0,0
421783,133-Q,WHITE,Cocks Standard,0,0
421784,133-QAB,,Cocks Standard,4.33,4.33
421785,133-QG,,Cocks Premium,8.67,0
421786,133-QP,,Cocks Premium,21.67,47.67
421787,133-QR,,Cocks Premium,101,110
421788,133-QW,,Cocks Premium,0,0
421789,133-R,BURGUNDY,Cocks Standard,0,0
421790,133-R,GREEN,Cocks Standard,0,0
421791,133-R,IVORY,Cocks Standard,0,0
421792,133-R,M GREEN,Cocks Standard,0,0
421793,133-R,PINK,Cocks Standard,0,0
421794,133-R,WHITE,Cocks Standard,0,0
421795,133-RG,,Cocks Premium,4.33,51.33
421796,133-RP,,Cocks Premium,0,0
421797,133-RR,,Cocks Premium,0,0
421798,133-RW,,Cocks Premium,13,52
421799,133-S,BURGUNDY,Cocks Standard,0,0
421800,133-S,GREEN,Cocks Standard,0,0
421801,133-S,IVORY,Cocks Standard,13,0
421802,133-S,M GREEN,Cocks Standard,0,0
421803,133-S,PINK,Cocks Standard,0,0
421804,133-S,WHITE,Cocks Standard,60.67,89.67
421805,133-SG,,Cocks Premium,0,0
421806,133-SP,,Cocks Premium,0,0
421807,133-SR,,Cocks Premium,70,0
421808,133-SW,,Cocks Premium,0,0
421809,133-U,BURGUNDY,Cocks Standard,0,0
421810,133-U,GREEN,Cocks Standard,0,0
421811,133-U,IVORY,Cocks Standard,0,0
421812,133-U,M GREEN,Cocks Standard,0,0
421813,133-U,PINK,Cocks Standard,0,0
421814,133-U,WHITE,Cocks Standard,37.67,26.67
421815,133-UG,,Cocks Premium,0,0
421816,133-UP,,Cocks Premium,0,0
421817,133-UR,,Cocks Premium,0,0
421818,133-UW,,Cocks Premium,0,0
421819,133-V,BURGUNDY,Cocks Standard,0,0
421820,133-V,GREEN,Cocks Standard,0,0
421821,133-V,IVORY,Cocks Standard,0,0
421822,133-V,M GREEN,Cocks Standard,0,0
421823,133-V,PINK,Cocks Standard,0,0
421824,133-V,WHITE,Cocks Standard,0,0
421825,133-VG,,Cocks Premium,0,0
421826,133-VP,39,Cocks Premium,13,0
421827,133-VR,,Cocks Premium,0,0
421828,133-VW,,Cocks Premium,0,0
421829,1331,,Cocks Standard,0,0
421830,1332,BURGUNDY,Cocks Standard,0,0
421831,1332,GREEN,Cocks Standard,0,0
421832,1332,IVORY,Cocks Standard,17.33,0
421833,1332,M GREEN,Cocks Standard,0,0
421834,1332,PINK,Cocks Standard,0,0
421835,1332,WHITE,Cocks Standard,17.33,0
421836,133C-NEW,,Cocks Standard,0,0
421837,133NEW,,Cocks Standard,0,0
421838,134,BURGUNDY,Cocks Standard,0,0
421839,134,GREEN,Cocks Standard,0,0
421840,134,IVORY,Cocks Standard,34.67,42.67
421841,134,M GREEN,Cocks Standard,0,0
421842,134,PINK,Cocks Standard,0,0
421843,134,WHITE,Cocks Standard,108.33,146.33
421844,134-A,WHITE,Cocks Standard,0,0
421845,134-AB,,Cocks Standard,0,0
421846,134-AP,IVORY,Cocks Standard,0,0
421847,134-AS,,Cocks Standard,0,0
421848,134-B,IVORY,Cocks Standard,0,0
421849,134-B,WHITE,Cocks Standard,8.67,32.67
421850,134-C,BURGUNDY,Cocks Standard,0,0
421851,134-C,GREEN,Cocks Standard,0,0
421852,134-C,IVORY,Cocks Standard,0,0
421853,134-C,M GREEN,Cocks Standard,0,0
421854,134-C,PINK,Cocks Standard,0,0
421855,134-C,WHITE,Cocks Standard,34.67,19.67
421856,134-D,IVORY,Cocks Standard,0,0
421857,134-D,WHITE,Cocks Standard,0,4
421858,134-DB,BLACK,Cocks Standard,30.33,61.33
421859,134-DG,,Cocks Premium,4.33,0
421860,134-DP,,Cocks Premium,0,0
421861,134-DR,,Cocks Premium,26,0
421862,134-DW,,Cocks Premium,0,0
421863,134-E,,Cocks Standard,0,0
421864,134-EB,,Cocks Standard,4.33,4.33
421865,134-H,BURGUNDY,Cocks Standard,0,0
421866,134-H,GREEN,Cocks Standard,0,0
421867,134-H,IVORY,Cocks Standard,0,0
421868,134-H,M GREEN,Cocks Standard,0,0
421869,134-H,PINK,Cocks Standard,0,0
421870,134-H,WHITE,Cocks Standard,0,0
421871,134-HG,,Cocks Premium,0,0
421872,134-HP,,Cocks Premium,0,0
421873,134-HR,,Cocks Premium,0,0
421874,134-HW,,Cocks Premium,0,0
421875,134-K,WHITE,Cocks Standard,0,0
421876,134-LS,,Cocks Standard,0,0
421877,134-LSB,BLUE,Cocks Standard,0,0
421878,134-O,BURGUNDY,Cocks Standard,0,0
421879,134-O,GREEN,Cocks Standard,0,0
421880,134-O,IVORY,Cocks Standard,4.33,4.33
421881,134-O,M GREEN,Cocks Standard,0,0
421882,134-O,PINK,Cocks Standard,0,0
421883,134-O,WHITE,Cocks Standard,4.33,0
421884,134-P,BURGUNDY,Cocks Standard,0,0
421885,134-P,GREEN,Cocks Standard,0,0
421886,134-P,IVORY,Cocks Standard,0,0
421887,134-P,M GREEN,Cocks Standard,0,0
421888,134-P,PINK,Cocks Standard,0,0
421889,134-P,WHITE,Cocks Standard,4.33,0
421890,134-Q,IVORY,Cocks Standard,17,3
421891,134-Q,WHITE,Cocks Standard,4.33,4.33
421892,134-QAB,,Cocks Standard,4.33,41.33
421893,134-QG,,Cocks Premium,0,0
421894,134-QP,,Cocks Premium,4.33,13.33
421895,134-QR,,Cocks Premium,13,18
421896,134-QW,,Cocks Premium,0,0
421897,134-R,BURGUNDY,Cocks Standard,0,0
421898,134-R,GREEN,Cocks Standard,0,0
421899,134-R,IVORY,Cocks Standard,0,0
421900,134-R,M GREEN,Cocks Standard,0,0
421901,134-R,PINK,Cocks Standard,0,0
421902,134-R,WHITE,Cocks Standard,0,0
421903,134-RG,,Cocks Premium,9,20
421904,134-RP,,Cocks Premium,0,0
421905,134-RR,20,Cocks Premium,8.67,2.67
421906,134-RW,,Cocks Premium,0,0
421907,134-U,IVORY,Cocks Standard,0,0
421908,134-U,WHITE,Cocks Standard,0,0
421909,134-UG,,Cocks Premium,0,0
421910,134-UP,,Cocks Premium,0,0
421911,134-UR,,Cocks Premium,21.67,58.67
421912,134-UW,,Cocks Premium,0,0
421913,134-V,,Cocks Standard,0,0
421914,134-VG,,Cocks Premium,0,0
421915,134-VP,,Cocks Premium,0,0
421916,134-VR,,Cocks Premium,8.67,4.67
421917,134-VW,,Cocks Premium,0,0
421918,1341,BURGUNDY,Cocks Standard,0,0
421919,1341,GREEN,Cocks Standard,0,0
421920,1341,IVORY,Cocks Standard,0,0
421921,1341,M GREEN,Cocks Standard,0,0
421922,1341,PINK,Cocks Standard,0,0
421923,1341,WHITE,Cocks Standard,17.33,0
421924,135,BURGUNDY,Cocks Standard,0,0
421925,135,GREEN,Cocks Standard,0,0
421926,135,IVORY,Cocks Standard,0,0
421927,135,M GREEN,Cocks Standard,0,0
421928,135,PINK,Cocks Standard,0,0
421929,135,WHITE,Cocks Standard,8.67,5.67
421930,135-A,WHITE,Cocks Standard,0,0
421931,135-AB,,Cocks Standard,0,0
421932,135-AP,IVORY,Cocks Standard,0,0
421933,135-AS,,Cocks Standard,0,0
421934,135-B,IVORY,Cocks Standard,0,0
421935,135-B,WHITE,Cocks Standard,4.33,30.33
421936,135-C,BURGUNDY,Cocks Standard,0,0
421937,135-C,GREEN,Cocks Standard,0,0
421938,135-C,IVORY,Cocks Standard,0,0
421939,135-C,M GREEN,Cocks Standard,0,0
421940,135-C,PINK,Cocks Standard,0,0
421941,135-C,WHITE,Cocks Standard,0,0
421942,135-D,IVORY,Cocks Standard,0,0
421943,135-D,WHITE,Cocks Standard,0,0
421944,135-DB,BLACK,Cocks Standard,4.33,0
421945,135-DG,,Cocks Premium,4.33,3.33
421946,135-DP,,Cocks Premium,0,0
421947,135-DR,,Cocks Premium,17.33,11.33
421948,135-DW,,Cocks Premium,0,0
421949,135-E,WHITE,Cocks Standard,0.67,0
421950,135-EB,,Cocks Standard,0,0
421951,135-K,WHITE,Cocks Standard,0,0
421952,135-O,,Cocks Premium,0,0
421953,135-P,BURGUNDY,Cocks Standard,0,0
421954,135-P,GREEN,Cocks Standard,0,0
421955,135-P,IVORY,Cocks Standard,0,0
421956,135-P,M GREEN,Cocks Standard,0,0
421957,135-P,PINK,Cocks Standard,0,0
421958,135-P,WHITE,Cocks Standard,0,0
421959,135-Q,IVORY,Cocks Standard,4.33,4.33
421960,135-Q,WHITE,Cocks Standard,0,0
421961,135-QAB,,Cocks Premium,4.33,31.33
421962,135-QG,,Cocks Premium,0,0
421963,135-QP,,Cocks Premium,0,0
421964,135-QR,,Cocks Premium,4.33,0
421965,135-QW,,Cocks Premium,0,0
421966,135-R,BURGUNDY,Cocks Standard,0,0
421967,135-R,GREEN,Cocks Standard,0,0
421968,135-R,IVORY,Cocks Standard,0,0
421969,135-R,M GREEN,Cocks Standard,0,0
421970,135-R,PINK,Cocks Standard,0,0
421971,135-R,WHITE,Cocks Standard,0,0
421972,135-RG,,Cocks Premium,8.33,11.33
421973,135-RP,,Cocks Premium,0,0
421974,135-RR,26,Cocks Premium,8.67,6.67
421975,135-RW,,Cocks Premium,0,0
421976,135-U,WHITE,Cocks Standard,0,0
421977,135-UG,,Cocks Premium,0,0
421978,135-UP,,Cocks Premium,0,0
421979,135-UR,,Cocks Premium,0,0
421980,135-UW,,Cocks Premium,0,0
421981,135-V,,Cocks Standard,0,0
421982,135-VG,,Cocks Premium,0,0
421983,135-VP,,Cocks Premium,0,0
421984,135-VR,,Cocks Premium,0,0
421985,135-VW,,Cocks Premium,0,0
421986,1351,BURGUNDY,Cocks Standard,0,0
421987,1351,GREEN,Cocks Standard,0,0
421988,1351,IVORY,Cocks Standard,0,0
421989,1351,M GREEN,Cocks Standard,0,0
421990,1351,PINK,Cocks Standard,0,0
421991,1351,WHITE,Cocks Standard,0,0
421992,136,BURGUNDY,Cocks Standard,0,0
421993,136,GREEN,Cocks Standard,0,0
421994,136,IVORY,Cocks Standard,0,0
421995,136,M GREEN,Cocks Standard,0,0
421996,136,PINK,Cocks Standard,0,0
421997,136,WHITE,Cocks Standard,119.33,0
421998,137,BURGUNDY,Cocks Standard,0,0
421999,137,GREEN,Cocks Standard,0,0
422000,137,IVORY,Cocks Standard,0,0
422001,137,M GREEN,Cocks Standard,0,0
422002,137,PINK,Cocks Standard,0,0
422003,137,WHITE,Cocks Standard,0,0
422004,1374-A,WHITE,Cocks Standard,0,0
422005,1374-AB,,Cocks Standard,0,0
422006,1374-APF,IVORY,Cocks Standard,0,0
422007,1374-ASF,,Cocks Standard,0,0
422008,1374-B,WHITE,Cocks Standard,0,0
422009,1374-C,,Cocks Standard,0,0
422010,1374-D,WHITE,Cocks Standard,0,0
422011,1374-DB,,Cocks Standard,0,0
422012,1374-DG,,Cocks Standard,0,0
422013,1374-DP,,Cocks Standard,0,0
422014,1374-DR,,Cocks Standard,0,0
422015,1374-DW,,Cocks Standard,0,0
422016,1374-EBF,,Cocks Standard,0,0
422017,1374-K,WHITE,Cocks Standard,0,0
422018,1374-LS,,Cocks Standard,0,0
422019,1374-LSB,BLUE,Cocks Standard,0,0
422020,1374-SP,,Cocks Standard,0,0
422021,1375,BURGUNDY,Cocks Standard,0,0
422022,1375,GREEN,Cocks Standard,0,0
422023,1375,IVORY,Cocks Standard,32,0
422024,1375,M GREEN,Cocks Standard,0,0
422025,1375,PINK,Cocks Standard,0,0
422026,1375,WHITE,Cocks Standard,36.33,34.33
422027,1375-A,WHITE,Cocks Standard,24,18
422028,1375-AB,,Cocks Standard,0,0
422029,1375-APF,IVORY,Cocks Standard,0,0
422030,1375-ASF,,Cocks Standard,0,0
422031,1375-B,BURGUNDY,Cocks Standard,0,0
422032,1375-B,GREEN,Cocks Standard,0,0
422033,1375-B,IVORY,Cocks Standard,26,23
422034,1375-B,M GREEN,Cocks Standard,0,0
422035,1375-B,PINK,Cocks Standard,0,0
422036,1375-B,WHITE,Cocks Standard,4,34
422037,1375-C,BURGUNDY,Cocks Standard,0,0
422038,1375-C,GREEN,Cocks Standard,0,0
422039,1375-C,IVORY,Cocks Standard,0,0
422040,1375-C,M GREEN,Cocks Standard,0,0
422041,1375-C,PINK,Cocks Standard,0,0
422042,1375-C,WHITE,Cocks Standard,238.67,378.67
422043,1375-D,BURGUNDY,Cocks Standard,0,0
422044,1375-D,GREEN,Cocks Standard,0,0
422045,1375-D,IVORY,Cocks Standard,0,0
422046,1375-D,M GREEN,Cocks Standard,0,0
422047,1375-D,PINK,Cocks Standard,0,0
422048,1375-D,WHITE,Cocks Standard,7,0
422049,1375-DB,BLACK,Cocks Standard,26,44
422050,1375-DG,3,Cocks Premium,4,6
422051,1375-DP,,Cocks Premium,2,0
422052,1375-DR,,Cocks Premium,50,112
422053,1375-DW,,Cocks Premium,0,12
422054,1375-E,IVORY,Cocks Standard,0,0
422055,1375-E,WHITE,Cocks Standard,0.67,0
422056,1375-EBF,WHITE,Cocks Standard,46,117
422057,1375-H,IVORY,Cocks Standard,32,11
422058,1375-H,WHITE,Cocks Standard,64,93
422059,1375-HG,,Cocks Premium,0,0
422060,1375-HP,,Cocks Premium,0,0
422061,1375-HR,,Cocks Premium,6,0
422062,1375-HW,,Cocks Premium,4,0
422063,1375-I,IVORY,Cocks Standard,8,0
422064,1375-I,WHITE,Cocks Standard,0,0
422065,1375-IG,,Cocks Premium,2,2
422066,1375-IP,,Cocks Premium,0,0
422067,1375-IR,,Cocks Premium,2.33,2.33
422068,1375-IW,,Cocks Premium,0,0
422069,1375-K,WHITE,Cocks Standard,0,0
422070,1375-L,WHITE,Cocks Standard,0,0
422071,1375-LG,,Cocks Premium,0,0
422072,1375-LP,,Cocks Premium,0,0
422073,1375-LR,,Cocks Premium,0,0
422074,1375-LS,,Cocks Standard,0,0
422075,1375-LSB,BLUE,Cocks Standard,0,138
422076,1375-LW,,Cocks Premium,4,0
422077,1375-O,BURGUNDY,Cocks Standard,0,0
422078,1375-O,GREEN,Cocks Standard,0,0
422079,1375-O,IVORY,Cocks Standard,20,15
422080,1375-O,M GREEN,Cocks Standard,0,0
422081,1375-O,PINK,Cocks Standard,0,0
422082,1375-O,WHITE,Cocks Standard,78,106
422083,1375-P,BURGUNDY,Cocks Standard,0,0
422084,1375-P,GREEN,Cocks Standard,0,0
422085,1375-P,IVORY,Cocks Standard,0,0
422086,1375-P,M GREEN,Cocks Standard,0,0
422087,1375-P,PINK,Cocks Standard,0,0
422088,1375-P,WHITE,Cocks Standard,0,0
422089,1375-Q,BURGUNDY,Cocks Standard,0,0
422090,1375-Q,GREEN,Cocks Standard,0,0
422091,1375-Q,IVORY,Cocks Standard,16,10
422092,1375-Q,M GREEN,Cocks Standard,0,0
422093,1375-Q,PINK,Cocks Standard,0,0
422094,1375-Q,WHITE,Cocks Standard,22,22
422095,1375-QAB,,Cocks Premium,8,20
422096,1375-QG,14,Cocks Premium,8,0
422097,1375-QP,,Cocks Premium,8,18
