id,item_code,colour,category,buffer_req,production_plan
423241,1814N-CW,,Faucets & Jetsprays & Shower,0,0
423242,1815,IVORY,Faucets & Jetsprays & Shower,14,0
423243,1815,PINK,Faucets & Jetsprays & Shower,0,0
423244,1815,WHITE,Faucets & Jetsprays & Shower,14,0
423245,1815-C,IVORY,Faucets & Jetsprays & Shower,153.33,90.33
423246,1815-C,PINK,Faucets & Jetsprays & Shower,0,0
423247,1815-C,WHITE,Faucets & Jetsprays & Shower,520,5
423248,1816,IVORY,Faucets & Jetsprays & Shower,5.33,0
423249,1816,PINK,Faucets & Jetsprays & Shower,0,0
423250,1816,WHITE,Faucets & Jetsprays & Shower,0,0
423251,1817,IVORY,Faucets & Jetsprays & Shower,14,0
423252,1817,PINK,Faucets & Jetsprays & Shower,0,0
423253,1817,WHITE,Faucets & Jetsprays & Shower,14,27
423254,1817-C,IVORY,Faucets & Jetsprays & Shower,2270,5630
423255,1817-C,PINK,Faucets & Jetsprays & Shower,0,0
423256,1817-C,WHITE,Faucets & Jetsprays & Shower,2422.67,3799.67
423257,182,,Faucets & Jetsprays & Shower,0,0
423258,1821,IVORY,Faucets & Jetsprays & Shower,0,0
423259,1821,PINK,Faucets & Jetsprays & Shower,0,0
423260,1821,WHITE,Faucets & Jetsprays & Shower,21.33,0
423261,1821-C,IVORY,Faucets & Jetsprays & Shower,704,1256
423262,1821-C,PINK,Faucets & Jetsprays & Shower,0,0
423263,1821-C,WHITE,Faucets & Jetsprays & Shower,984,1666
423264,183,BLUE,Faucets & Jetsprays & Shower,0,0
423265,183,GREEN,Faucets & Jetsprays & Shower,0,0
423266,183,IVORY,Faucets & Jetsprays & Shower,1250.67,2976.67
423267,183,PINK,Faucets & Jetsprays & Shower,130.67,210.67
423268,183,WHITE,Faucets & Jetsprays & Shower,1326.67,858.67
423269,183-G,GOLD,Faucets & Jetsprays & Shower,4.67,1.67
423270,183-P,PEACH,Faucets & Jetsprays & Shower,4.67,11.67
423271,183-R,R BLUE,Faucets & Jetsprays & Shower,56,196
423272,183-W,WINE,Faucets & Jetsprays & Shower,112,83
423273,1831,IVORY,Faucets & Jetsprays & Shower,70,80
423274,1831,PINK,Faucets & Jetsprays & Shower,0,0
423275,1831,WHITE,Faucets & Jetsprays & Shower,96.67,29.67
423276,184,IVORY,Faucets & Jetsprays & Shower,0,0
423277,184,PINK,Faucets & Jetsprays & Shower,0,0
423278,184,WHITE,Faucets & Jetsprays & Shower,223,0
423279,1841,IVORY,Faucets & Jetsprays & Shower,46.33,0
423280,1841,PINK,Faucets & Jetsprays & Shower,0,0
423281,1841,WHITE,Faucets & Jetsprays & Shower,0,0
423282,1842,IVORY,Faucets & Jetsprays & Shower,5,0
423283,1842,PINK,Faucets & Jetsprays & Shower,0,0
423284,1842,WHITE,Faucets & Jetsprays & Shower,3.33,0
423285,186,IVORY,Unclassified,,89
423286,186,WHITE,Unclassified,,659
423287,1861,IVORY,Unclassified,,0
423288,1861,IVORY,Unclassified,,0
423289,1861,WHITE,Unclassified,,0
423290,1861,WHITE,Unclassified,,0
423291,187,BLUE,Faucets & Jetsprays & Shower,7.33,0
423292,187,GREEN,Faucets & Jetsprays & Shower,7.33,0
423293,187,IVORY,Faucets & Jetsprays & Shower,9042,9885
423294,187,PINK,Faucets & Jetsprays & Shower,242,216
423295,187,WHITE,Faucets & Jetsprays & Shower,8707.67,12722.67
423296,187-G,GOLD,Faucets & Jetsprays & Shower,22,19
423297,187-P,PEACH,Faucets & Jetsprays & Shower,18,0
423298,187-R,R BLUE,Faucets & Jetsprays & Shower,339.33,750.33
423299,187-W,WINE,Faucets & Jetsprays & Shower,29.33,24.33
423300,1871,IVORY,Faucets & Jetsprays & Shower,40,0
423301,1871,PINK,Faucets & Jetsprays & Shower,0,0
423302,1871,WHITE,Faucets & Jetsprays & Shower,530.67,866.67
423303,1872,IVORY,Faucets & Jetsprays & Shower,0,0
423304,1872,PINK,Faucets & Jetsprays & Shower,0,0
423305,1872,WHITE,Faucets & Jetsprays & Shower,0,0
423306,188,BLUE,Faucets & Jetsprays & Shower,0,0
423307,188,GREEN,Faucets & Jetsprays & Shower,0,0
423308,188,IVORY,Faucets & Jetsprays & Shower,865.33,1777.33
423309,188,PINK,Faucets & Jetsprays & Shower,0,0
423310,188,WHITE,Faucets & Jetsprays & Shower,2500.67,3699.67
423311,188-G,GOLD,Faucets & Jetsprays & Shower,0,0
423312,188-P,PEACH,Faucets & Jetsprays & Shower,7.33,0
423313,188-R,R BLUE,Faucets & Jetsprays & Shower,36.67,0
423314,188-W,WINE,Faucets & Jetsprays & Shower,0,0
423315,1881,IVORY,Faucets & Jetsprays & Shower,29.33,106.33
423316,1881,PINK,Faucets & Jetsprays & Shower,0,0
423317,1881,WHITE,Faucets & Jetsprays & Shower,146.67,124.67
423318,1882,IVORY,Faucets & Jetsprays & Shower,0,0
423319,1882,PINK,Faucets & Jetsprays & Shower,0,0
423320,1882,WHITE,Faucets & Jetsprays & Shower,0,0
423321,189,IVORY,Faucets & Jetsprays & Shower,283.33,506.33
423322,189,PINK,Faucets & Jetsprays & Shower,0,0
423323,189,WHITE,Faucets & Jetsprays & Shower,935,1539
423324,189-G,GOLD,Faucets & Jetsprays & Shower,0,0
423325,189-P,,Faucets & Jetsprays & Shower,0,0
423326,189-R,R BLUE,Faucets & Jetsprays & Shower,0,0
423327,189-W,WINE,Faucets & Jetsprays & Shower,0,0
423328,1891,IVORY,Faucets & Jetsprays & Shower,1.67,0
423329,1891,PINK,Faucets & Jetsprays & Shower,0,0
423330,1891,WHITE,Faucets & Jetsprays & Shower,176,299
423331,1892,IVORY,Faucets & Jetsprays & Shower,0,0
423332,1892,PINK,Faucets & Jetsprays & Shower,0,0
423333,1892,WHITE,Faucets & Jetsprays & Shower,0,0
423334,190,IVORY,Accessorise,3.33,0
423335,190,WHITE,Accessorise,290.33,0
423336,190-C,,Accessorise,0,0
423337,191,IVORY,Accessorise,165,0
423338,191,WHITE,Accessorise,273.33,0
423339,191-A,,Accessorise,0,0
423340,191-C,,Accessorise,0,0
423341,192,IVORY,Accessorise,90,0
423342,192,WHITE,Accessorise,81,0
423343,193,,Accessorise,0,0
423344,194,IVORY,Accessorise,112,0
423345,194,WHITE,Accessorise,193.33,35.33
423346,194-A,,Accessorise,0,0
423347,194-G,,Accessorise,0,0
423348,194-P,,Accessorise,0,0
423349,194-R,,Accessorise,0,0
423350,194-W,,Accessorise,0,0
423351,195,IVORY,Accessorise,139.33,0
423352,195,WHITE,Accessorise,806.33,1214.33
423353,195-A,,Accessorise,0,0
423354,195-C,,Accessorise,0,0
423355,1951,IVORY,Accessorise,0,0
423356,1951,WHITE,Accessorise,255.67,217.67
423357,1951-A,,Accessorise,0,0
423358,196,IVORY,Accessorise,41.33,0
423359,196,WHITE,Accessorise,261.67,440.67
423360,196-A,,Accessorise,0,0
423361,196-IV,,Accessorise,0,0
423362,1961,IVORY,Accessorise,28.67,0
423363,1961,WHITE,Accessorise,139,0
423364,197,IVORY,Accessorise,21.33,0
423365,197,WHITE,Accessorise,82.67,101.67
423366,198,IVORY,Accessorise,9.33,0
423367,198,WHITE,Accessorise,42.33,0.33
423368,198-A,,Accessorise,0,0
423369,199,IVORY,Accessorise,120,74
423370,199,WHITE,Accessorise,250,479
423371,200,IVORY,Accessorise,270,0
423372,200,WHITE,Accessorise,833.67,593.67
423373,200-A,,Accessorise,0,0
423374,201,IVORY,Accessorise,0,0
423375,201,WHITE,Accessorise,0,0
423376,202,IVORY,Unclassified,,0
423377,202,WHITE,Unclassified,,0
423378,221,IVORY,Accessorise,0,0
423379,221,WHITE,Accessorise,0,0
423380,222,IVORY,Accessorise,0,0
423381,222,WHITE,Accessorise,0,0
423382,225,IVORY,Accessorise,0,0
423383,225,WHITE,Accessorise,0,0
423384,231,IVORY,Accessorise,0,0
423385,231,WHITE,Accessorise,0,0
423386,232,IVORY,Accessorise,0,0
423387,232,WHITE,Accessorise,0,0
423388,233,IVORY,Accessorise,0,0
423389,233,WHITE,Accessorise,0,0
423390,300,WHITE,Accessorise,0,0
423391,301,IVORY,Accessorise,0,0
423392,301,WHITE,Accessorise,0,0
423393,302,IVORY,Accessorise,0,0
423394,302,WHITE,Accessorise,0,0
423395,311,GOLD,Accessorise,0,0
423396,312,GOLD,Accessorise,0,0
423397,313,GOLD,Accessorise,6.67,6.67
423398,314,GOLD,Accessorise,0,0
423399,315,GOLD,Accessorise,0,0
423400,316,GOLD,Accessorise,10,10
423401,321,,P.V.C. Connections,2535,2750
423402,321-K,,P.V.C. Connections,0,0
423403,322-K,,P.V.C. Connections,0,0
423404,323,,P.V.C. Connections,24365.51,0
423405,323-HK,,P.V.C. Connections,0,0
423406,323-K,,P.V.C. Connections,17400,16407
423407,323-ZK,,P.V.C. Connections,0,0
423408,324,,P.V.C. Connections,87475.5,68307.5
423409,324-HK,,P.V.C. Connections,0,0
423410,324-K,,P.V.C. Connections,15900,15286
423411,324-ZK,,P.V.C. Connections,0,0
423412,325,,P.V.C. Connections,12880.01,5101.01
423413,325-HK,,P.V.C. Connections,0,0
423414,325-K,,P.V.C. Connections,1350,1082
423415,325-ZK,,P.V.C. Connections,0,0
423416,326,,P.V.C. Connections,17475,8935
423417,326-HK,,P.V.C. Connections,0,0
423418,326-K,,P.V.C. Connections,2600,3052
423419,326-ZK,,P.V.C. Connections,0,0
423420,327,,Waste Pipes,9540,0
423421,3271,,Waste Pipes,7595,11346
423422,3272,,Waste Pipes,36756.5,13764.5
423423,3272-B,,Waste Pipes,3775.01,3615.01
423424,3272-C,,Waste Pipes,3350,238
423425,3273,,Waste Pipes,25.01,0
423426,3274,,Waste Pipes,650,832
423427,3274-C,,Waste Pipes,0,0
423428,3275,,Waste Pipes,300,67
423429,3275-B,,Waste Pipes,200,0
423430,3276,,Waste Pipes,0,0
423431,328,,Waste Pipes,875.5,881.5
423432,328 K,,P.V.C. Connections,0,0
423433,328-ZK,,P.V.C. Connections,0,0
423434,3281,,Waste Pipes,75,0
423435,329,,Waste Pipes,4.01,0
423436,330,,Waste Pipes,2.51,0
423437,330-ZK,,P.V.C. Connections,0,0
423438,331,IVORY,Accessorise,66.67,29.67
423439,331,WHITE,Accessorise,238,439
423440,332,IVORY,Accessorise,0,0
423441,332,WHITE,Accessorise,0,0
423442,332-ZK,,P.V.C. Connections,0,0
423443,333,IVORY,Accessorise,11.33,0
423444,333,WHITE,Accessorise,56,0
423445,334,IVORY,Accessorise,0,0
423446,334,WHITE,Accessorise,0,0
423447,335,IVORY,Accessorise,0,0
423448,335,WHITE,Accessorise,0,0
423449,336,IVORY,Accessorise,0,0
423450,336,WHITE,Accessorise,0,0
423451,337,IVORY,Accessorise,66.67,0
423452,337,WHITE,Accessorise,56.67,0
423453,341,,Waste Pipes,6687.5,8041.5
423454,342,,Waste Pipes,6635,0
423455,343,,Waste Pipes,6015,6654
423456,344,,Waste Pipes,4060.01,241.01
423457,345,,Waste Pipes,1185,721
423458,3451,,Waste Pipes,902,731
423459,348-K,,P.V.C. Connections,0,0
423460,350-K,,P.V.C. Connections,0,0
423461,360,,Waste Pipes,1408.01,1819.01
423462,361,,Waste Pipes,673.01,0
423463,362,,Waste Pipes,550.5,433.5
423464,363,,Waste Pipes,0,0
423465,400-I,IVORY,Cocks Standard,4.67,0
423466,400-I,WHITE,Cocks Standard,4.67,0
423467,400-IG,,Cocks Premium,0,0
423468,400-IP,,Cocks Premium,0,0
423469,400-IR,,Cocks Premium,0,0
423470,400-IW,,Cocks Premium,0,0
423471,400-Q,BURGUNDY,Cocks Standard,0,0
423472,400-Q,GREEN,Cocks Standard,0,0
423473,400-Q,IVORY,Cocks Standard,18.67,12.67
423474,400-Q,M GREEN,Cocks Standard,0,0
423475,400-Q,PINK,Cocks Standard,0,0
423476,400-Q,WHITE,Cocks Standard,28,28
423477,400-QG,,Cocks Premium,0,0
423478,400-QP,,Cocks Premium,0,0
423479,400-QR,,Cocks Premium,18.67,16.67
423480,400-QW,,Cocks Premium,0,0
423481,400-R,BURGUNDY,Cocks Standard,0,0
423482,400-R,GREEN,Cocks Standard,0,0
423483,400-R,IVORY,Cocks Standard,4.67,0
423484,400-R,M GREEN,Cocks Standard,0,0
423485,400-R,PINK,Cocks Standard,0,0
423486,400-R,WHITE,Cocks Standard,0,0
423487,400-RG,,Cocks Premium,4.67,1.67
423488,400-RP,,Cocks Premium,0,0
423489,400-RR,,Cocks Premium,0,0
423490,400-RW,,Cocks Premium,0,0
423491,400-S,,Faucets & Jetsprays & Shower,0,0
423492,411,,Cistern & Seat Cover,3.33,3.33
423493,492-W,,Accessorise,28.33,28.33
423494,493-W,,Accessorise,321.67,321.67
423495,501,BLUE,Cistern & Seat Cover,0,0
423496,501,GOLD,Cistern & Seat Cover,0,0
423497,501,GREEN,Cistern & Seat Cover,10,0
423498,501,IVORY,Cistern & Seat Cover,0,0
423499,501,PINK,Cistern & Seat Cover,16.67,0
423500,501,WHITE,Cistern & Seat Cover,2154,2816
423501,501-N,BLUE,Cistern & Seat Cover,0,0
423502,501-N,BURGUNDAY,Cistern & Seat Cover,0,0
423503,501-N,GREEN,Cistern & Seat Cover,0,0
423504,501-N,IVORY,Cistern & Seat Cover,0,0
423505,501-N,PINK,Cistern & Seat Cover,0,0
423506,501-N,WHITE,Cistern & Seat Cover,0,0
423507,501-S,BLUE,Cistern & Seat Cover,0,0
423508,501-S,BURGUNDAY,Cistern & Seat Cover,0,0
423509,501-S,GREEN,Cistern & Seat Cover,0,0
423510,501-S,IVORY,Cistern & Seat Cover,0,0
423511,501-S,PINK,Cistern & Seat Cover,0,0
423512,501-S,WHITE,Cistern & Seat Cover,0,0
423513,502,BLUE,Cistern & Seat Cover,0,0
423514,502,BURGUNDAY,Cistern & Seat Cover,0,0
423515,502,GREEN,Cistern & Seat Cover,0,0
423516,502,IVORY,Cistern & Seat Cover,0,0
423517,502,PINK,Cistern & Seat Cover,0,0
423518,502,WHITE,Cistern & Seat Cover,183.33,3.33
423519,503,BLUE,Cistern & Seat Cover,0,0
423520,503,BURGUNDAY,Cistern & Seat Cover,0,0
423521,503,GREEN,Cistern & Seat Cover,0,0
423522,503,IVORY,Cistern & Seat Cover,12.67,0
423523,503,PINK,Cistern & Seat Cover,0,0
423524,503,WHITE,Cistern & Seat Cover,170,0
423525,503-N,BLUE,Cistern & Seat Cover,0,0
423526,503-N,BURGUNDAY,Cistern & Seat Cover,0,0
423527,503-N,GREEN,Cistern & Seat Cover,0,0
423528,503-N,IVORY,Cistern & Seat Cover,0,0
423529,503-N,PINK,Cistern & Seat Cover,0,0
423530,503-N,WHITE,Cistern & Seat Cover,0,0
423531,504,BLUE,Cistern & Seat Cover,0,0
423532,504,BURGUNDAY,Cistern & Seat Cover,0,0
423533,504,GREEN,Cistern & Seat Cover,0,0
423534,504,IVORY,Cistern & Seat Cover,0,0
423535,504,PINK,Cistern & Seat Cover,0,0
423536,504,WHITE,Cistern & Seat Cover,6.67,6.67
423537,505,BLUE,Cistern & Seat Cover,0,0
423538,505,BURGUNDAY,Cistern & Seat Cover,0,0
423539,505,GREEN,Cistern & Seat Cover,0,0
423540,505,IVORY,Cistern & Seat Cover,0,0
423541,505,PINK,Cistern & Seat Cover,0,0
423542,505,WHITE,Cistern & Seat Cover,0,0
423543,506,BLUE,Cistern & Seat Cover,0,0
423544,506,BURGUNDAY,Cistern & Seat Cover,0,0
423545,506,GREEN,Cistern & Seat Cover,0,0
423546,506,IVORY,Cistern & Seat Cover,0,0
423547,506,PINK,Cistern & Seat Cover,0,0
423548,506,WHITE,Cistern & Seat Cover,56.67,0
423549,507,BLUE,Cistern & Seat Cover,0,0
423550,507,BURGUNDAY,Cistern & Seat Cover,0,0
423551,507,GREEN,Cistern & Seat Cover,0,0
423552,507,IVORY,Cistern & Seat Cover,0,0
423553,507,PINK,Cistern & Seat Cover,0,0
423554,507,WHITE,Cistern & Seat Cover,66.67,92.67
423555,508,BLUE,Cistern & Seat Cover,0,0
423556,508,BURGUNDAY,Cistern & Seat Cover,0,0
423557,508,GREEN,Cistern & Seat Cover,0,0
423558,508,IVORY,Cistern & Seat Cover,0,0
423559,508,PINK,Cistern & Seat Cover,0,0
423560,508,WHITE,Cistern & Seat Cover,140,180
423561,511,BLUE,Cistern & Seat Cover,0,0
423562,511,BURGUNDAY,Cistern & Seat Cover,0,0
423563,511,GREEN,Cistern & Seat Cover,0,0
423564,511,IVORY,Cistern & Seat Cover,0,0
423565,511,PINK,Cistern & Seat Cover,0,0
423566,511,WHITE,Cistern & Seat Cover,163.33,669.33
423567,512,BLUE,Cistern & Seat Cover,0,0
423568,512,BURGUNDAY,Cistern & Seat Cover,0,0
423569,512,GREEN,Cistern & Seat Cover,0,0
423570,512,IVORY,Cistern & Seat Cover,0,0
423571,512,PINK,Cistern & Seat Cover,0,0
423572,512,WHITE,Cistern & Seat Cover,0,15
423573,513,BLUE,Cistern & Seat Cover,93.33,0
423574,513,BURGUNDAY,Cistern & Seat Cover,0,0
423575,513,GREEN,Cistern & Seat Cover,0,0
423576,513,IVORY,Cistern & Seat Cover,0,0
423577,513,PINK,Cistern & Seat Cover,243.33,0
423578,513,WHITE,Cistern & Seat Cover,3415.33,5792.33
423579,513-EWC,,Cistern & Seat Cover,846.67,846.67
423580,514,BLUE,Cistern & Seat Cover,0,0
423581,514,BURGUNDAY,Cistern & Seat Cover,0,0
423582,514,GREEN,Cistern & Seat Cover,0,0
423583,514,IVORY,Cistern & Seat Cover,0,0
423584,514,PINK,Cistern & Seat Cover,0,0
423585,514,WHITE,Cistern & Seat Cover,0,0
423586,514-T,IVORY,Cistern & Seat Cover,0,0
423587,514-T,WHITE,Cistern & Seat Cover,18.67,9.67
423588,515,BLUE,Cistern & Seat Cover,0,0
423589,515,BURGUNDAY,Cistern & Seat Cover,0,0
423590,515,GREEN,Cistern & Seat Cover,0,0
423591,515,IVORY,Cistern & Seat Cover,0,0
423592,515,PINK,Cistern & Seat Cover,0,0
423593,515,WHITE,Cistern & Seat Cover,10,0
423594,516,BLUE,Cistern & Seat Cover,0,0
423595,516,BURGUNDAY,Cistern & Seat Cover,0,0
423596,516,GREEN,Cistern & Seat Cover,0,0
423597,516,IVORY,Cistern & Seat Cover,30,0
423598,516,PINK,Cistern & Seat Cover,86.67,0
423599,516,WHITE,Cistern & Seat Cover,916.67,405.67
423600,516-S,WHITE,Cistern & Seat Cover,0,0
423601,517,BLUE,Cistern & Seat Cover,0,0
423602,517,BURGUNDAY,Cistern & Seat Cover,0,0
423603,517,GREEN,Cistern & Seat Cover,5,4
423604,517,IVORY,Cistern & Seat Cover,1.67,0
423605,517,PINK,Cistern & Seat Cover,15,0
423606,517,WHITE,Cistern & Seat Cover,180,149
423607,518,IVORY,Cistern & Seat Cover,0,0
423608,518,WHITE,Cistern & Seat Cover,206.33,206.33
423609,520,,Faucets & Jetsprays & Shower,0,0
423610,520N,,Faucets & Jetsprays & Shower,0,0
423611,521,IVORY,Faucets & Jetsprays & Shower,214.67,165.67
423612,521,PINK,Faucets & Jetsprays & Shower,0,0
423613,521,WHITE,Faucets & Jetsprays & Shower,342,410
423614,5211,IVORY,Faucets & Jetsprays & Shower,17.33,0
423615,5211,PINK,Faucets & Jetsprays & Shower,0,0
423616,5211,WHITE,Faucets & Jetsprays & Shower,271.67,453.67
423617,5211N,,Faucets & Jetsprays & Shower,0,0
423618,522,IVORY,Faucets & Jetsprays & Shower,22.67,0
423619,522,PINK,Faucets & Jetsprays & Shower,0,0
423620,522,WHITE,Faucets & Jetsprays & Shower,96,84
423621,5221,IVORY,Faucets & Jetsprays & Shower,8,0
423622,5221,PINK,Faucets & Jetsprays & Shower,0,0
423623,5221,WHITE,Faucets & Jetsprays & Shower,112,46
423624,5221N,,Faucets & Jetsprays & Shower,0,0
423625,550-F,,Cabinet,0,0
423626,551,IVORY,Cabinet,12,0
423627,551,WHITE,Cabinet,668,520
423628,551-F,,Cabinet,0,0
423629,551-F,IVORY,Cabinet,2,0
423630,551-F,WHITE,Cabinet,14,0
423631,552,IVORY,Accessorise,0,0
423632,552,WHITE,Accessorise,6.67,0
423633,553,,Cabinet,0,0
423634,553,IVORY,Cabinet,0,0
423635,553,WHITE,Cabinet,0,0
423636,553-F,,Cabinet,0,0
423637,553-F,IVORY,Cabinet,0,0
423638,553-F,WHITE,Cabinet,0,0
423639,554,,Cabinet,0,0
423640,554,IVORY,Cabinet,1.33,0
423641,554,WHITE,Cabinet,4,0
423642,554-F,,Cabinet,0,0
423643,555,,Cabinet,0,0
423644,555,IVORY,Cabinet,2,3
423645,555,WHITE,Cabinet,1.67,0
423646,555-F,,Cabinet,0,0
423647,555-F,IVORY,Cabinet,2.67,0
423648,555-F,WHITE,Cabinet,44,0
423649,556,,Cabinet,0,0
423650,556,IVORY,Cabinet,1.33,0.33
423651,556,WHITE,Cabinet,2.33,0
423652,557,,Cabinet,0,0
423653,557,IVORY,Cabinet,2.67,0
423654,557,WHITE,Cabinet,1.33,0
423655,557-F,IVORY,Cabinet,0,0
423656,557-F,WHITE,Cabinet,0,1
423657,571,IVORY,Accessorise,5,0
423658,571,WHITE,Accessorise,32,32
423659,572,IVORY,Accessorise,0,0
423660,572,WHITE,Accessorise,38,19
423661,575,IVORY,Accessorise,0,0
423662,575,WHITE,Accessorise,0,0
423663,661,,Cabinet,0,0
423664,661,IVORY,Cabinet,1.33,0
423665,661,WHITE,Cabinet,6.67,0
423666,662,,Cabinet,0,0
423667,662,IVORY,Cabinet,0,0
423668,662,WHITE,Cabinet,322,412
423669,663,,Cabinet,0,0
423670,663,IVORY,Cabinet,0,0
423671,663,WHITE,Cabinet,10.67,9.67
423672,664-M,,Cabinet,0,0
423673,664-M,IVORY,Cabinet,0,0
423674,664-M,WHITE,Cabinet,4,0
423675,665,,Cabinet,0,0
423676,665,IVORY,Cabinet,0,0
423677,665,WHITE,Cabinet,25,46
423678,666,,Cabinet,0,0
423679,666,IVORY,Cabinet,0,0
423680,666,WHITE,Cabinet,5,7
423681,667,,Cabinet,0,0
423682,667,IVORY,Cabinet,4,0
423683,667,WHITE,Cabinet,168.67,325.67
423684,701,BLUE,Cistern & Seat Cover,206.67,120.67
423685,701,BURGUNDAY,Cistern & Seat Cover,0,0
423686,701,GREEN,Cistern & Seat Cover,36.67,0
423687,701,IVORY,Cistern & Seat Cover,36.67,6.67
423688,701,PINK,Cistern & Seat Cover,653.33,693.33
423689,701,WHITE,Cistern & Seat Cover,12004.33,21428.33
423690,701-N,BLUE,Cistern & Seat Cover,0,0
423691,701-N,BURGUNDAY,Cistern & Seat Cover,0,0
423692,701-N,GREEN,Cistern & Seat Cover,0,0
423693,701-N,IVORY,Cistern & Seat Cover,0,0
423694,701-N,PINK,Cistern & Seat Cover,0,0
423695,701-N,WHITE,Cistern & Seat Cover,36.67,82.67
423696,702,BLUE,Cistern & Seat Cover,0,0
423697,702,BURGUNDAY,Cistern & Seat Cover,0,0
423698,702,GREEN,Cistern & Seat Cover,0,0
423699,702,IVORY,Cistern & Seat Cover,0,0
423700,702,PINK,Cistern & Seat Cover,0,0
423701,702,WHITE,Cistern & Seat Cover,33.33,0
423702,703,BLUE,Cistern & Seat Cover,0,0
423703,703,BURGUNDAY,Cistern & Seat Cover,0,0
423704,703,GREEN,Cistern & Seat Cover,0,0
423705,703,IVORY,Cistern & Seat Cover,0,0
423706,703,PINK,Cistern & Seat Cover,0,0
423707,703,WHITE,Cistern & Seat Cover,16.67,0
423708,704,BLUE,Cistern & Seat Cover,0,0
423709,704,BURGUNDAY,Cistern & Seat Cover,0,0
423710,704,GREEN,Cistern & Seat Cover,0,0
423711,704,IVORY,Cistern & Seat Cover,23.33,33.33
423712,704,PINK,Cistern & Seat Cover,0,0
423713,704,WHITE,Cistern & Seat Cover,2978,5272
423714,705,BLUE,Cistern & Seat Cover,0,0
423715,705,BURGUNDAY,Cistern & Seat Cover,0,0
423716,705,GREEN,Cistern & Seat Cover,0,0
423717,705,IVORY,Cistern & Seat Cover,20,10
423718,705,PINK,Cistern & Seat Cover,0,0
423719,705,WHITE,Cistern & Seat Cover,406.67,487.67
423720,706,BLUE,Cistern & Seat Cover,0,0
423721,706,BURGUNDAY,Cistern & Seat Cover,0,0
423722,706,GREEN,Cistern & Seat Cover,0,0
423723,706,IVORY,Cistern & Seat Cover,0,0
423724,706,PINK,Cistern & Seat Cover,0,0
423725,706,WHITE,Cistern & Seat Cover,0,0
423726,708,BLUE,Cistern & Seat Cover,0,0
423727,708,BURGUNDAY,Cistern & Seat Cover,0,0
423728,708,GREEN,Cistern & Seat Cover,0,0
423729,708,IVORY,Cistern & Seat Cover,0,0
423730,708,PINK,Cistern & Seat Cover,0,0
423731,708,WHITE,Cistern & Seat Cover,6.67,0
423732,721,IVORY,Cistern & Seat Cover,0,0
423733,721,WHITE,Cistern & Seat Cover,168.33,327.33
423734,722,BLUE,Cistern & Seat Cover,0,0
423735,722,BURGUNDAY,Cistern & Seat Cover,0,0
423736,722,GREEN,Cistern & Seat Cover,0,0
423737,722,IVORY,Cistern & Seat Cover,0,0
423738,722,PINK,Cistern & Seat Cover,0,0
423739,722,WHITE,Cistern & Seat Cover,0,0
423740,723,BLUE,Cistern & Seat Cover,0,0
423741,723,BURGUNDAY,Cistern & Seat Cover,0,0
423742,723,GREEN,Cistern & Seat Cover,0,0
423743,723,IVORY,Cistern & Seat Cover,0,0
423744,723,PINK,Cistern & Seat Cover,0,0
423745,723,WHITE,Cistern & Seat Cover,26.67,0
423746,724,BLUE,Cistern & Seat Cover,0,0
423747,724,BURGUNDAY,Cistern & Seat Cover,0,0
423748,724,GREEN,Cistern & Seat Cover,0,0
423749,724,IVORY,Cistern & Seat Cover,0,0
423750,724,PINK,Cistern & Seat Cover,0,0
423751,724,WHITE,Cistern & Seat Cover,3.33,0
423752,725,BLUE,Cistern & Seat Cover,0,0
423753,725,BURGUNDAY,Cistern & Seat Cover,0,0
423754,725,GREEN,Cistern & Seat Cover,0,0
423755,725,IVORY,Cistern & Seat Cover,0,0
423756,725,PINK,Cistern & Seat Cover,0,0
423757,725,WHITE,Cistern & Seat Cover,13.33,0
423758,B-151,,Ball Cock,0,0
423759,B-152,,Ball Cock,0,0
423760,B-153,,Ball Cock,0,0
423761,B-161,,Ball Cock,0,0
423762,B-162,,Ball Cock,0,0
423763,B-163,,Ball Cock,0,0
423764,B-167,,Ball Cock,0,0
423765,B-168,,Ball Cock,0,0
423766,B-169,,Ball Cock,0,0
423767,B-173,,Ball Cock,0,0
423768,B-174,,Ball Cock,0,0
423769,B-175,,Ball Cock,0,0
423770,BEA-44A,,Accessorise,0,0
423771,BEA-47A,,Accessorise,0,0
423772,BEA-47AB,,Accessorise,0,0
423773,BEA-84,,Faucets & Jetsprays & Shower,0,0
423774,BEA-84B,WHITE,Faucets & Jetsprays & Shower,0,0
423775,BEA-84T,WHITE,Faucets & Jetsprays & Shower,0,0
423776,CB-02,IVORY,Accessorise,0,0
423777,CB-02,WHITE,Accessorise,56.67,112.67
423778,CF-01,IVORY,Accessorise,0,0
423779,CF-01,WHITE,Accessorise,100.33,111.33
423780,CF-03,,Accessorise,25,25
423781,CF-03,IVORY,Accessorise,0,0
423782,CF-03,WHITE,Accessorise,13.33,0
423783,CH-01,WHITE,Accessorise,366.67,366.67
423784,CNS-15,,Accessorise,70,70
423785,CNS-20,,Accessorise,6.67,6.67
423786,CS-01,IVORY,Accessorise,0,0
423787,CS-01,WHITE,Accessorise,490,490
423788,DB-01,IVORY,Accessorise,0,0
423789,DB-01,WHITE,Accessorise,53.33,166.33
423790,DB-02,IVORY,Accessorise,0,0
423791,DB-02,WHITE,Accessorise,373.67,797.67
423792,DB-02 L,,Accessorise,0,0
