item_code,category,colour,segment
144,Cocks Standard,WHITE,PTMT
144-A,Cocks Standard,IVORY,PTMT
144-A,Cocks Standard,WHITE,PTMT
144-AB,Cocks Standard,,PTMT
144-AP,Cocks Standard,IVORY,PTMT
144-AP,Cocks Standard,WHITE,PTMT
144-AS,Cocks Standard,IVORY,PTMT
144-AS,Cocks Standard,WHITE,PTMT
144-B,Cocks Standard,BURGUNDY,PTMT
144-B,Cocks Standard,GREEN,PTMT
144-B,Cocks Standard,IVORY,PTMT
144-B,Cocks Standard,M GREEN,PTMT
144-B,Cocks Standard,PINK,PTMT
144-B,Cocks Standard,WHITE,PTMT
144-C,Cocks Standard,BURGUNDY,PTMT
144-C,Cocks Standard,GREEN,PTMT
144-C,Cocks Standard,IVORY,PTMT
144-C,Cocks Standard,M GREEN,PTMT
144-C,Cocks Standard,PINK,PTMT
144-C,Cocks Standard,WHITE,PTMT
144-D,Cocks Standard,BURGUNDY,PTMT
144-D,Cocks Standard,GREEN,PTMT
144-D,Cocks Standard,IVORY,PTMT
144-D,Cocks Standard,M GREEN,PTMT
144-D,Cocks Standard,PINK,PTMT
144-D,Cocks Standard,WHITE,PTMT
144-DB,Cocks Standard,BLACK,PTMT
144-DG,Cocks Premium,,PTMT
144-DP,Cocks Premium,,PTMT
144-DR,Cocks Premium,,PTMT
144-DW,Cocks Premium,,PTMT
144-E,Cocks Standard,BURGUNDY,PTMT
144-E,Cocks Standard,GREEN,PTMT
144-E,Cocks Standard,IVORY,PTMT
144-E,Cocks Standard,M GREEN,PTMT
144-E,Cocks Standard,PINK,PTMT
144-E,Cocks Standard,WHITE,PTMT
144-EB,Cocks Standard,IVORY,PTMT
144-EB,Cocks Standard,WHITE,PTMT
144-H,Cocks Standard,BURGUNDY,PTMT
144-H,Cocks Standard,GREEN,PTMT
144-H,Cocks Standard,IVORY,PTMT
144-H,Cocks Standard,M GREEN,PTMT
144-H,Cocks Standard,PINK,PTMT
144-H,Cocks Standard,WHITE,PTMT
144-HG,Cocks Premium,,PTMT
144-HP,Cocks Premium,,PTMT
144-HR,Cocks Premium,,PTMT
144-HW,Cocks Premium,,PTMT
144-I,Cocks Standard,IVORY,PTMT
144-I,Cocks Standard,WHITE,PTMT
144-IG,Cocks Premium,,PTMT
144-IP,Cocks Premium,,PTMT
144-IR,Cocks Premium,,PTMT
144-IW,Cocks Premium,,PTMT
144-K,Cocks Standard,WHITE,PTMT
144-L,Cocks Standard,WHITE,PTMT
144-LG,Cocks Premium,,PTMT
144-LP,Cocks Premium,,PTMT
144-LR,Cocks Premium,,PTMT
144-LS,Cocks Standard,WHITE,PTMT
144-LSB,Cocks Standard,BLUE,PTMT
144-LW,Cocks Premium,,PTMT
144-N,Cocks Standard,IVORY,PTMT
144-N,Cocks Standard,WHITE,PTMT
144-NB,Cocks Premium,,PTMT
144-NG,Cocks Premium,,PTMT
144-NP,Cocks Premium,,PTMT
144-NR,Cocks Premium,,PTMT
144-NW,Cocks Premium,,PTMT
144-O,Cocks Standard,BURGUNDY,PTMT
144-O,Cocks Standard,GREEN,PTMT
144-O,Cocks Standard,IVORY,PTMT
144-O,Cocks Standard,M GREEN,PTMT
144-O,Cocks Standard,PINK,PTMT
144-O,Cocks Standard,WHITE,PTMT
144-P,Cocks Standard,BURGUNDY,PTMT
144-P,Cocks Standard,GREEN,PTMT
144-P,Cocks Standard,IVORY,PTMT
144-P,Cocks Standard,M GREEN,PTMT
144-P,Cocks Standard,PINK,PTMT
144-P,Cocks Standard,WHITE,PTMT
144-Q,Cocks Standard,BURGUNDY,PTMT
144-Q,Cocks Standard,GREEN,PTMT
144-Q,Cocks Standard,IVORY,PTMT
144-Q,Cocks Standard,M GREEN,PTMT
144-Q,Cocks Standard,PINK,PTMT
144-Q,Cocks Standard,WHITE,PTMT
144-QG,Cocks Premium,,PTMT
144-QP,Cocks Premium,,PTMT
144-QR,Cocks Premium,,PTMT
144-QW,Cocks Premium,,PTMT
144-R,Cocks Standard,BURGUNDY,PTMT
144-R,Cocks Standard,GREEN,PTMT
144-R,Cocks Standard,IVORY,PTMT
144-R,Cocks Standard,M GREEN,PTMT
144-R,Cocks Standard,PINK,PTMT
144-R,Cocks Standard,WHITE,PTMT
144-RG,Cocks Premium,,PTMT
144-RP,Cocks Premium,,PTMT
144-RR,Cocks Premium,14,PTMT
144-RW,Cocks Premium,,PTMT
144-S,Cocks Standard,BURGUNDY,PTMT
144-S,Cocks Standard,GREEN,PTMT
144-S,Cocks Standard,IVORY,PTMT
144-S,Cocks Standard,M GREEN,PTMT
144-S,Cocks Standard,PINK,PTMT
144-S,Cocks Standard,WHITE,PTMT
144-SG,Cocks Premium,,PTMT
144-SP,Cocks Premium,,PTMT
144-SR,Cocks Premium,,PTMT
144-SW,Cocks Premium,,PTMT
144-T,Cocks Standard,BURGUNDY,PTMT
144-T,Cocks Standard,GREEN,PTMT
144-T,Cocks Standard,IVORY,PTMT
144-T,Cocks Standard,M GREEN,PTMT
144-T,Cocks Standard,PINK,PTMT
144-T,Cocks Standard,WHITE,PTMT
144-U,Cocks Standard,BURGUNDY,PTMT
144-U,Cocks Standard,GREEN,PTMT
144-U,Cocks Standard,IVORY,PTMT
144-U,Cocks Standard,M GREEN,PTMT
144-U,Cocks Standard,PINK,PTMT
144-U,Cocks Standard,WHITE,PTMT
144-UG,Cocks Premium,,PTMT
144-UP,Cocks Premium,,PTMT
144-UR,Cocks Premium,16,PTMT
144-UW,Cocks Premium,,PTMT
144-V,Cocks Standard,BURGUNDY,PTMT
144-V,Cocks Standard,GREEN,PTMT
144-V,Cocks Standard,IVORY,PTMT
144-V,Cocks Standard,M GREEN,PTMT
144-V,Cocks Standard,PINK,PTMT
144-V,Cocks Standard,WHITE,PTMT
144-VG,Cocks Premium,,PTMT
144-VP,Cocks Premium,53,PTMT
144-VR,Cocks Premium,,PTMT
144-VW,Cocks Premium,,PTMT
1441,Cocks Standard,BURGUNDY,PTMT
1441,Cocks Standard,GREEN,PTMT
1441,Cocks Standard,IVORY,PTMT
1441,Cocks Standard,M GREEN,PTMT
1441,Cocks Standard,PINK,PTMT
1441,Cocks Standard,WHITE,PTMT
145,Cocks Standard,BLUE,PTMT
145,Cocks Standard,BURGUNDY,PTMT
145,Cocks Standard,GREEN,PTMT
145,Cocks Standard,IVORY,PTMT
145,Cocks Standard,M GREEN,PTMT
145,Cocks Standard,PINK,PTMT
145,Cocks Standard,WHITE,PTMT
145-A,Cocks Standard,WHITE,PTMT
145-AB,Cocks Standard,WHITE,PTMT
145-AP,Cocks Standard,IVORY,PTMT
145-AP,Cocks Standard,WHITE,PTMT
145-AS,Cocks Standard,IVORY,PTMT
145-AS,Cocks Standard,WHITE,PTMT
145-B,Cocks Standard,BURGUNDY,PTMT
145-B,Cocks Standard,GREEN,PTMT
145-B,Cocks Standard,IVORY,PTMT
145-B,Cocks Standard,M GREEN,PTMT
145-B,Cocks Standard,PINK,PTMT
145-B,Cocks Standard,WHITE,PTMT
145-C,Cocks Standard,BURGUNDY,PTMT
145-C,Cocks Standard,GREEN,PTMT
145-C,Cocks Standard,IVORY,PTMT
145-C,Cocks Standard,M GREEN,PTMT
145-C,Cocks Standard,PINK,PTMT
145-C,Cocks Standard,WHITE,PTMT
145-D,Cocks Standard,BURGUNDY,PTMT
145-D,Cocks Standard,GREEN,PTMT
145-D,Cocks Standard,IVORY,PTMT
145-D,Cocks Standard,M GREEN,PTMT
145-D,Cocks Standard,PINK,PTMT
145-D,Cocks Standard,WHITE,PTMT
145-DB,Cocks Standard,BLACK,PTMT
145-DG,Cocks Premium,10,PTMT
145-DP,Cocks Premium,,PTMT
145-DR,Cocks Premium,,PTMT
145-DW,Cocks Premium,,PTMT
145-E,Cocks Standard,BURGUNDY,PTMT
145-E,Cocks Standard,GREEN,PTMT
145-E,Cocks Standard,IVORY,PTMT
145-E,Cocks Standard,M GREEN,PTMT
145-E,Cocks Standard,PINK,PTMT
145-E,Cocks Standard,WHITE,PTMT
145-EB,Cocks Standard,IVORY,PTMT
145-EB,Cocks Standard,WHITE,PTMT
145-H,Cocks Standard,BURGUNDY,PTMT
145-H,Cocks Standard,GREEN,PTMT
145-H,Cocks Standard,IVORY,PTMT
145-H,Cocks Standard,M GREEN,PTMT
145-H,Cocks Standard,PINK,PTMT
145-H,Cocks Standard,WHITE,PTMT
145-HG,Cocks Premium,,PTMT
145-HP,Cocks Premium,,PTMT
145-HR,Cocks Premium,,PTMT
145-HW,Cocks Premium,,PTMT
145-I,Cocks Standard,IVORY,PTMT
145-I,Cocks Standard,WHITE,PTMT
145-IG,Cocks Premium,,PTMT
145-IP,Cocks Premium,,PTMT
145-IR,Cocks Premium,,PTMT
145-IW,Cocks Premium,,PTMT
145-K,Cocks Standard,WHITE,PTMT
145-L,Cocks Standard,WHITE,PTMT
145-LG,Cocks Premium,,PTMT
145-LP,Cocks Premium,,PTMT
145-LR,Cocks Premium,,PTMT
145-LS,Cocks Standard,WHITE,PTMT
145-LSB,Cocks Standard,BLUE,PTMT
145-LW,Cocks Premium,,PTMT
145-N,Cocks Standard,IVORY,PTMT
145-N,Cocks Standard,WHITE,PTMT
145-NB,Cocks Premium,,PTMT
145-NG,Cocks Premium,,PTMT
145-NP,Cocks Premium,,PTMT
145-NR,Cocks Premium,,PTMT
145-NW,Cocks Premium,,PTMT
145-O,Cocks Standard,BURGUNDY,PTMT
145-O,Cocks Standard,GREEN,PTMT
145-O,Cocks Standard,IVORY,PTMT
145-O,Cocks Standard,M GREEN,PTMT
145-O,Cocks Standard,PINK,PTMT
145-O,Cocks Standard,WHITE,PTMT
145-P,Cocks Standard,BURGUNDY,PTMT
145-P,Cocks Standard,GREEN,PTMT
145-P,Cocks Standard,IVORY,PTMT
145-P,Cocks Standard,M GREEN,PTMT
145-P,Cocks Standard,PINK,PTMT
145-P,Cocks Standard,WHITE,PTMT
145-Q,Cocks Standard,BURGUNDY,PTMT
145-Q,Cocks Standard,GREEN,PTMT
145-Q,Cocks Standard,IVORY,PTMT
145-Q,Cocks Standard,M GREEN,PTMT
145-Q,Cocks Standard,PINK,PTMT
145-Q,Cocks Standard,WHITE,PTMT
145-QG,Cocks Premium,,PTMT
145-QP,Cocks Premium,,PTMT
145-QR,Cocks Premium,9,PTMT
145-QW,Cocks Premium,,PTMT
145-R,Cocks Standard,BURGUNDY,PTMT
145-R,Cocks Standard,GREEN,PTMT
145-R,Cocks Standard,IVORY,PTMT
145-R,Cocks Standard,M GREEN,PTMT
145-R,Cocks Standard,PINK,PTMT
145-R,Cocks Standard,WHITE,PTMT
145-RG,Cocks Premium,,PTMT
145-RP,Cocks Premium,,PTMT
145-RR,Cocks Premium,,PTMT
145-RW,Cocks Premium,,PTMT
145-S,Cocks Standard,BURGUNDY,PTMT
145-S,Cocks Standard,GREEN,PTMT
145-S,Cocks Standard,IVORY,PTMT
145-S,Cocks Standard,M GREEN,PTMT
145-S,Cocks Standard,PINK,PTMT
145-S,Cocks Standard,WHITE,PTMT
145-SG,Cocks Premium,,PTMT
145-SP,Cocks Premium,,PTMT
145-SR,Cocks Premium,,PTMT
145-SW,Cocks Premium,,PTMT
145-U,Cocks Standard,BURGUNDY,PTMT
145-U,Cocks Standard,GREEN,PTMT
145-U,Cocks Standard,IVORY,PTMT
145-U,Cocks Standard,M GREEN,PTMT
145-U,Cocks Standard,PINK,PTMT
145-U,Cocks Standard,WHITE,PTMT
145-UG,Cocks Premium,,PTMT
145-UP,Cocks Premium,,PTMT
145-UR,Cocks Premium,17,PTMT
145-UW,Cocks Premium,,PTMT
145-V,Cocks Standard,BURGUNDY,PTMT
145-V,Cocks Standard,GREEN,PTMT
145-V,Cocks Standard,IVORY,PTMT
145-V,Cocks Standard,M GREEN,PTMT
145-V,Cocks Standard,PINK,PTMT
145-V,Cocks Standard,WHITE,PTMT
145-VG,Cocks Premium,,PTMT
145-VP,Cocks Premium,,PTMT
145-VR,Cocks Premium,,PTMT
145-VW,Cocks Premium,,PTMT
1451,Cocks Standard,BURGUNDY,PTMT
1451,Cocks Standard,GREEN,PTMT
1451,Cocks Standard,IVORY,PTMT
1451,Cocks Standard,M GREEN,PTMT
1451,Cocks Standard,PINK,PTMT
1451,Cocks Standard,WHITE,PTMT
146,Cocks Standard,BURGUNDY,PTMT
146,Cocks Standard,GREEN,PTMT
146,Cocks Standard,IVORY,PTMT
146,Cocks Standard,M GREEN,PTMT
146,Cocks Standard,PINK,PTMT
146,Cocks Standard,WHITE,PTMT
146-A,Cocks Standard,WHITE,PTMT
146-AB,Cocks Standard,,PTMT
146-B,Cocks Standard,BURGUNDY,PTMT
146-B,Cocks Standard,GREEN,PTMT
146-B,Accessorise,IVORY,PTMT
146-B,Cocks Standard,IVORY,PTMT
146-B,Cocks Standard,M GREEN,PTMT
146-B,Cocks Standard,PINK,PTMT
146-B,Accessorise,WHITE,PTMT
146-B,Cocks Standard,WHITE,PTMT
146-BO,Cocks Standard,BURGUNDY,PTMT
146-BO,Cocks Standard,GREEN,PTMT
146-BO,Cocks Standard,IVORY,PTMT
146-BO,Cocks Standard,M GREEN,PTMT
146-BO,Cocks Standard,PINK,PTMT
146-BO,Accessorise,WHITE,PTMT
146-BO,Cocks Standard,WHITE,PTMT
146-BP,Cocks Standard,BURGUNDY,PTMT
146-BP,Cocks Standard,GREEN,PTMT
146-BP,Cocks Standard,IVORY,PTMT
146-BP,Cocks Standard,M GREEN,PTMT
146-BP,Cocks Standard,PINK,PTMT
146-BP,Cocks Standard,WHITE,PTMT
146-C,Cocks Standard,BURGUNDY,PTMT
146-C,Cocks Standard,GREEN,PTMT
146-C,Cocks Standard,IVORY,PTMT
146-C,Cocks Standard,M GREEN,PTMT
146-C,Cocks Standard,PINK,PTMT
146-C,Cocks Standard,WHITE,PTMT
146-DB,Cocks Standard,WHITE,PTMT
146-E,Cocks Standard,BURGUNDY,PTMT
146-E,Cocks Standard,GREEN,PTMT
146-E,Cocks Standard,IVORY,PTMT
146-E,Cocks Standard,M GREEN,PTMT
146-E,Cocks Standard,PINK,PTMT
146-E,Cocks Standard,WHITE,PTMT
146-H,Cocks Standard,BURGUNDY,PTMT
146-H,Cocks Standard,GREEN,PTMT
146-H,Cocks Standard,IVORY,PTMT
146-H,Cocks Standard,M GREEN,PTMT
146-H,Cocks Standard,PINK,PTMT
146-H,Cocks Standard,WHITE,PTMT
146-HB,Cocks Premium,,PTMT
146-HB,Accessorise,WHITE,PTMT
146-HB,Cocks Standard,WHITE,PTMT
146-HG,Cocks Premium,,PTMT
146-HP,Cocks Premium,,PTMT
146-HR,Cocks Premium,,PTMT
146-HW,Cocks Premium,,PTMT
146-K,Cocks Standard,WHITE,PTMT
146-LS,Cocks Standard,,PTMT
146-LSB,Cocks Standard,BLUE,PTMT
146-O,Cocks Standard,BURGUNDY,PTMT
146-O,Cocks Standard,GREEN,PTMT
146-O,Cocks Standard,IVORY,PTMT
146-O,Cocks Standard,M GREEN,PTMT
146-O,Cocks Standard,PINK,PTMT
146-O,Cocks Standard,WHITE,PTMT
146-P,Cocks Standard,BURGUNDY,PTMT
146-P,Cocks Standard,GREEN,PTMT
146-P,Cocks Standard,IVORY,PTMT
146-P,Cocks Standard,M GREEN,PTMT
146-P,Cocks Standard,PINK,PTMT
146-P,Cocks Standard,WHITE,PTMT
146-Q,Accessorise,IVORY,PTMT
1461,Cocks Standard,BURGUNDY,PTMT
1461,Cocks Standard,GREEN,PTMT
1461,Cocks Standard,IVORY,PTMT
1461,Cocks Standard,M GREEN,PTMT
1461,Cocks Standard,PINK,PTMT
1461,Cocks Standard,WHITE,PTMT
147,Cocks Standard,BURGUNDY,PTMT
147,Cocks Standard,GREEN,PTMT
147,Cocks Standard,IVORY,PTMT
147,Cocks Standard,M GREEN,PTMT
147,Cocks Standard,PINK,PTMT
147,Cocks Standard,WHITE,PTMT
147-A,Cocks Standard,WHITE,PTMT
147-AB,Cocks Standard,,PTMT
147-ABQ,Cocks Standard,,PTMT
147-AP,Cocks Standard,IVORY,PTMT
147-AQ,Cocks Standard,WHITE,PTMT
147-AS,Cocks Standard,IVORY,PTMT
147-AS,Cocks Standard,WHITE,PTMT
147-B,Cocks Standard,BURGUNDY,PTMT
147-B,Cocks Standard,GREEN,PTMT
147-B,Cocks Standard,IVORY,PTMT
147-B,Cocks Standard,M GREEN,PTMT
147-B,Cocks Standard,PINK,PTMT
147-B,Cocks Standard,WHITE,PTMT
147-BP,Cocks Standard,BURGUNDY,PTMT
147-BP,Cocks Standard,GREEN,PTMT
147-BP,Cocks Standard,IVORY,PTMT
147-BP,Cocks Standard,M GREEN,PTMT
147-BP,Cocks Standard,PINK,PTMT
147-BP,Cocks Standard,WHITE,PTMT
147-C,Cocks Standard,BURGUNDY,PTMT
147-C,Cocks Standard,GREEN,PTMT
147-C,Cocks Standard,IVORY,PTMT
147-C,Cocks Standard,M GREEN,PTMT
147-C,Cocks Standard,PINK,PTMT
147-C,Cocks Standard,WHITE,PTMT
147-CQ,Cocks Standard,BURGUNDY,PTMT
147-CQ,Cocks Standard,GREEN,PTMT
147-CQ,Cocks Standard,IVORY,PTMT
147-CQ,Cocks Standard,M GREEN,PTMT
147-CQ,Cocks Standard,PINK,PTMT
147-CQ,Cocks Standard,WHITE,PTMT
147-D,Cocks Standard,IVORY,PTMT
147-D,Cocks Standard,WHITE,PTMT
147-DB,Cocks Standard,BLACK,PTMT
147-DG,Cocks Premium,,PTMT
147-DP,Cocks Premium,,PTMT
147-DR,Cocks Premium,,PTMT
147-DW,Cocks Premium,,PTMT
147-E,Cocks Standard,BURGUNDY,PTMT
147-E,Cocks Standard,GREEN,PTMT
147-E,Cocks Standard,IVORY,PTMT
147-E,Cocks Standard,M GREEN,PTMT
147-E,Cocks Standard,PINK,PTMT
147-E,Cocks Standard,WHITE,PTMT
147-EB,Cocks Standard,IVORY,PTMT
147-EB,Cocks Standard,WHITE,PTMT
147-EQ,Cocks Standard,BURGUNDY,PTMT
147-EQ,Cocks Standard,GREEN,PTMT
147-EQ,Cocks Standard,IVORY,PTMT
147-EQ,Cocks Standard,M GREEN,PTMT
147-EQ,Cocks Standard,PINK,PTMT
147-EQ,Cocks Standard,WHITE,PTMT
147-H,Cocks Standard,BURGUNDY,PTMT
147-H,Cocks Standard,GREEN,PTMT
147-H,Cocks Standard,IVORY,PTMT
147-H,Cocks Standard,M GREEN,PTMT
147-H,Cocks Standard,PINK,PTMT
147-H,Cocks Standard,WHITE,PTMT
147-HG,Cocks Premium,,PTMT
147-HP,Cocks Premium,,PTMT
147-HQ,Cocks Premium,,PTMT
147-HQ,Cocks Standard,WHITE,PTMT
147-HQG,Cocks Premium,,PTMT
147-HQP,Cocks Premium,,PTMT
147-HQR,Cocks Premium,,PTMT
147-HQW,Cocks Premium,,PTMT
147-HR,Cocks Premium,,PTMT
147-HW,Cocks Premium,,PTMT
147-I,Cocks Standard,IVORY,PTMT
147-I,Cocks Standard,WHITE,PTMT
147-IG,Cocks Premium,,PTMT
147-IP,Cocks Premium,,PTMT
147-IQ,Cocks Standard,IVORY,PTMT
147-IQ,Cocks Standard,WHITE,PTMT
147-IQG,Cocks Premium,,PTMT
147-IQP,Cocks Premium,,PTMT
147-IQR,Cocks Premium,,PTMT
147-IQW,Cocks Premium,,PTMT
147-IR,Cocks Premium,,PTMT
147-IW,Cocks Premium,,PTMT
147-K,Cocks Standard,WHITE,PTMT
147-KQ,Cocks Standard,WHITE,PTMT
147-L,Cocks Standard,IVORY,PTMT
147-L,Cocks Standard,WHITE,PTMT
147-LG,Cocks Premium,,PTMT
147-LP,Cocks Premium,,PTMT
147-LQ,Cocks Standard,WHITE,PTMT
147-LQG,Cocks Premium,,PTMT
147-LQP,Cocks Premium,,PTMT
147-LQR,Cocks Premium,,PTMT
147-LQW,Cocks Premium,,PTMT
147-LR,Cocks Premium,,PTMT
147-LS,Cocks Standard,WHITE,PTMT
147-LSB,Cocks Standard,BLUE,PTMT
147-LSQ,Cocks Standard,,PTMT
147-LSQB,Cocks Standard,BLUE,PTMT
147-LW,Cocks Premium,,PTMT
147-O,Cocks Standard,BURGUNDY,PTMT
147-O,Cocks Standard,GREEN,PTMT
147-O,Cocks Standard,IVORY,PTMT
147-O,Cocks Standard,M GREEN,PTMT
147-O,Cocks Standard,PINK,PTMT
147-O,Cocks Standard,WHITE,PTMT
147-OSQ,Cocks Standard,BURGUNDY,PTMT
147-OSQ,Cocks Standard,GREEN,PTMT
147-OSQ,Cocks Standard,IVORY,PTMT
147-OSQ,Cocks Standard,M GREEN,PTMT
147-OSQ,Cocks Standard,PINK,PTMT
147-OSQ,Cocks Standard,WHITE,PTMT
147-P,Cocks Standard,BURGUNDY,PTMT
147-P,Cocks Standard,GREEN,PTMT
147-P,Cocks Standard,IVORY,PTMT
147-P,Cocks Standard,M GREEN,PTMT
147-P,Cocks Standard,PINK,PTMT
147-P,Cocks Standard,WHITE,PTMT
147-PQ,Cocks Standard,BURGUNDY,PTMT
147-PQ,Cocks Standard,GREEN,PTMT
147-PQ,Cocks Standard,IVORY,PTMT
147-PQ,Cocks Standard,M GREEN,PTMT
147-PQ,Cocks Standard,PINK,PTMT
147-PQ,Cocks Standard,WHITE,PTMT
147-R,Cocks Standard,BURGUNDY,PTMT
147-R,Cocks Standard,GREEN,PTMT
147-R,Cocks Standard,IVORY,PTMT
147-R,Cocks Standard,M GREEN,PTMT
147-R,Cocks Standard,PINK,PTMT
147-R,Cocks Standard,WHITE,PTMT
147-RG,Cocks Premium,,PTMT
147-RP,Cocks Premium,,PTMT
147-RQ,Cocks Premium,,PTMT
147-RQ,Cocks Standard,IVORY,PTMT
147-RQ,Cocks Standard,WHITE,PTMT
147-RQG,Cocks Premium,,PTMT
147-RQP,Cocks Premium,,PTMT
147-RQR,Cocks Premium,,PTMT
147-RQW,Cocks Premium,,PTMT
147-RR,Cocks Premium,,PTMT
147-RW,Cocks Premium,,PTMT
147-S,Cocks Standard,IVORY,PTMT
147-S,Cocks Standard,WHITE,PTMT
147-SG,Cocks Premium,,PTMT
147-SP,Cocks Premium,,PTMT
147-SQ,Cocks Standard,BURGUNDY,PTMT
147-SQ,Cocks Standard,GREEN,PTMT
147-SQ,Cocks Standard,IVORY,PTMT
147-SQ,Cocks Standard,M GREEN,PTMT
147-SQ,Cocks Standard,PINK,PTMT
147-SQ,Cocks Standard,WHITE,PTMT
147-SR,Cocks Premium,,PTMT
147-SW,Cocks Premium,,PTMT
147-V,Cocks Standard,BURGUNDY,PTMT
147-V,Cocks Standard,GREEN,PTMT
147-V,Cocks Standard,IVORY,PTMT
147-V,Cocks Standard,M GREEN,PTMT
147-V,Cocks Standard,PINK,PTMT
147-V,Cocks Standard,WHITE,PTMT
147-VG,Cocks Premium,,PTMT
147-VP,Cocks Premium,,PTMT
147-VR,Cocks Premium,,PTMT
147-VW,Cocks Premium,,PTMT
1471,Cocks Standard,BURGUNDY,PTMT
1471,Cocks Standard,GREEN,PTMT
1471,Cocks Standard,IVORY,PTMT
1471,Cocks Standard,M GREEN,PTMT
1471,Cocks Standard,PINK,PTMT
1471,Cocks Standard,WHITE,PTMT
1471-Q,Cocks Standard,BURGUNDY,PTMT
1471-Q,Cocks Standard,GREEN,PTMT
1471-Q,Cocks Standard,IVORY,PTMT
1471-Q,Cocks Standard,M GREEN,PTMT
1471-Q,Cocks Standard,PINK,PTMT
1471-Q,Cocks Standard,WHITE,PTMT
148,Cocks Standard,BURGUNDY,PTMT
148,Cocks Standard,GREEN,PTMT
148,Cocks Standard,IVORY,PTMT
148,Cocks Standard,M GREEN,PTMT
148,Cocks Standard,PINK,PTMT
148,Cocks Standard,WHITE,PTMT
148-A,Cocks Standard,WHITE,PTMT
148-AB,Cocks Standard,,PTMT
148-B,Cocks Standard,BURGUNDY,PTMT
148-B,Cocks Standard,GREEN,PTMT
148-B,Accessorise,IVORY,PTMT
148-B,Cocks Standard,IVORY,PTMT
148-B,Cocks Standard,M GREEN,PTMT
148-B,Cocks Standard,PINK,PTMT
148-B,Accessorise,WHITE,PTMT
148-B,Cocks Standard,WHITE,PTMT
148-BO,Cocks Standard,BURGUNDY,PTMT
148-BO,Cocks Standard,GREEN,PTMT
148-BO,Cocks Standard,IVORY,PTMT
148-BO,Cocks Standard,M GREEN,PTMT
148-BO,Cocks Standard,PINK,PTMT
148-BO,Accessorise,WHITE,PTMT
148-BO,Cocks Standard,WHITE,PTMT
148-BP,Cocks Standard,BURGUNDY,PTMT
148-BP,Cocks Standard,GREEN,PTMT
148-BP,Cocks Standard,IVORY,PTMT
148-BP,Cocks Standard,M GREEN,PTMT
148-BP,Cocks Standard,PINK,PTMT
148-BP,Cocks Standard,WHITE,PTMT
148-DB,Cocks Standard,WHITE,PTMT
148-H,Cocks Standard,BURGUNDY,PTMT
148-H,Cocks Standard,GREEN,PTMT
148-H,Cocks Standard,IVORY,PTMT
148-H,Cocks Standard,M GREEN,PTMT
148-H,Cocks Standard,PINK,PTMT
148-H,Cocks Standard,WHITE,PTMT
148-HB,Cocks Premium,,PTMT
148-HB,Accessorise,WHITE,PTMT
148-HB,Cocks Standard,WHITE,PTMT
148-HG,Cocks Premium,,PTMT
148-HP,Cocks Premium,,PTMT
148-HR,Cocks Premium,,PTMT
148-HW,Cocks Premium,,PTMT
148-LS,Cocks Standard,,PTMT
148-LSB,Cocks Standard,BLUE,PTMT
148-O,Cocks Standard,BURGUNDY,PTMT
148-O,Cocks Standard,GREEN,PTMT
148-O,Cocks Standard,IVORY,PTMT
148-O,Cocks Standard,M GREEN,PTMT
148-O,Cocks Standard,PINK,PTMT
148-O,Cocks Standard,WHITE,PTMT
148-P,Cocks Standard,BURGUNDY,PTMT
148-P,Cocks Standard,GREEN,PTMT
148-P,Cocks Standard,IVORY,PTMT
148-P,Cocks Standard,M GREEN,PTMT
148-P,Cocks Standard,PINK,PTMT
148-P,Cocks Standard,WHITE,PTMT
148-Q,Accessorise,IVORY,PTMT
1481,Cocks Standard,BURGUNDY,PTMT
1481,Cocks Standard,GREEN,PTMT
1481,Cocks Standard,IVORY,PTMT
1481,Cocks Standard,M GREEN,PTMT
1481,Cocks Standard,PINK,PTMT
1481,Cocks Standard,WHITE,PTMT
149-A,Cocks Standard,IVORY,PTMT
149-A,Cocks Standard,WHITE,PTMT
149-AB,Cocks Standard,,PTMT
149-AP,Cocks Standard,IVORY,PTMT
149-AS,Cocks Standard,IVORY,PTMT
149-AS,Cocks Standard,WHITE,PTMT
149-B,Cocks Standard,BURGUNDY,PTMT
149-B,Cocks Standard,GREEN,PTMT
149-B,Cocks Standard,IVORY,PTMT
149-B,Cocks Standard,M GREEN,PTMT
149-B,Cocks Standard,PINK,PTMT
149-B,Cocks Standard,WHITE,PTMT
149-E,Cocks Standard,IVORY,PTMT
149-E,Cocks Standard,WHITE,PTMT
149-EB,Cocks Standard,IVORY,PTMT
149-EB,Cocks Standard,WHITE,PTMT
149-LS,Cocks Standard,,PTMT
149-LSB,Cocks Standard,BLUE,PTMT
149-N,Cocks Standard,BURGUNDY,PTMT
149-N,Cocks Standard,GREEN,PTMT
149-N,Cocks Standard,IVORY,PTMT
149-N,Cocks Standard,M GREEN,PTMT
149-N,Cocks Standard,PINK,PTMT
149-N,Cocks Standard,WHITE,PTMT
149-NP,Cocks Standard,BURGUNDY,PTMT
149-NP,Cocks Standard,GREEN,PTMT
149-NP,Cocks Standard,IVORY,PTMT
149-NP,Cocks Standard,M GREEN,PTMT
149-NP,Cocks Standard,PINK,PTMT
149-NP,Cocks Standard,WHITE,PTMT
149-O,Cocks Standard,BURGUNDY,PTMT
149-O,Cocks Standard,GREEN,PTMT
149-O,Cocks Standard,IVORY,PTMT
149-O,Cocks Standard,M GREEN,PTMT
149-O,Cocks Standard,PINK,PTMT
