item_code,colour,category,issued_demand
124-P,PINK,Cocks Standard,0
124-P,WHITE,Cocks Standard,0
124-PR,,Cocks Standard,0
124-R,BURGUNDY,Cocks Standard,0
124-R,GREEN,Cocks Standard,0
124-R,IVORY,Cocks Standard,0
124-R,M GREEN,Cocks Standard,0
124-R,PINK,Cocks Standard,0
124-R,WHITE,Cocks Standard,240
124-S,BURGUNDY,Cocks Standard,0
124-S,GREEN,Cocks Standard,0
124-S,IVORY,Cocks Standard,0
124-S,M GREEN,Cocks Standard,0
124-S,PINK,Cocks Standard,0
124-S,WHITE,Cocks Standard,235.33
124-U,BURGUNDY,Cocks Standard,0
124-U,GREEN,Cocks Standard,0
124-U,IVORY,Cocks Standard,0
124-U,M GREEN,Cocks Standard,0
124-U,PINK,Cocks Standard,0
124-U,WHITE,Cocks Standard,375
124-V,BURGUNDY,Cocks Standard,0
124-V,GREEN,Cocks Standard,0
124-V,IVORY,Cocks Standard,0
124-V,M GREEN,Cocks Standard,0
124-V,PINK,Cocks Standard,0
124-V,WHITE,Cocks Standard,0
124-W,IVORY,Cocks Standard,0
124-W,WHITE,Cocks Standard,1752
124-WS,IVORY,Cocks Standard,0
124-WS,WHITE,Cocks Standard,386
1241,BURGUNDY,Cocks Standard,0
1241,GREEN,Cocks Standard,0
1241,IVORY,Cocks Standard,490.67
1241,M GREEN,Cocks Standard,0
1241,PINK,Cocks Standard,0
1241,WHITE,Cocks Standard,0
1241-F,BURGUNDY,Cocks Standard,0
1241-F,GREEN,Cocks Standard,0
1241-F,IVORY,Cocks Standard,0
1241-F,M GREEN,Cocks Standard,0
1241-F,PINK,Cocks Standard,0
1241-F,WHITE,Cocks Standard,0
125-O,BURGUNDY,Cocks Standard,0
125-O,GREEN,Cocks Standard,0
125-O,IVORY,Cocks Standard,3019.33
125-O,M GREEN,Cocks Standard,0
125-O,PINK,Cocks Standard,0
125-O,WHITE,Cocks Standard,887
125-S,IVORY,Cocks Standard,105
125-S,WHITE,Cocks Standard,0
125-WS,IVORY,Cocks Standard,0
125-WS,WHITE,Cocks Standard,170
127,BURGUNDY,Cocks Standard,0
127,GREEN,Cocks Standard,0
127,IVORY,Cocks Standard,2142.67
127,M GREEN,Cocks Standard,0
127,PINK,Cocks Standard,0
127,WHITE,Cocks Standard,3720.33
127-7E,,Cocks Standard,0
127-A,WHITE,Cocks Standard,0
127-AB,,Cocks Standard,0
127-AP,IVORY,Cocks Standard,0
127-AP,WHITE,Cocks Standard,0
127-AS,IVORY,Cocks Standard,121
127-AS,WHITE,Cocks Standard,0
127-B,BURGUNDY,Cocks Standard,0
127-B,GREEN,Cocks Standard,0
127-B,IVORY,Cocks Standard,60
127-B,M GREEN,Cocks Standard,0
127-B,PINK,Cocks Standard,0
127-B,WHITE,Cocks Standard,0
127-C,BURGUNDY,Cocks Standard,0
127-C,GREEN,Cocks Standard,0
127-C,IVORY,Cocks Standard,0
127-C,M GREEN,Cocks Standard,0
127-C,PINK,Cocks Standard,0
127-C,WHITE,Cocks Standard,1559
127-D,WHITE,Cocks Standard,29
127-DB,BLACK,Cocks Standard,308
127-DG,,Cocks Standard,0
127-DP,PEACH,Cocks Standard,0
127-DR,R BLUE,Cocks Standard,0
127-DW,,Cocks Standard,33
127-E,BURGUNDY,Cocks Standard,0
127-E,GREEN,Cocks Standard,0
127-E,IVORY,Cocks Standard,0
127-E,M GREEN,Cocks Standard,0
127-E,PINK,Cocks Standard,0
127-E,WHITE,Cocks Standard,0
127-EB,IVORY,Cocks Standard,0
127-EB,WHITE,Cocks Standard,428
127-H,BURGUNDY,Cocks Standard,0
127-H,GREEN,Cocks Standard,0
127-H,IVORY,Cocks Standard,0
127-H,M GREEN,Cocks Standard,0
127-H,PINK,Cocks Standard,0
127-H,WHITE,Cocks Standard,0
127-K,WHITE,Cocks Standard,1202
127-LS,WHITE,Cocks Standard,0
127-LSB,BLUE,Cocks Standard,375
127-O,BURGUNDY,Cocks Standard,0
127-O,GREEN,Cocks Standard,0
127-O,IVORY,Cocks Standard,281
127-O,M GREEN,Cocks Standard,0
127-O,PINK,Cocks Standard,0
127-O,WHITE,Cocks Standard,698
127-P,BURGUNDY,Cocks Standard,0
127-P,GREEN,Cocks Standard,0
127-P,IVORY,Cocks Standard,0
127-P,M GREEN,Cocks Standard,0
127-P,PINK,Cocks Standard,0
127-P,WHITE,Cocks Standard,608
127-S,BURGUNDY,Cocks Standard,0
127-S,GREEN,Cocks Standard,0
127-S,IVORY,Cocks Standard,20
127-S,M GREEN,Cocks Standard,0
127-S,PINK,Cocks Standard,0
127-S,WHITE,Cocks Standard,0
127-V,BURGUNDY,Cocks Standard,0
127-V,GREEN,Cocks Standard,0
127-V,IVORY,Cocks Standard,0
127-V,M GREEN,Cocks Standard,0
127-V,PINK,Cocks Standard,0
127-V,WHITE,Cocks Standard,0
129,BLUE,Cocks Standard,0
129,BURGUNDY,Cocks Standard,0
129,GREEN,Cocks Standard,0
129,IVORY,Cocks Standard,16237.67
129,M GREEN,Cocks Standard,0
129,PINK,Cocks Standard,207
129,WHITE,Cocks Standard,7968
129-9E,,Cocks Standard,0
129-9U,,Cocks Standard,0
129-A,WHITE,Cocks Standard,95
129-AB,,Cocks Standard,0
129-AP,IVORY,Cocks Standard,0
129-AP,WHITE,Cocks Standard,0
129-AS,IVORY,Cocks Standard,891
129-AS,WHITE,Cocks Standard,80
129-B,BURGUNDY,Cocks Standard,0
129-B,GREEN,Cocks Standard,0
129-B,IVORY,Cocks Standard,0
129-B,M GREEN,Cocks Standard,0
129-B,PINK,Cocks Standard,0
129-B,WHITE,Cocks Standard,46
129-C,BURGUNDY,Cocks Standard,0
129-C,GREEN,Cocks Standard,0
129-C,IVORY,Cocks Standard,0
129-C,M GREEN,Cocks Standard,0
129-C,PINK,Cocks Standard,0
129-C,WHITE,Cocks Standard,1754
129-D,BURGUNDY,Cocks Standard,0
129-D,GREEN,Cocks Standard,0
129-D,IVORY,Cocks Standard,37
129-D,M GREEN,Cocks Standard,0
129-D,PINK,Cocks Standard,0
129-D,WHITE,Cocks Standard,104
129-DB,BLACK,Cocks Standard,117
129-E,BURGUNDY,Cocks Standard,0
129-E,GREEN,Cocks Standard,0
129-E,IVORY,Cocks Standard,0
129-E,M GREEN,Cocks Standard,0
129-E,PINK,Cocks Standard,0
129-E,WHITE,Cocks Standard,0
129-EB,IVORY,Cocks Standard,0
129-EB,WHITE,Cocks Standard,256
129-H,BURGUNDY,Cocks Standard,0
129-H,GREEN,Cocks Standard,0
129-H,IVORY,Cocks Standard,0
129-H,M GREEN,Cocks Standard,0
129-H,PINK,Cocks Standard,0
129-H,WHITE,Cocks Standard,0
129-I,IVORY,Cocks Standard,0
129-I,WHITE,Cocks Standard,0
129-K,WHITE,Cocks Standard,164
129-L,WHITE,Cocks Standard,0
129-LS,WHITE,Cocks Standard,1
129-LSB,BLUE,Cocks Standard,295
129-N,IVORY,Cocks Standard,0
129-N,WHITE,Cocks Standard,75
129-O,BURGUNDY,Cocks Standard,0
129-O,GREEN,Cocks Standard,0
129-O,IVORY,Cocks Standard,0
129-O,M GREEN,Cocks Standard,0
129-O,PINK,Cocks Standard,0
129-O,WHITE,Cocks Standard,307
129-P,BURGUNDY,Cocks Standard,0
129-P,GREEN,Cocks Standard,0
129-P,IVORY,Cocks Standard,35
129-P,M GREEN,Cocks Standard,0
129-P,PINK,Cocks Standard,0
129-P,WHITE,Cocks Standard,225
129-PR,,Cocks Standard,0
129-Q,BURGUNDY,Cocks Standard,0
129-Q,GREEN,Cocks Standard,0
129-Q,IVORY,Cocks Standard,0
129-Q,M GREEN,Cocks Standard,0
129-Q,PINK,Cocks Standard,0
129-Q,WHITE,Cocks Standard,0
129-QAB,,Cocks Standard,0
129-R,BURGUNDY,Cocks Standard,0
129-R,GREEN,Cocks Standard,0
129-R,IVORY,Cocks Standard,0
129-R,M GREEN,Cocks Standard,0
129-R,PINK,Cocks Standard,0
129-R,WHITE,Cocks Standard,6
129-RH,,Cocks Standard,0
129-S,BURGUNDY,Cocks Standard,0
129-S,GREEN,Cocks Standard,0
129-S,IVORY,Cocks Standard,235
129-S,M GREEN,Cocks Standard,0
129-S,PINK,Cocks Standard,0
129-S,WHITE,Cocks Standard,346
129-U,BURGUNDY,Cocks Standard,0
129-U,GREEN,Cocks Standard,0
129-U,IVORY,Cocks Standard,0
129-U,M GREEN,Cocks Standard,0
129-U,PINK,Cocks Standard,0
129-U,WHITE,Cocks Standard,9
129-V,BURGUNDY,Cocks Standard,0
129-V,GREEN,Cocks Standard,0
129-V,IVORY,Cocks Standard,0
129-V,M GREEN,Cocks Standard,0
129-V,PINK,Cocks Standard,0
129-V,WHITE,Cocks Standard,0
1291,BURGUNDY,Cocks Standard,0
1291,GREEN,Cocks Standard,0
1291,IVORY,Cocks Standard,0
1291,M GREEN,Cocks Standard,0
1291,PINK,Cocks Standard,0
1291,WHITE,Cocks Standard,75
129I,,Cocks Standard,0
129QW,,Cocks Standard,0
130,BLUE,Cocks Standard,0
130,BURGUNDY,Cocks Standard,0
130,GREEN,Cocks Standard,0
130,IVORY,Cocks Standard,4031
130,M GREEN,Cocks Standard,0
130,PINK,Cocks Standard,0
130,WHITE,Cocks Standard,6583.67
130-0E,,Cocks Standard,0
130-0U,,Cocks Standard,0
130-A,WHITE,Cocks Standard,0
130-AB,,Cocks Standard,0
130-AP,IVORY,Cocks Standard,0
130-AP,WHITE,Cocks Standard,0
130-AS,IVORY,Cocks Standard,373
130-AS,WHITE,Cocks Standard,71
130-B,BURGUNDY,Cocks Standard,0
130-B,GREEN,Cocks Standard,0
130-B,IVORY,Cocks Standard,22
130-B,M GREEN,Cocks Standard,0
130-B,PINK,Cocks Standard,0
130-B,WHITE,Cocks Standard,211
130-C,BURGUNDY,Cocks Standard,0
130-C,GREEN,Cocks Standard,0
130-C,IVORY,Cocks Standard,0
130-C,M GREEN,Cocks Standard,0
130-C,PINK,Cocks Standard,0
130-C,WHITE,Cocks Standard,115
130-D,BURGUNDY,Cocks Standard,0
130-D,GREEN,Cocks Standard,0
130-D,IVORY,Cocks Standard,70
130-D,M GREEN,Cocks Standard,0
130-D,PINK,Cocks Standard,0
130-D,WHITE,Cocks Standard,93
130-DB,BLACK,Cocks Standard,77
130-E,BURGUNDY,Cocks Standard,0
130-E,GREEN,Cocks Standard,0
130-E,IVORY,Cocks Standard,0
130-E,M GREEN,Cocks Standard,0
130-E,PINK,Cocks Standard,0
130-E,WHITE,Cocks Standard,534.33
130-EB,IVORY,Cocks Standard,0
130-EB,WHITE,Cocks Standard,619
130-H,BURGUNDY,Cocks Standard,0
130-H,GREEN,Cocks Standard,0
130-H,IVORY,Cocks Standard,0
130-H,M GREEN,Cocks Standard,0
130-H,PINK,Cocks Standard,0
130-H,WHITE,Cocks Standard,0
130-I,IVORY,Cocks Standard,0
130-I,WHITE,Cocks Standard,110
130-I N,,Cocks Standard,0
130-K,WHITE,Cocks Standard,0
130-L,WHITE,Cocks Standard,25
130-LS,WHITE,Cocks Standard,0
130-LSB,BLUE,Cocks Standard,238
130-N,IVORY,Cocks Standard,0
130-N,WHITE,Cocks Standard,168
130-O,BURGUNDY,Cocks Standard,0
130-O,GREEN,Cocks Standard,0
130-O,IVORY,Cocks Standard,0
130-O,M GREEN,Cocks Standard,0
130-O,PINK,Cocks Standard,0
130-O,WHITE,Cocks Standard,1618
130-P,BURGUNDY,Cocks Standard,0
130-P,GREEN,Cocks Standard,0
130-P,IVORY,Cocks Standard,0
130-P,M GREEN,Cocks Standard,0
130-P,PINK,Cocks Standard,0
130-P,WHITE,Cocks Standard,68
130-Q,BURGUNDY,Cocks Standard,0
130-Q,GREEN,Cocks Standard,0
130-Q,IVORY,Cocks Standard,303
130-Q,M GREEN,Cocks Standard,0
130-Q,PINK,Cocks Standard,0
130-Q,WHITE,Cocks Standard,236
130-QAB,,Cocks Standard,0
130-R,BURGUNDY,Cocks Standard,0
130-R,GREEN,Cocks Standard,0
130-R,IVORY,Cocks Standard,14
130-R,M GREEN,Cocks Standard,0
130-R,PINK,Cocks Standard,0
130-R,WHITE,Cocks Standard,0
130-S,BURGUNDY,Cocks Standard,0
130-S,GREEN,Cocks Standard,0
130-S,IVORY,Cocks Standard,138
130-S,M GREEN,Cocks Standard,0
130-S,PINK,Cocks Standard,0
130-S,WHITE,Cocks Standard,100
130-U,BURGUNDY,Cocks Standard,0
130-U,GREEN,Cocks Standard,0
130-U,IVORY,Cocks Standard,0
130-U,M GREEN,Cocks Standard,0
130-U,PINK,Cocks Standard,0
130-U,WHITE,Cocks Standard,264
130-V,BURGUNDY,Cocks Standard,0
130-V,GREEN,Cocks Standard,0
130-V,IVORY,Cocks Standard,0
130-V,M GREEN,Cocks Standard,0
130-V,PINK,Cocks Standard,0
130-V,WHITE,Cocks Standard,0
130C,,Cocks Standard,0
131,BURGUNDY,Cocks Standard,0
131,GREEN,Cocks Standard,0
131,IVORY,Cocks Standard,491.33
131,M GREEN,Cocks Standard,0
131,PINK,Cocks Standard,0
131,WHITE,Cocks Standard,1509
131-A,IVORY,Cocks Standard,0
131-A,WHITE,Cocks Standard,33
131-AB,,Cocks Standard,0
131-B,,Cocks Standard,0
131-C,BURGUNDY,Cocks Standard,0
131-C,GREEN,Cocks Standard,0
131-C,IVORY,Cocks Standard,0
131-C,M GREEN,Cocks Standard,0
131-C,PINK,Cocks Standard,0
131-C,WHITE,Cocks Standard,548
131-D,IVORY,Cocks Standard,58
131-DB,BLACK,Cocks Standard,83
131-DG,,Cocks Standard,0
131-DP,PEACH,Cocks Standard,20
131-DR,R BLUE,Cocks Standard,44
131-DW,,Cocks Standard,10
131-F,,Cocks Standard,0
131-G,,Cocks Standard,0
131-H,BURGUNDY,Cocks Standard,0
131-H,GREEN,Cocks Standard,0
131-H,IVORY,Cocks Standard,0
131-H,M GREEN,Cocks Standard,0
131-H,PINK,Cocks Standard,0
131-H,WHITE,Cocks Standard,171
131-I,IVORY,Cocks Standard,0
131-I,WHITE,Cocks Standard,0
131-K,WHITE,Cocks Standard,0
131-L,WHITE,Cocks Standard,0
131-LS,WHITE,Cocks Standard,0
131-LSB,BLUE,Cocks Standard,341
131-N,BURGUNDY,Cocks Standard,0
131-N,GREEN,Cocks Standard,0
131-N,IVORY,Cocks Standard,657
131-N,M GREEN,Cocks Standard,0
131-N,PINK,Cocks Standard,0
131-N,WHITE,Cocks Standard,215
131-NP,BURGUNDY,Cocks Standard,0
131-NP,GREEN,Cocks Standard,0
131-NP,IVORY,Cocks Standard,0
131-NP,M GREEN,Cocks Standard,0
131-NP,PINK,Cocks Standard,0
131-NP,WHITE,Cocks Standard,0
131-O,BURGUNDY,Cocks Standard,0
131-O,GREEN,Cocks Standard,0
131-O,IVORY,Cocks Standard,0
131-O,M GREEN,Cocks Standard,0
131-O,PINK,Cocks Standard,0
131-O,WHITE,Cocks Standard,0
131-P,BURGUNDY,Cocks Standard,0
131-P,GREEN,Cocks Standard,0
131-P,IVORY,Cocks Standard,0
131-P,M GREEN,Cocks Standard,0
131-P,PINK,Cocks Standard,0
131-P,WHITE,Cocks Standard,180
131-PR,,Cocks Standard,0
131-S,,Cocks Standard,0
131-W,,Cocks Standard,0
1311,BURGUNDY,Cocks Standard,0
1311,GREEN,Cocks Standard,0
1311,IVORY,Cocks Standard,134
1311,M GREEN,Cocks Standard,0
1311,PINK,Cocks Standard,0
1311,WHITE,Cocks Standard,168
1311-C,BURGUNDY,Cocks Standard,0
1311-C,GREEN,Cocks Standard,0
1311-C,IVORY,Cocks Standard,0
1311-C,M GREEN,Cocks Standard,0
1311-C,PINK,Cocks Standard,0
1311-C,WHITE,Cocks Standard,1012.33
1311-H,BURGUNDY,Cocks Standard,0
1311-H,GREEN,Cocks Standard,0
1311-H,IVORY,Cocks Standard,0
1311-H,M GREEN,Cocks Standard,0
1311-H,PINK,Cocks Standard,0
1311-H,WHITE,Cocks Standard,0
1311-K,WHITE,Cocks Standard,146
1311-N,BURGUNDY,Cocks Standard,0
1311-N,GREEN,Cocks Standard,0
1311-N,IVORY,Cocks Standard,0
1311-N,M GREEN,Cocks Standard,0
1311-N,PINK,Cocks Standard,0
1311-N,WHITE,Cocks Standard,0
1311-W,,Cocks Standard,0
132,BURGUNDY,Cocks Standard,0
132,GREEN,Cocks Standard,0
132,IVORY,Cocks Standard,2662
132,M GREEN,Cocks Standard,0
132,PINK,Cocks Standard,0
132,WHITE,Cocks Standard,1655.67
132-2E,,Cocks Standard,0
132-2U,,Cocks Standard,0
132-A,IVORY,Cocks Standard,0
132-A,WHITE,Cocks Standard,0
132-AB,,Cocks Standard,0
132-AP,IVORY,Cocks Standard,0
132-AP,WHITE,Cocks Standard,0
132-AS,IVORY,Cocks Standard,15.33
132-AS,WHITE,Cocks Standard,23
132-B,BURGUNDY,Cocks Standard,0
132-B,GREEN,Cocks Standard,0
132-B,IVORY,Cocks Standard,0
132-B,M GREEN,Cocks Standard,0
132-B,PINK,Cocks Standard,0
132-B,WHITE,Cocks Standard,91.33
132-C,BURGUNDY,Cocks Standard,0
132-C,GREEN,Cocks Standard,0
132-C,IVORY,Cocks Standard,0
132-C,M GREEN,Cocks Standard,0
132-C,PINK,Cocks Standard,0
132-C,WHITE,Cocks Standard,1207.33
132-D,BURGUNDY,Cocks Standard,0
132-D,GREEN,Cocks Standard,0
132-D,IVORY,Cocks Standard,0
132-D,M GREEN,Cocks Standard,0
132-D,PINK,Cocks Standard,0
132-D,WHITE,Cocks Standard,0
132-DB,BLACK,Cocks Standard,0
132-E,BURGUNDY,Cocks Standard,0
132-E,GREEN,Cocks Standard,0
132-E,IVORY,Cocks Standard,0
132-E,M GREEN,Cocks Standard,0
132-E,PINK,Cocks Standard,0
132-E,WHITE,Cocks Standard,0
132-EB,WHITE,Cocks Standard,220
132-H,BURGUNDY,Cocks Standard,562.67
132-H,IVORY,Cocks Standard,34.33
132-H,PINK,Cocks Standard,0
132-H,WHITE,Cocks Standard,1151
132-I,IVORY,Cocks Standard,0
132-I,WHITE,Cocks Standard,0
132-K,WHITE,Cocks Standard,815.33
132-L,IVORY,Cocks Standard,0
132-L,WHITE,Cocks Standard,0.67
132-LS,WHITE,Cocks Standard,0
132-LSB,BLUE,Cocks Standard,252
132-LST,,Cocks Standard,0
132-LSTB,BLUE,Cocks Standard,237
132-N,IVORY,Cocks Standard,0
132-N,WHITE,Cocks Standard,67.33
132-O,BURGUNDY,Cocks Standard,0
132-O,GREEN,Cocks Standard,0
132-O,IVORY,Cocks Standard,0
132-O,M GREEN,Cocks Standard,0
132-O,PINK,Cocks Standard,0
132-O,WHITE,Cocks Standard,536
132-OT,BURGUNDY,Cocks Standard,0
132-OT,GREEN,Cocks Standard,0
132-OT,IVORY,Cocks Standard,69
132-OT,M GREEN,Cocks Standard,0
132-OT,PINK,Cocks Standard,0
132-OT,WHITE,Cocks Standard,296
132-P,BURGUNDY,Cocks Standard,0
132-P,GREEN,Cocks Standard,0
132-P,IVORY,Cocks Standard,52
132-P,M GREEN,Cocks Standard,0
132-P,PINK,Cocks Standard,0
132-P,WHITE,Cocks Standard,0
132-PR,,Cocks Standard,0
132-Q,BURGUNDY,Cocks Standard,0
132-Q,GREEN,Cocks Standard,0
132-Q,IVORY,Cocks Standard,44
132-Q,M GREEN,Cocks Standard,0
132-Q,PINK,Cocks Standard,0
132-Q,WHITE,Cocks Standard,0
132-QAB,,Cocks Standard,0
132-R,BURGUNDY,Cocks Standard,0
132-R,GREEN,Cocks Standard,0
132-R,IVORY,Cocks Standard,0
132-R,M GREEN,Cocks Standard,0
132-R,PINK,Cocks Standard,0
132-R,WHITE,Cocks Standard,41.67
132-S,BURGUNDY,Cocks Standard,0
132-S,GREEN,Cocks Standard,0
132-S,IVORY,Cocks Standard,239.67
132-S,M GREEN,Cocks Standard,0
132-S,PINK,Cocks Standard,0
132-S,WHITE,Cocks Standard,214.33
132-T,BURGUNDY,Cocks Standard,0
132-T,GREEN,Cocks Standard,0
132-T,IVORY,Cocks Standard,4197
132-T,M GREEN,Cocks Standard,0
132-T,PINK,Cocks Standard,0
132-T,WHITE,Cocks Standard,1902.67
132-U,BURGUNDY,Cocks Standard,0
132-U,GREEN,Cocks Standard,0
132-U,IVORY,Cocks Standard,0
132-U,M GREEN,Cocks Standard,0
132-U,PINK,Cocks Standard,0
132-U,WHITE,Cocks Standard,112.67
132-V,BURGUNDY,Cocks Standard,0
132-V,GREEN,Cocks Standard,0
132-V,IVORY,Cocks Standard,0
132-V,M GREEN,Cocks Standard,0
132-V,PINK,Cocks Standard,0
132-V,WHITE,Cocks Standard,0
1321,BURGUNDY,Cocks Standard,0
1321,GREEN,Cocks Standard,0
1321,IVORY,Cocks Standard,193.33
1321,M GREEN,Cocks Standard,0
1321,PINK,Cocks Standard,0
1321,WHITE,Cocks Standard,46.33
1322,,Cocks Standard,0
1322-A,,Cocks Standard,0
1322-AP,IVORY,Cocks Standard,0
1322-AP,WHITE,Cocks Standard,0
1322-AS,IVORY,Cocks Standard,543
1322-AS,WHITE,Cocks Standard,0
1322-B,BURGUNDY,Cocks Standard,0
1322-B,GREEN,Cocks Standard,0
1322-B,IVORY,Cocks Standard,0
1322-B,M GREEN,Cocks Standard,0
1322-B,PINK,Cocks Standard,0
1322-B,WHITE,Cocks Standard,0
1322-D,IVORY,Cocks Standard,12
1322-D,WHITE,Cocks Standard,24
1322-DB,BLACK,Cocks Standard,111
1322-EB,IVORY,Cocks Standard,0
1322-EB,WHITE,Cocks Standard,195
1322-S,BURGUNDY,Cocks Standard,0
1322-S,GREEN,Cocks Standard,0
1322-S,IVORY,Cocks Standard,172
1322-S,M GREEN,Cocks Standard,0
1322-S,PINK,Cocks Standard,0
1322-S,WHITE,Cocks Standard,309
1322-V,BURGUNDY,Cocks Standard,0
1322-V,GREEN,Cocks Standard,0
1322-V,IVORY,Cocks Standard,0
1322-V,M GREEN,Cocks Standard,0
1322-V,PINK,Cocks Standard,0
1322-V,WHITE,Cocks Standard,0
1323,BURGUNDY,Cocks Standard,0
1323,GREEN,Cocks Standard,0
1323,IVORY,Cocks Standard,1667
1323,M GREEN,Cocks Standard,0
1323,PINK,Cocks Standard,0
1323,WHITE,Cocks Standard,59
132I,,Cocks Standard,0
132T,,Cocks Standard,0
133,,Cocks Standard,0
133-3E,,Cocks Standard,0
133-3U,,Cocks Standard,0
133-A,WHITE,Cocks Standard,0
133-AB,,Cocks Standard,0
133-AP,IVORY,Cocks Standard,0
133-AP,WHITE,Cocks Standard,0
133-AS,IVORY,Cocks Standard,0
133-AS,WHITE,Cocks Standard,0
133-B,BURGUNDY,Cocks Standard,0
133-B,GREEN,Cocks Standard,0
133-B,IVORY,Cocks Standard,0
133-B,M GREEN,Cocks Standard,0
133-B,PINK,Cocks Standard,0
133-B,WHITE,Cocks Standard,0
133-C,BURGUNDY,Cocks Standard,0
133-C,GREEN,Cocks Standard,0
133-C,IVORY,Cocks Standard,0
133-C,M GREEN,Cocks Standard,0
133-C,PINK,Cocks Standard,0
133-C,WHITE,Cocks Standard,424.33
133-D,BURGUNDY,Cocks Standard,0
133-D,GREEN,Cocks Standard,0
133-D,IVORY,Cocks Standard,0
133-D,M GREEN,Cocks Standard,0
133-D,PINK,Cocks Standard,0
133-D,WHITE,Cocks Standard,21
133-DB,BLACK,Cocks Standard,158
133-E,BURGUNDY,Cocks Standard,0
133-E,GREEN,Cocks Standard,0
133-E,IVORY,Cocks Standard,0
133-E,M GREEN,Cocks Standard,0
133-E,PINK,Cocks Standard,0
133-E,WHITE,Cocks Standard,0
133-EB,WHITE,Cocks Standard,56.67
133-H,BURGUNDY,Cocks Standard,0
133-H,GREEN,Cocks Standard,0
133-H,IVORY,Cocks Standard,0
133-H,M GREEN,Cocks Standard,0
133-H,PINK,Cocks Standard,0
133-H,WHITE,Cocks Standard,0
133-I,IVORY,Cocks Standard,0
133-I,WHITE,Cocks Standard,0
133-K,WHITE,Cocks Standard,55.67
133-L,WHITE,Cocks Standard,0
133-LS,,Cocks Standard,0
133-LSB,BLUE,Cocks Standard,312
133-N,IVORY,Cocks Standard,0
133-N,WHITE,Cocks Standard,116
133-NEW,BURGUNDY,Cocks Standard,0
133-NEW,GREEN,Cocks Standard,0
133-NEW,IVORY,Cocks Standard,136
133-NEW,M GREEN,Cocks Standard,0
133-NEW,PINK,Cocks Standard,0
133-NEW,WHITE,Cocks Standard,0
133-O,BURGUNDY,Cocks Standard,0
133-O,GREEN,Cocks Standard,0
133-O,IVORY,Cocks Standard,0
133-O,M GREEN,Cocks Standard,0
133-O,PINK,Cocks Standard,0
133-O,WHITE,Cocks Standard,193
133-P,BURGUNDY,Cocks Standard,0
133-P,GREEN,Cocks Standard,0
133-P,IVORY,Cocks Standard,0
133-P,M GREEN,Cocks Standard,0
133-P,PINK,Cocks Standard,0
133-P,WHITE,Cocks Standard,16.67
133-Q,BURGUNDY,Cocks Standard,0
133-Q,GREEN,Cocks Standard,0
133-Q,IVORY,Cocks Standard,0
133-Q,M GREEN,Cocks Standard,0
133-Q,PINK,Cocks Standard,0
133-Q,WHITE,Cocks Standard,0
133-QAB,,Cocks Standard,4.33
133-R,BURGUNDY,Cocks Standard,0
133-R,GREEN,Cocks Standard,0
133-R,IVORY,Cocks Standard,0
133-R,M GREEN,Cocks Standard,0
133-R,PINK,Cocks Standard,0
133-R,WHITE,Cocks Standard,0
133-S,BURGUNDY,Cocks Standard,0
133-S,GREEN,Cocks Standard,0
133-S,IVORY,Cocks Standard,0
133-S,M GREEN,Cocks Standard,0
133-S,PINK,Cocks Standard,0
133-S,WHITE,Cocks Standard,89.67
133-U,BURGUNDY,Cocks Standard,0
133-U,GREEN,Cocks Standard,0
133-U,IVORY,Cocks Standard,0
133-U,M GREEN,Cocks Standard,0
133-U,PINK,Cocks Standard,0
133-U,WHITE,Cocks Standard,26.67
133-V,BURGUNDY,Cocks Standard,0
133-V,GREEN,Cocks Standard,0
133-V,IVORY,Cocks Standard,0
133-V,M GREEN,Cocks Standard,0
133-V,PINK,Cocks Standard,0
133-V,WHITE,Cocks Standard,0
1331,,Cocks Standard,0
1332,BURGUNDY,Cocks Standard,0
1332,GREEN,Cocks Standard,0
1332,IVORY,Cocks Standard,0
1332,M GREEN,Cocks Standard,0
1332,PINK,Cocks Standard,0
1332,WHITE,Cocks Standard,0
133C-NEW,,Cocks Standard,0
133NEW,,Cocks Standard,0
134,BURGUNDY,Cocks Standard,0
134,GREEN,Cocks Standard,0
134,IVORY,Cocks Standard,42.67
134,M GREEN,Cocks Standard,0
134,PINK,Cocks Standard,0
134,WHITE,Cocks Standard,146.33
134-A,WHITE,Cocks Standard,0
134-AB,,Cocks Standard,0
134-AP,IVORY,Cocks Standard,0
134-AS,,Cocks Standard,0
134-B,IVORY,Cocks Standard,0
134-B,WHITE,Cocks Standard,32.67
134-C,BURGUNDY,Cocks Standard,0
134-C,GREEN,Cocks Standard,0
134-C,IVORY,Cocks Standard,0
134-C,M GREEN,Cocks Standard,0
134-C,PINK,Cocks Standard,0
134-C,WHITE,Cocks Standard,19.67
134-D,IVORY,Cocks Standard,0
134-D,WHITE,Cocks Standard,4
134-DB,BLACK,Cocks Standard,61.33
134-E,,Cocks Standard,0
134-EB,,Cocks Standard,4.33
134-H,BURGUNDY,Cocks Standard,0
134-H,GREEN,Cocks Standard,0
134-H,IVORY,Cocks Standard,0
134-H,M GREEN,Cocks Standard,0
134-H,PINK,Cocks Standard,0
134-H,WHITE,Cocks Standard,0
134-K,WHITE,Cocks Standard,0
134-LS,,Cocks Standard,0
134-LSB,BLUE,Cocks Standard,0
134-O,BURGUNDY,Cocks Standard,0
134-O,GREEN,Cocks Standard,0
134-O,IVORY,Cocks Standard,4.33
134-O,M GREEN,Cocks Standard,0
