source_tab,source_row,SO NO,SO Date,PARTY NAME,State,PO No.,Item Group,Item Code,Item Name,COLOR,COLUOR,Size,Description,So Qty,Rate,So Amount,Inv. Qty,Bal. Qty,Bal. Value,Stock Qty,1,2,3,4,SEGMENT,STATE HEAD,STATE,STATE HEAD B,STATE HEAD  A
report,688,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 25MM,,,,,,,,12,,12,10894,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,689,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-TO,GARDEN PIPE TRANSPARENT ORANGE PLAIN 30 MTRS 25MM,,,,,,,,12,,12,10894,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,690,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-TB,GARDEN PIPE TRANSPARENT BLUE PLAIN 30 MTRS 25MM,,,,,,,,6,,6,5447,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,691,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-MW,GARDEN PIPE MILKY WHITE PLAIN 30 MTRS 25MM,,,,,,,,6,,6,5447,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,692,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-MO,GARDEN PIPE MILKY ORANGE PLAIN 30 MTRS 25MM,,,,,,,,12,,12,10894,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,693,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-MG,GARDEN PIPE MILKY GREEN PLAIN 30 MTRS 25MM,,,,,,,,6,,6,5447,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,694,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-364-TG,GARDEN PIPE TRANSPARENT GREEN PLAIN 30 MTRS 25MM,,,,,,,,12,,12,10894,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,695,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-346-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 20MM,,,,,,,,8,,8,5320,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,696,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-346-MO,GARDEN PIPE MILKY ORANGE PLAIN 30 MTRS 20MM,,,,,,,,8,,8,5320,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,697,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-345-MG,GARDEN PIPE MILKY GREEN PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,5508,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,698,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-345-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,5508,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,699,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-345-TO,GARDEN PIPE TRANSPART ORANG PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,5508,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,700,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-345-MO,GARDEN PIPE MILKY ORANGE PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,5508,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,701,32600373,17-Aug-2026,URMILA SALES CORPORATION,,,GP-367-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 32MM,,,,,,,,4,,4,5568,,,,,,GARDEN PIPE,RIZVI JI,UP ( R ),GARDEN PIPERIZVI JIUP ( R ),RIZVI JI
report,702,22600893,17-Aug-2026,SHRI LAXMI TRADERS (MH),,,S3,CPVC SOLVENT CEMENT 59 ML TIN,,,,,,,,288,,288,12753,,,,,,CPVC,LALAN,MAHARASTRA L,CPVCLALANMAHARASTRA L,LALAN
report,703,22600893,17-Aug-2026,SHRI LAXMI TRADERS (MH),,,S4,CPVC SOLVENT -118ML-TIN,,,,,,,,288,,288,21018,,,,,,CPVC,LALAN,MAHARASTRA L,CPVCLALANMAHARASTRA L,LALAN
report,704,12602886,18-Aug-2026,PROGRESSIVE MARKETING (Bhopal),,,H821-D,HAND MADE SINGLE BOWL SINK,,,,,,,,12,,12,34799,,,,,,SINK,RIZVI JI,MP,SINKRIZVI JIMP,RIZVI JI
report,705,12602894,18-Aug-2026,DAS ENTERPRISE,,,H817-D,HAND MADE SINGLE BOWL SINK,,,,,,,,12,,12,29836,,,,,,SINK,SANDEEP JI,W-BENGAL,SINKSANDEEP JIW-BENGAL,SANDEEP JI
report,706,12602894,18-Aug-2026,DAS ENTERPRISE,,,H821-D,HAND MADE SINGLE BOWL SINK,,,,,,,,16,,16,46398,,,,,,SINK,SANDEEP JI,W-BENGAL,SINKSANDEEP JIW-BENGAL,SANDEEP JI
report,707,12602894,18-Aug-2026,DAS ENTERPRISE,,,818-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 510X430X203 MM,B/D,,,,,,,16,,16,19928,,,,,,SINK,SANDEEP JI,W-BENGAL,SINKSANDEEP JIW-BENGAL,SANDEEP JI
report,708,12602894,18-Aug-2026,DAS ENTERPRISE,,,816-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 460X406X203 MM,B/D,,,,,,,16,,16,18725,,,,,,SINK,SANDEEP JI,W-BENGAL,SINKSANDEEP JIW-BENGAL,SANDEEP JI
report,709,12602894,18-Aug-2026,DAS ENTERPRISE,,,824-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X203 MM,B/D,,,,,,,8,,8,11844,,,,,,SINK,SANDEEP JI,W-BENGAL,SINKSANDEEP JIW-BENGAL,SANDEEP JI
report,710,12602895,18-Aug-2026,STRUCTOS,,,H852-DD,HAND MADE DOUBLE BOWL SINK 1142X508X229 MM,,,,,,,,4,,4,29554,,,,,,SINK,SULINDER PAL,Himachal Pradesh,SINKSULINDER PALHimachal Pradesh,SULINDER PAL
report,711,12602895,18-Aug-2026,STRUCTOS,,,H852-D,HAND MADE DOUBLE BOWL SINK,,,,,,,,4,,4,25098,,,,,,SINK,SULINDER PAL,Himachal Pradesh,SINKSULINDER PALHimachal Pradesh,SULINDER PAL
report,712,12602901,18-Aug-2026,MAHAMAYA ENTERPRISES (KARNATAKA),,,H821-D,HAND MADE SINGLE BOWL SINK,,,,,,,,12,,12,37346,,,,,,SINK,BIJJU,Karnataka (B),SINKBIJJUKarnataka (B),BIJJU
report,713,22600895,18-Aug-2026,GAYA TRADERS,,,CH80,LONG CONCEALED VALVE VIVA QUARTER TURN 20 MM,,,,,,,,16,,16,8986,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,714,22600895,18-Aug-2026,GAYA TRADERS,,,CH72,LONG CONCEALED VALVE TRIANGULER QUARTER TURN 20 MM,,,,,,,,16,,16,8986,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,715,12602908,18-Aug-2026,HANSVINI ENTERPRISES (DELHI),,,CPG-01,Gun Metal Gate Valve 15 mm,,,,,,,,5,,5,2988,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,716,12602908,18-Aug-2026,HANSVINI ENTERPRISES (DELHI),,,CPG-02,Gun Metal Gate Valve 20 mm,,,,,,,,10,,10,8136,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,717,12602908,18-Aug-2026,HANSVINI ENTERPRISES (DELHI),,,CPG-03,Gun Metal Gate Valve 25 mm,,,,,,,,15,,15,17982,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,718,12602909,19-Aug-2026,SURESH BIHARI & CO (LUCKNOW),,,PD-3IN-ON-OFF-N,3 IN LET BODY FORGED,,,,,,,,5,,5,10132,,,,,,C P,RIZVI JI,UP ( R ),C PRIZVI JIUP ( R ),RIZVI JI
report,719,12602915,19-Aug-2026,SUPPLYIFY SOLUTIONS,,,PFT-21,SQUARE TRAP- 150 X 150 MM,,,,,,,,41,,41,5933,,,,,,FLOOR TRAP,GEM,GEM,FLOOR TRAPGEMGEM,GEM
report,720,12602922,19-Aug-2026,NEW RAVI TRADING CO. (KANPUR),,,BEA-46,CORNER GLASS SHELF,,,,,,,,60,,60,30636,,,,,,CP ACCESSORIES,RIZVI JI,UP ( R ),CP ACCESSORIESRIZVI JIUP ( R ),RIZVI JI
report,721,12602924,19-Aug-2026,OM SALES (RAJKOT),,,131-D,"Pillar Cock 12"" Tall Height with Flange",WHITE,,,,,,,12,,12,3100,,,,,,PTMT,SUNIL PATEL,Gujarat,PTMTSUNIL PATELGujarat,SUNIL PATEL
report,722,12602930,19-Aug-2026,PROGRESSIVE MARKETING (Bhopal),,,816-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 460X406X203 MM,B/D,,,,,,,32,,32,37450,,,,,,SINK,RIZVI JI,MP,SINKRIZVI JIMP,RIZVI JI
report,723,12602934,19-Aug-2026,LOHIA & SONS (GHAZIABAD),,,924XD,S.S. SINK SINGLE BOWL GLOSS FINISH BRONZE 610X460X229 MM,B/D,,,,,,,25,,25,52288,,,,,,SINK,ANANT SINGH,UP ( A ),SINKANANT SINGHUP ( A ),ANANT SINGH
report,724,12602941,19-Aug-2026,BALA JI TRADERS (Bareily),,,557-F,BATHROOM MIRROR CABINET WITHOUT MIRROR 450 X 350 MM,WHITE,,,,,,,4,,4,5856,,,,,,CABINET,RIZVI JI,UP ( R ),CABINETRIZVI JIUP ( R ),RIZVI JI
report,725,12602953,19-Aug-2026,DAS ENTERPRISE,,,H817-D,HAND MADE SINGLE BOWL SINK,,,,,,,,8,,8,19890,,,,,,SINK,SANDEEP JI,W-BENGAL,SINKSANDEEP JIW-BENGAL,SANDEEP JI
report,726,12602954,19-Aug-2026,MAHABIR SALES CORPORATION,,,CWP-02,CORRUGATED PIPE HEAVY,PINK,,,,,,,24,,24,8913,,,,,,WASTE PIPE,SANDEEP JI,W-BENGAL,WASTE PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,727,12602954,19-Aug-2026,MAHABIR SALES CORPORATION,,,CWP-02,CORRUGATED PIPE HEAVY,BLUE,,,,,,,24,,24,8913,,,,,,WASTE PIPE,SANDEEP JI,W-BENGAL,WASTE PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,728,12602956,19-Aug-2026,DIVYA ENTERPRISES,,,1374-SF,2 in 1 Telephonic Wall Mixer with Crutch & Hand Shower with 1.5 Mtr Tube,WHITE,,,,,,,1,,1,906,,,,,,PTMT,RIZVI JI,MP,PTMTRIZVI JIMP,RIZVI JI
report,729,12602956,19-Aug-2026,DIVYA ENTERPRISES,,,824-DM,S.S. SINK SINGLE BOWL MATT FINISH OVAL 610X460X203 MM,B/D,,,,,,,24,,24,35532,,,,,,SINK,RIZVI JI,MP,SINKRIZVI JIMP,RIZVI JI
report,730,12602956,19-Aug-2026,DIVYA ENTERPRISES,,,816-DM,S.S. SINK SINGLE BOWL MATT FINISH OVAL 460X406X203 MM,B/D,,,,,,,16,,16,18725,,,,,,SINK,RIZVI JI,MP,SINKRIZVI JIMP,RIZVI JI
report,731,12602961,20-Aug-2026,RANJAN KUMAR RAO ENTERPRISES,,,1179,"O.H. Shower Square (5"") with Arm & Flange (1178+1841)",WHITE,,,,,,,20,,20,5605,,,,,,PTMT,SANDEEP JI,BIHAR,PTMTSANDEEP JIBIHAR,SANDEEP JI
report,732,12602962,20-Aug-2026,A B HOME DECORE (UP),,,824-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X203 MM,B/D,,,,,,,8,,8,11844,,,,,,SINK,RIZVI JI,UP ( R ),SINKRIZVI JIUP ( R ),RIZVI JI
report,733,12602963,20-Aug-2026,OM SALES (RAJKOT),,,P-448,S.S. KITCHEN PLATE RACK 786X914X254 MM,,,,,,,,1,,1,3535,,,,,,PLATE RACK,SUNIL PATEL,Gujarat,PLATE RACKSUNIL PATELGujarat,SUNIL PATEL
report,734,12602966,20-Aug-2026,DEVANSHI ENTERPRISES (Prayagraj),,,H821-DD,HAND MADE SINGLE BOWL SINK,,,,,,,,4,,4,15288,,,,,,SINK,RIZVI JI,UP ( R ),SINKRIZVI JIUP ( R ),RIZVI JI
report,735,12602966,20-Aug-2026,DEVANSHI ENTERPRISES (Prayagraj),,,H826-DD,HAND MADE SINGLE BOWL SINK,,,,,,,,4,,4,13374,,,,,,SINK,RIZVI JI,UP ( R ),SINKRIZVI JIUP ( R ),RIZVI JI
report,736,12602966,20-Aug-2026,DEVANSHI ENTERPRISES (Prayagraj),,,H817-DD,HAND MADE SINGLE BOWL SINK SOLITAIRE 406X460X229 MM,,,,,,,,4,,4,12834,,,,,,SINK,RIZVI JI,UP ( R ),SINKRIZVI JIUP ( R ),RIZVI JI
report,737,12602968,20-Aug-2026,PRADEEP TRADERS (U.P),,,5293-N,SINGLE LEVER 3 IN LET CONCEALED DIVERTER BATH SHOWER 46MM,,,,,,,,10,,10,32557,,,,,,C P,RIZVI JI,UP ( R ),C PRIZVI JIUP ( R ),RIZVI JI
report,738,12602969,20-Aug-2026,MAHADEV HARDWARE (AURANGABAD - BIHAR),,,824-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X203 MM,B/D,,,,,,,80,,80,118440,,,,,,SINK,SANDEEP JI,BIHAR,SINKSANDEEP JIBIHAR,SANDEEP JI
report,739,12602969,20-Aug-2026,MAHADEV HARDWARE (AURANGABAD - BIHAR),,,816-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 460X406X203 MM,B/D,,,,,,,16,,16,18725,,,,,,SINK,SANDEEP JI,BIHAR,SINKSANDEEP JIBIHAR,SANDEEP JI
report,740,12602970,20-Aug-2026,WAHID MARKETING (WADI),,,BEN-02,EXTENSION NIPPLE 25 MM,,,,,,,,600,,600,33564,,,,,,C P,RIZVI JI,MAHARASTRA R,C PRIZVI JIMAHARASTRA R,RIZVI JI
report,741,12602971,20-Aug-2026,R.R. PORWAL & SONS,,,GV-002,Gun Metal Gate Valve 20 MM,,,,,,,,10,,10,9527,,,,,,CP ACCESSORIES,LALAN,MAHARASTRA L,CP ACCESSORIESLALANMAHARASTRA L,LALAN
report,742,32600380,20-Aug-2026,VENKATESH TRADERS,,,GP-345-MW,GARDEN PIPE MILKY WHITE PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,5508,,,,,,GARDEN PIPE,LALAN,MAHARASTRA L,GARDEN PIPELALANMAHARASTRA L,LALAN
report,743,32600380,20-Aug-2026,VENKATESH TRADERS,,,GP-346-MW,GARDEN PIPE MILKY WHITE PLAIN 30 MTRS 20MM,,,,,,,,32,,32,21282,,,,,,GARDEN PIPE,LALAN,MAHARASTRA L,GARDEN PIPELALANMAHARASTRA L,LALAN
report,744,32600380,20-Aug-2026,VENKATESH TRADERS,,,GP-346-MG,GARDEN PIPE MILKY GREEN PLAIN 30 MTRS 20MM,,,,,,,,24,,24,15961,,,,,,GARDEN PIPE,LALAN,MAHARASTRA L,GARDEN PIPELALANMAHARASTRA L,LALAN
report,745,32600380,20-Aug-2026,VENKATESH TRADERS,,,GP-346-MO,GARDEN PIPE MILKY ORANGE PLAIN 30 MTRS 20MM,,,,,,,,24,,24,15961,,,,,,GARDEN PIPE,LALAN,MAHARASTRA L,GARDEN PIPELALANMAHARASTRA L,LALAN
report,746,32600380,20-Aug-2026,VENKATESH TRADERS,,,GP-364-MW,GARDEN PIPE MILKY WHITE PLAIN 30 MTRS 25MM,,,,,,,,6,,6,5447,,,,,,GARDEN PIPE,LALAN,MAHARASTRA L,GARDEN PIPELALANMAHARASTRA L,LALAN
report,747,12602973,20-Aug-2026,R.R. PORWAL & SONS,,,824-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X203 MM,B/D,,,,,,,72,,72,102060,,,,,,SINK,LALAN,MAHARASTRA L,SINKLALANMAHARASTRA L,LALAN
report,748,32600381,20-Aug-2026,AYUSH TRADING COMPANY (RJ),,,GP-346-TP,GARDEN PIPE TRANSPARNT PINK PLAIN 30 MTRS 20MM,,,,,,,,8,,8,5241,,,,,,GARDEN PIPE,NARENDRA SHARMA,Rajasthan (N),GARDEN PIPENARENDRA SHARMARajasthan (N),NARENDRA SHARMA
report,749,12602976,20-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,H821-D,HAND MADE SINGLE BOWL SINK,,,,,,,,20,,20,57998,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,750,12602976,20-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,924XD,S.S. SINK SINGLE BOWL GLOSS FINISH BRONZE 610X460X229 MM,B/D,,,,,,,15,,15,31373,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,751,12602976,20-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,824XD,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 610X460X229 MM,B/D,,,,,,,14,,14,21977,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,752,12602976,20-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,924-D,S.S. SINK SINGLE BOWL GLOSS FINISH BRONZE 610X460X203 MM,B/D,,,,,,,18,,18,36040,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,753,12602976,20-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,916-D,S.S. SINK SINGLE BOWL GLOSS FINISH BRONZE,B/D,,,,,,,10,,10,18095,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,754,12602976,20-Aug-2026,NATIONAL CASTING & METALS(RANCHI),,,PR-103,ANGLE COCK 15MM SS BODY ABS HANDLE BRASS INTERNEL FITTING,,,,,,,,100,,100,17043,,,,,,CP ACCESSORIES,SANDEEP JI,JHARKHAND,CP ACCESSORIESSANDEEP JIJHARKHAND,SANDEEP JI
report,755,22600902,20-Aug-2026,GOVIND HARDWARE STORE (MIRZAPUR),,,C274N,TANK CONNECTOR 32MM,,,,,,,,200,,200,10966,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,756,22600902,20-Aug-2026,GOVIND HARDWARE STORE (MIRZAPUR),,,C275N,TANK CONNECTOR 40MM,,,,,,,,150,,150,11004,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,757,22600902,20-Aug-2026,GOVIND HARDWARE STORE (MIRZAPUR),,,C276N,TANK CONNECTOR 50MM,,,,,,,,40,,40,5098,,,,,,CPVC,RIZVI JI,UP ( R ),CPVCRIZVI JIUP ( R ),RIZVI JI
report,758,22600904,20-Aug-2026,EXPO INCORPORATION,,,CH79,LONG CONCEALED VALVE SAGA QUARTER TURN 20 MM,,,,,,,,16,,16,7776,,,,,,CPVC,SUNIL PATEL,Gujarat,CPVCSUNIL PATELGujarat,SUNIL PATEL
report,759,12602983,20-Aug-2026,SRI TIRUPATI PIPE HOUSE (WB),,,345,P.V.C URINAL WASTE PIPE 50X800 MM,WHITE,,,,,,,100,,100,6688,,,,,,WASTE PIPE,GOVT,GOVT,WASTE PIPEGOVTGOVT,GOVT
report,760,12602983,20-Aug-2026,SRI TIRUPATI PIPE HOUSE (WB),,,721,SAGA TOILET SEAT COVER,WHITE,,,,,,,20,,20,6220,,,,,,SEAT COVER,GOVT,GOVT,SEAT COVERGOVTGOVT,GOVT
report,761,12602986,20-Aug-2026,ASHISH ENTERPRISES (DELHI),,,PSS-13,SINGLE BOWL,B/D,,,,,,,2,,2,3802,,,,,,SINK,GOVT,GOVT,SINKGOVTGOVT,GOVT
report,762,12602988,20-Aug-2026,ASHISH ENTERPRISES (DELHI),,,PSS-13,SINGLE BOWL,B/D,,,,,,,7,,7,13306,,,,,,SINK,GOVT,GOVT,SINKGOVTGOVT,GOVT
report,763,12602988,20-Aug-2026,ASHISH ENTERPRISES (DELHI),,,TTS-03,TEFLON THREAD SEAL 10 MTRS LENGTH 12 MM,IVORY,,,,,,,69,,69,966,,,,,,TEFELON TAPE,GOVT,GOVT,TEFELON TAPEGOVTGOVT,GOVT
report,764,12602988,20-Aug-2026,ASHISH ENTERPRISES (DELHI),,,PFT-26,SQUARE TRAP - 4 1/2 (114 MM),,,,,,,,38,,38,1532,,,,,,FLOOR TRAP,GOVT,GOVT,FLOOR TRAPGOVTGOVT,GOVT
report,765,12602988,20-Aug-2026,ASHISH ENTERPRISES (DELHI),,,CPOH-8,ABS OVERHEAD SHOWER 125MM ROUND WITH 225 ROUND SS ARM,,,,,,,,131,,131,74513,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,766,12602988,20-Aug-2026,ASHISH ENTERPRISES (DELHI),,,CPA-51,SS PAPER HOLDER CUBIX,,,,,,,,333,,333,87512,,,,,,CP ACCESSORIES,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT
report,767,22600907,20-Aug-2026,A.K JAISWAL & CO (DL),,,C273,TANK NIPPLE 25MM,,,,,,,,62,,62,2248,,,,,,CPVC,GOVT,GOVT,CPVCGOVTGOVT,GOVT
report,768,22600907,20-Aug-2026,A.K JAISWAL & CO (DL),,,C23,BALL VALVE 25MM,,,,,,,,34,,34,4126,,,,,,CPVC,GOVT,GOVT,CPVCGOVTGOVT,GOVT
report,769,22600907,20-Aug-2026,A.K JAISWAL & CO (DL),,,C33,UNION 25MM,,,,,,,,34,,34,1459,,,,,,CPVC,GOVT,GOVT,CPVCGOVTGOVT,GOVT
report,770,12602993,20-Aug-2026,BASUKI COMMOTRADE PVT. LTD.( JAMSHEDPUR),,,PR-103,ANGLE COCK 15MM SS BODY ABS HANDLE BRASS INTERNEL FITTING,,,,,,,,50,,50,8522,,,,,,CP ACCESSORIES,SANDEEP JI,JHARKHAND,CP ACCESSORIESSANDEEP JIJHARKHAND,SANDEEP JI
report,771,12602993,20-Aug-2026,BASUKI COMMOTRADE PVT. LTD.( JAMSHEDPUR),,,818-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 510X430X203 MM,B/D,,,,,,,24,,24,29892,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,772,12602993,20-Aug-2026,BASUKI COMMOTRADE PVT. LTD.( JAMSHEDPUR),,,816-D,S.S. SINK SINGLE BOWL GLOSS FINISH OVAL 460X406X203 MM,B/D,,,,,,,16,,16,18725,,,,,,SINK,SANDEEP JI,JHARKHAND,SINKSANDEEP JIJHARKHAND,SANDEEP JI
report,773,72600384,20-Aug-2026,DAS ENTERPRISE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,YELLOW,,,,,,,4,,4,9399,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,774,12602997,20-Aug-2026,C.K. TRADING CO.,,,5393-N,SINGLE LEVER 3 IN LET CONCEALED DIVERTER BATH SHOWER 46MM,,,,,,,,16,,16,49021,,,,,,C P,RIZVI JI,UP ( R ),C PRIZVI JIUP ( R ),RIZVI JI
report,775,12602999,20-Aug-2026,JAI DURGA HARDWARE STORE,,,BEN-02,EXTENSION NIPPLE 25 MM,,,,,,,,300,,300,16782,,,,,,C P,NASIR HUSAIN,JAMMU,C PNASIR HUSAINJAMMU,NASIR HUSAIN
report,776,22600910,20-Aug-2026,JAI DURGA HARDWARE STORE,,,MHC-02,MANHOLE COVER 300 X 300,,,,,,,,1,,1,365,,,,,,SANITARYWARE,NASIR HUSAIN,JAMMU,SANITARYWARENASIR HUSAINJAMMU,NASIR HUSAIN
report,777,22600910,20-Aug-2026,JAI DURGA HARDWARE STORE,,,MHC-06,MANHOLE COVER 450 X 600,,,,,,,,1,,1,945,,,,,,SANITARYWARE,NASIR HUSAIN,JAMMU,SANITARYWARENASIR HUSAINJAMMU,NASIR HUSAIN
report,778,22600910,20-Aug-2026,JAI DURGA HARDWARE STORE,,,MHC-05,MANHOLE COVER 450 X 450,,,,,,,,1,,1,695,,,,,,SANITARYWARE,NASIR HUSAIN,JAMMU,SANITARYWARENASIR HUSAINJAMMU,NASIR HUSAIN
report,779,22600910,20-Aug-2026,JAI DURGA HARDWARE STORE,,,MHC-08,MANHOLE COVER 600 X 600,,,,,,,,1,,1,1135,,,,,,SANITARYWARE,NASIR HUSAIN,JAMMU,SANITARYWARENASIR HUSAINJAMMU,NASIR HUSAIN
report,780,22600911,20-Aug-2026,ROHIT INDUSTRIES (KASHIPUR),,,C64,TEE 32MM,,,,,,,,150,,150,5745,,,,,,CPVC,ANANT SINGH,Uttarakhand,CPVCANANT SINGHUttarakhand,ANANT SINGH
report,781,22600911,20-Aug-2026,ROHIT INDUSTRIES (KASHIPUR),,,C22,BALL VALVE 20MM,,,,,,,,75,,75,4514,,,,,,CPVC,ANANT SINGH,Uttarakhand,CPVCANANT SINGHUttarakhand,ANANT SINGH
report,782,22600911,20-Aug-2026,ROHIT INDUSTRIES (KASHIPUR),,,U43,COUPLING SCH80 25MM,,,,,,,,600,,600,5844,,,,,,UPVC,ANANT SINGH,Uttarakhand,UPVCANANT SINGHUttarakhand,ANANT SINGH
report,783,22600911,20-Aug-2026,ROHIT INDUSTRIES (KASHIPUR),,,U23T,BALL VALVE THREADED SCH80 25MM,,,,,,,,40,,40,3706,,,,,,UPVC,ANANT SINGH,Uttarakhand,UPVCANANT SINGHUttarakhand,ANANT SINGH
report,784,12603001,20-Aug-2026,JAIN PIPE STORE (AGRA),,,1181,"O.H. Shower Round (5"") with Arm & Flange (1180+184)",WHITE,,,,,,,24,,24,6152,,,,,,PTMT,ANUJ SHARMA,UP (AS),PTMTANUJ SHARMAUP (AS),ANUJ SHARMA
report,785,12603001,20-Aug-2026,JAIN PIPE STORE (AGRA),,,1179,"O.H. Shower Square (5"") with Arm & Flange (1178+1841)",WHITE,,,,,,,48,,48,13594,,,,,,PTMT,ANUJ SHARMA,UP (AS),PTMTANUJ SHARMAUP (AS),ANUJ SHARMA
report,786,12603001,20-Aug-2026,JAIN PIPE STORE (AGRA),,,TTS-03,TEFLON THREAD SEAL 10 MTRS LENGTH 12 MM,IVORY,,,,,,,2400,,2400,23376,,,,,,TEFELON TAPE,ANUJ SHARMA,UP (AS),TEFELON TAPEANUJ SHARMAUP (AS),ANUJ SHARMA
