source_tab,source_row,SO NO,SO Date,PARTY NAME,State,PO No.,Item Group,Item Code,Item Name,COLOR,COLUOR,Size,Description,So Qty,Rate,So Amount,Inv. Qty,Bal. Qty,Bal. Value,Stock Qty,1,2,3,4,SEGMENT,STATE HEAD,STATE,STATE HEAD B,STATE HEAD  A
report,341,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF63,Equal Tee 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,240,,240,4860,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,342,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF64,Equal Tee 32 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,120,,120,3936,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,343,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF65,Equal Tee 40MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,90,,90,4284,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,344,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF243,Reducer Tee 32x25MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,120,,120,4074,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,345,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF254,Reducer Tee 40x32MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,120,,120,5694,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,346,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF33,Union 25 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,120,,120,8466,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,347,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF34,Union 32 MM PPR FITTINGS (Anti-Freezing Single Layer),,,,,,,,80,,80,11028,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,348,22600381,13-Jun-2026,EXCELSIOR TRADING COMPANY,,,PF35,Union 40MM (PPR FITTINGS ANTI-FREEZING),,,,,,,,60,,60,21336,,,,,,PPR,NASIR HUSAIN,KASHMIR,PPRNASIR HUSAINKASHMIR,NASIR HUSAIN
report,349,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,5,,5,23435,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,350,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,BLUE,,,,,,,5,,5,23435,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,351,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,PINK,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,352,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,353,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,354,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,355,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,PINK,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,356,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,357,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,BLUE,,,,,,,2,,2,12499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,358,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,GREEN,,,,,,,2,,2,12499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,359,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,360,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,361,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,1,,1,3638,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,362,72600152,13-Jun-2026,SUBHAM ENTERPRISE (W.B),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,L.BLUE,,,,,,,1,,1,3638,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,363,72600154,15-Jun-2026,ASHISH BATH GALAXY,,,4051,CITY PAN 500X420 MM,WHITE,,,,,,,10,,10,9702,,,,,,SANITARYWARE,SANDEEP JI,W-BENGAL,SANITARYWARESANDEEP JIW-BENGAL,SANDEEP JI
report,364,72600154,15-Jun-2026,ASHISH BATH GALAXY,,,4018,GARNET EWC S TRAP W/O SEAT COVER 560X530X380 MM,WHITE,,,,,,,10,,10,10682,,,,,,SANITARYWARE,SANDEEP JI,W-BENGAL,SANITARYWARESANDEEP JIW-BENGAL,SANDEEP JI
report,365,72600155,15-Jun-2026,ASHISH BATH GALAXY,,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,4,,4,9700,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,366,72600155,15-Jun-2026,ASHISH BATH GALAXY,,,WT-3LL-07,WATER TANK 3 LAYER LIGHT 750 LTR,WHITE,,,,,,,2,,2,7275,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,367,72600155,15-Jun-2026,ASHISH BATH GALAXY,,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,368,72600155,15-Jun-2026,ASHISH BATH GALAXY,,,WT-4LWP-10,WATER TANK 4 LAYER WITHOUT PUFF 1000 LTR.,WHITE,,,,,,,2,,2,11200,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,369,72600155,15-Jun-2026,ASHISH BATH GALAXY,,,WT-4LWP-07,WATER TANK 4 LAYER WITHOUT PUFF 750 LTR.,WHITE,,,,,,,1,,1,4200,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,370,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,YELLOW,,,,,,,2,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,371,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,1,,3,14061,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,372,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,ORANGE,,,,,,,1,,1,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,373,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,BLUE,,,,,,,2,,2,12499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,374,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,BLUE,,,,,,,2,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,375,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,376,72600156,15-Jun-2026,MAJI TRADING,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,1,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,377,72600159,16-Jun-2026,UNIQUE PIPE & SANITATION (BANKUDA),,,WT-4LWP-07,WATER TANK 4 LAYER WITHOUT PUFF 750 LTR.,WHITE,,,,,,,1,,1,4200,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,378,72600159,16-Jun-2026,UNIQUE PIPE & SANITATION (BANKUDA),,,WT-4LWP-07,WATER TANK 4 LAYER WITHOUT PUFF 750 LTR.,P.GREEN,,,,,,,1,,3,12600,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,379,72600161,16-Jun-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,GREEN,,,,,,,6,,6,21826,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,380,72600161,16-Jun-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,GREEN,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,381,72600161,16-Jun-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,GREEN,,,,,,,5,,5,12126,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,382,72600161,16-Jun-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,BLUE,,,,,,,4,,4,9700,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,383,72600161,16-Jun-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,3,,4,19401,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,384,72600162,16-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,PINK,,,,,,,1,,1,1756,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,385,72600162,16-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,GREEN,,,,,,,1,,1,1756,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,386,72600163,16-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,387,72600163,16-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,2,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,388,72600163,16-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LL-10,WATER TANK 4 LAYER LIGHT 1000 LTR,WHITE,,,,,,,1,,1,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,389,12601389,16-Jun-2026,ARADHANA ENTERPRISES (JAUNPUR),,,131-DP,"Pillar Cock 12"" Tall Height with Flange",PEACH,,,,,,,10,,10,3890,,,,,,PTMT,RIZVI JI,UP ( R ),PTMTRIZVI JIUP ( R ),RIZVI JI
report,390,72600165,18-Jun-2026,ASHISH BATH GALAXY,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,PINK,,,,,,,1,,3,14061,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,391,72600165,18-Jun-2026,ASHISH BATH GALAXY,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,ORANGE,,,,,,,1,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,392,72600165,18-Jun-2026,ASHISH BATH GALAXY,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,393,72600165,18-Jun-2026,ASHISH BATH GALAXY,,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,L.BLUE,,,,,,,1,,1,3638,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,394,72600165,18-Jun-2026,ASHISH BATH GALAXY,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,2,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,395,72600165,18-Jun-2026,ASHISH BATH GALAXY,,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,2,,2,10356,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,396,72600167,18-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,BLUE,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,397,72600167,18-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,GREEN,,,,,,,2,,2,7275,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,398,72600167,18-Jun-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,399,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,BLUE,,,,,,,2,,2,12499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,400,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,3,,3,14061,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,401,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,402,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,403,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,P.GREEN,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,404,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-3LL-07,WATER TANK 3 LAYER LIGHT 750 LTR,WHITE,,,,,,,4,,4,14551,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,405,72600170,19-Jun-2026,LAXMI STORES (BURDWAN),,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,4,,4,14551,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,406,12601724,30-Jun-2026,BAJRANG HOME INNOVATIONS,,,136-L,Lift Cock 15mm,WHITE,,,,,,,50,,50,2208,,,,,,PTMT,SANDEEP JI,Telangana,PTMTSANDEEP JITelangana,SANDEEP JI
report,407,72600208,30-Jun-2026,MAJI TRADING,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,YELLOW,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,408,72600208,30-Jun-2026,MAJI TRADING,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,L.BLUE,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,409,72600208,30-Jun-2026,MAJI TRADING,,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,410,72600209,30-Jun-2026,MAJI TRADING,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,2,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,411,72600209,30-Jun-2026,MAJI TRADING,,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,L.BLUE,,,,,,,1,,1,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,412,72600210,30-Jun-2026,MAJI TRADING,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,L.BLUE,,,,,,,20,,20,48499,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,413,72600210,30-Jun-2026,MAJI TRADING,,,WT-3LL-03,WATER TANK 3 LAYER LIGHT-300 LTR,WHITE,,,,,,,7,,7,16975,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,414,72600210,30-Jun-2026,MAJI TRADING,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,P.GREEN,,,,,,,7,,7,16975,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,415,72600212,30-Jun-2026,MAHABIR SALES CORPORATION,,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,YELLOW GOLDEN,,,,,,,1,,1,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,416,72600215,30-Jun-2026,ASHISH BATH GALAXY,,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,1,,6,29102,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,417,12601794,30-Jun-2026,PRAKASH AGENCIES,,,QD-34,PILLAR COCK SWAN NECK (T/M),WHITE,,,,,,,30,,30,5910,,,,,,QUAA,RIZVI JI,MP,QUAARIZVI JIMP,RIZVI JI
report,418,12601794,30-Jun-2026,PRAKASH AGENCIES,,,QD-35,SINK COCK-SWING ARM SHORT(W/M),WHITE,,,,,,,30,,30,5640,,,,,,QUAA,RIZVI JI,MP,QUAARIZVI JIMP,RIZVI JI
report,419,12601794,30-Jun-2026,PRAKASH AGENCIES,,,QD-20,BIB COCK PREMIUM WITH FLANGE 15MM,WHITE,,,,,,,210,,210,15120,,,,,,QUAA,RIZVI JI,MP,QUAARIZVI JIMP,RIZVI JI
report,420,12601794,30-Jun-2026,PRAKASH AGENCIES,,,QD-24,BIB COCK LONG BODY 15MM WITH FLANGE,,,,,,,,30,,30,3120,,,,,,QUAA,RIZVI JI,MP,QUAARIZVI JIMP,RIZVI JI
report,421,12601816,30-Jun-2026,B R Agencies,,,124-LSBB,Bib Cock Long Body 15mm (Erosa) with Flange,BLACK,,,,,,,120,,120,16808,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,422,12601816,30-Jun-2026,B R Agencies,,,1375-LSBB,Wall Mixer L Bend Foam Flow With Flange,BLACK,,,,,,,270,,270,210235.5,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,423,12601816,30-Jun-2026,B R Agencies,,,147-LSQBB,Pillar Cock Swan Neck Square Spout Foam Flow with Flange,BLACK,,,,,,,52,,52,16513,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,424,12601816,30-Jun-2026,B R Agencies,,,123-LSBB,Bib Cock Fancy 15mm with Flange,BLACK,,,,,,,184,,184,22411,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,425,12601816,30-Jun-2026,B R Agencies,,,127-LSBB,Bib Cock 15mm Nozzle With Flange,BLACK,,,,,,,52,,52,6334,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,426,12601816,30-Jun-2026,B R Agencies,,,129-LSBB,2 Way Bib Cock 15mm (Foam Flow) with Flange,BLACK,,,,,,,120,,120,29128,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,427,12601816,30-Jun-2026,B R Agencies,,,130-LSBB,Pillar Cock 15mm (Erosa) with Flange,BLACK,,,,,,,52,,52,7962,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,428,12601816,30-Jun-2026,B R Agencies,,,131-LSBB,Pillar Cock 15mm (Erosa) (Foam Flow) with Flange,BLACK,,,,,,,52,,52,8822,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,429,12601816,30-Jun-2026,B R Agencies,,,132-LSBB,Sink Cock (Swing Arm) W/M Foam Flow with Flange,BLACK,,,,,,,198,,198,64425,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,430,12601816,30-Jun-2026,B R Agencies,,,132-LSTBB,Sink Cock Swan Neck Small Spout Foam Flow with Flange,BLACK,,,,,,,240,,240,69322,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,431,12601816,30-Jun-2026,B R Agencies,,,133-LSBB,Pillar Cock 15mm (Erosa) (Foam Flow) with Flange,BLACK,,,,,,,184,,184,60510,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,432,12601816,30-Jun-2026,B R Agencies,,,144-LSBB,Stop Cock 20mm (F/T) Erosa,BLACK,,,,,,,52,,52,5338,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,433,12601816,30-Jun-2026,B R Agencies,,,145-LSBB,2 Way Angle Cock with Flange,BLACK,,,,,,,132,,132,29973,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,434,12601816,30-Jun-2026,B R Agencies,,,147-LSBB,Pillar Cock Swan Neck Foam Flow with Flange,BLACK,,,,,,,90,,90,26857,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,435,12601816,30-Jun-2026,B R Agencies,,,149-LSBB,Washing Machine Tap with Flange,BLACK,,,,,,,120,,120,22237,,,,,,PTMT,BIJJU,Karnataka (B),PTMTBIJJUKarnataka (B),BIJJU
report,436,42600119,10-Jul-2026,SUBHAM ENTERPRISE (W.B),,,4043,TWIN FLUSH CON. CISTERN W/O TOP PUSH KNOB,,,,,,,,8,,8,17160,,,,,,SANITARYWARE,SANDEEP JI,W-BENGAL,SANITARYWARESANDEEP JIW-BENGAL,SANDEEP JI
