id,category,item_code,colour,segment
1667,Cocks Standard,146-A,WHITE,PTMT
1668,Cocks Standard,146-AB,.,PTMT
1669,Cocks Standard,146-B,BURGUNDY,PTMT
1670,Cocks Standard,146-B,GREEN,PTMT
1671,Cocks Standard,146-B,IVORY,PTMT
1672,Cocks Standard,146-B,M GREEN,PTMT
1673,Cocks Standard,146-B,PINK,PTMT
1674,Cocks Standard,146-B,WHITE,PTMT
1675,Cocks Standard,146-BO,BURGUNDY,PTMT
1676,Cocks Standard,146-BO,GREEN,PTMT
1677,Cocks Standard,146-BO,IVORY,PTMT
1678,Cocks Standard,146-BO,M GREEN,PTMT
1679,Cocks Standard,146-BO,PINK,PTMT
1680,Cocks Standard,146-BO,WHITE,PTMT
1681,Cocks Standard,146-BP,BURGUNDY,PTMT
1682,Cocks Standard,146-BP,GREEN,PTMT
1683,Cocks Standard,146-BP,IVORY,PTMT
1684,Cocks Standard,146-BP,M GREEN,PTMT
1685,Cocks Standard,146-BP,PINK,PTMT
1686,Cocks Standard,146-BP,WHITE,PTMT
1687,Cocks Standard,146-C,BURGUNDY,PTMT
1688,Cocks Standard,146-C,GREEN,PTMT
1689,Cocks Standard,146-C,IVORY,PTMT
1690,Cocks Standard,146-C,M GREEN,PTMT
1691,Cocks Standard,146-C,PINK,PTMT
1692,Cocks Standard,146-C,WHITE,PTMT
1693,Cocks Standard,146-DB,WHITE,PTMT
1694,Cocks Standard,146-E,BURGUNDY,PTMT
1695,Cocks Standard,146-E,GREEN,PTMT
1696,Cocks Standard,146-E,IVORY,PTMT
1697,Cocks Standard,146-E,M GREEN,PTMT
1698,Cocks Standard,146-E,PINK,PTMT
1699,Cocks Standard,146-E,WHITE,PTMT
1700,Cocks Standard,146-H,BURGUNDY,PTMT
1701,Cocks Standard,146-H,GREEN,PTMT
1702,Cocks Standard,146-H,IVORY,PTMT
1703,Cocks Standard,146-H,M GREEN,PTMT
1704,Cocks Standard,146-H,PINK,PTMT
1705,Cocks Standard,146-H,WHITE,PTMT
1706,Cocks Standard,146-HB,WHITE,PTMT
1707,Cocks Standard,146-K,WHITE,PTMT
1708,Cocks Standard,146-LS,.,PTMT
1709,Cocks Standard,146-LSB,BLUE,PTMT
1710,Cocks Standard,146-O,BURGUNDY,PTMT
1711,Cocks Standard,146-O,GREEN,PTMT
1712,Cocks Standard,146-O,IVORY,PTMT
1713,Cocks Standard,146-O,M GREEN,PTMT
1714,Cocks Standard,146-O,PINK,PTMT
1715,Cocks Standard,146-O,WHITE,PTMT
1716,Cocks Standard,146-P,BURGUNDY,PTMT
1717,Cocks Standard,146-P,GREEN,PTMT
1718,Cocks Standard,146-P,IVORY,PTMT
1719,Cocks Standard,146-P,M GREEN,PTMT
1720,Cocks Standard,146-P,PINK,PTMT
1721,Cocks Standard,146-P,WHITE,PTMT
1722,Cocks Standard,146.0,BURGUNDY,PTMT
1723,Cocks Standard,146.0,GREEN,PTMT
1724,Cocks Standard,146.0,IVORY,PTMT
1725,Cocks Standard,146.0,M GREEN,PTMT
1726,Cocks Standard,146.0,PINK,PTMT
1727,Cocks Standard,146.0,WHITE,PTMT
1728,Cocks Standard,1461.0,BURGUNDY,PTMT
1729,Cocks Standard,1461.0,GREEN,PTMT
1730,Cocks Standard,1461.0,IVORY,PTMT
1731,Cocks Standard,1461.0,M GREEN,PTMT
1732,Cocks Standard,1461.0,PINK,PTMT
1733,Cocks Standard,1461.0,WHITE,PTMT
1734,Cocks Standard,147-A,WHITE,PTMT
1735,Cocks Standard,147-AB,.,PTMT
1736,Cocks Standard,147-ABQ,.,PTMT
1737,Cocks Standard,147-AP,IVORY,PTMT
1738,Cocks Standard,147-AQ,WHITE,PTMT
1739,Cocks Standard,147-AS,IVORY,PTMT
1740,Cocks Standard,147-AS,WHITE,PTMT
1741,Cocks Standard,147-B,BURGUNDY,PTMT
1742,Cocks Standard,147-B,GREEN,PTMT
1743,Cocks Standard,147-B,IVORY,PTMT
1744,Cocks Standard,147-B,M GREEN,PTMT
1745,Cocks Standard,147-B,PINK,PTMT
1746,Cocks Standard,147-B,WHITE,PTMT
1747,Cocks Standard,147-BP,BURGUNDY,PTMT
1748,Cocks Standard,147-BP,GREEN,PTMT
1749,Cocks Standard,147-BP,IVORY,PTMT
1750,Cocks Standard,147-BP,M GREEN,PTMT
1751,Cocks Standard,147-BP,PINK,PTMT
1752,Cocks Standard,147-BP,WHITE,PTMT
1753,Cocks Standard,147-C,BURGUNDY,PTMT
1754,Cocks Standard,147-C,GREEN,PTMT
1755,Cocks Standard,147-C,IVORY,PTMT
1756,Cocks Standard,147-C,M GREEN,PTMT
1757,Cocks Standard,147-C,PINK,PTMT
1758,Cocks Standard,147-C,WHITE,PTMT
1759,Cocks Standard,147-CQ,BURGUNDY,PTMT
1760,Cocks Standard,147-CQ,GREEN,PTMT
1761,Cocks Standard,147-CQ,IVORY,PTMT
1762,Cocks Standard,147-CQ,M GREEN,PTMT
1763,Cocks Standard,147-CQ,PINK,PTMT
1764,Cocks Standard,147-CQ,WHITE,PTMT
1765,Cocks Standard,147-D,IVORY,PTMT
1766,Cocks Standard,147-D,WHITE,PTMT
1767,Cocks Standard,147-DB,BLACK,PTMT
1768,Cocks Standard,147-E,BURGUNDY,PTMT
1769,Cocks Standard,147-E,GREEN,PTMT
1770,Cocks Standard,147-E,IVORY,PTMT
1771,Cocks Standard,147-E,M GREEN,PTMT
1772,Cocks Standard,147-E,PINK,PTMT
1773,Cocks Standard,147-E,WHITE,PTMT
1774,Cocks Standard,147-EB,IVORY,PTMT
1775,Cocks Standard,147-EB,WHITE,PTMT
1776,Cocks Standard,147-EQ,BURGUNDY,PTMT
1777,Cocks Standard,147-EQ,GREEN,PTMT
1778,Cocks Standard,147-EQ,IVORY,PTMT
1779,Cocks Standard,147-EQ,M GREEN,PTMT
1780,Cocks Standard,147-EQ,PINK,PTMT
1781,Cocks Standard,147-EQ,WHITE,PTMT
1782,Cocks Standard,147-H,BURGUNDY,PTMT
1783,Cocks Standard,147-H,GREEN,PTMT
1784,Cocks Standard,147-H,IVORY,PTMT
1785,Cocks Standard,147-H,M GREEN,PTMT
1786,Cocks Standard,147-H,PINK,PTMT
1787,Cocks Standard,147-H,WHITE,PTMT
1788,Cocks Standard,147-HQ,WHITE,PTMT
1789,Cocks Standard,147-I,IVORY,PTMT
1790,Cocks Standard,147-I,WHITE,PTMT
1791,Cocks Standard,147-IQ,IVORY,PTMT
1792,Cocks Standard,147-IQ,WHITE,PTMT
1793,Cocks Standard,147-K,WHITE,PTMT
1794,Cocks Standard,147-KQ,WHITE,PTMT
1795,Cocks Standard,147-L,IVORY,PTMT
1796,Cocks Standard,147-L,WHITE,PTMT
1797,Cocks Standard,147-LQ,WHITE,PTMT
1798,Cocks Standard,147-LS,WHITE,PTMT
1799,Cocks Standard,147-LSB,BLUE,PTMT
1800,Cocks Standard,147-LSQ,.,PTMT
1801,Cocks Standard,147-LSQB,BLUE,PTMT
1802,Cocks Standard,147-O,BURGUNDY,PTMT
1803,Cocks Standard,147-O,GREEN,PTMT
1804,Cocks Standard,147-O,IVORY,PTMT
1805,Cocks Standard,147-O,M GREEN,PTMT
1806,Cocks Standard,147-O,PINK,PTMT
1807,Cocks Standard,147-O,WHITE,PTMT
1808,Cocks Standard,147-OSQ,BURGUNDY,PTMT
1809,Cocks Standard,147-OSQ,GREEN,PTMT
1810,Cocks Standard,147-OSQ,IVORY,PTMT
1811,Cocks Standard,147-OSQ,M GREEN,PTMT
1812,Cocks Standard,147-OSQ,PINK,PTMT
1813,Cocks Standard,147-OSQ,WHITE,PTMT
1814,Cocks Standard,147-P,BURGUNDY,PTMT
1815,Cocks Standard,147-P,GREEN,PTMT
1816,Cocks Standard,147-P,IVORY,PTMT
1817,Cocks Standard,147-P,M GREEN,PTMT
1818,Cocks Standard,147-P,PINK,PTMT
1819,Cocks Standard,147-P,WHITE,PTMT
1820,Cocks Standard,147-PQ,BURGUNDY,PTMT
1821,Cocks Standard,147-PQ,GREEN,PTMT
1822,Cocks Standard,147-PQ,IVORY,PTMT
1823,Cocks Standard,147-PQ,M GREEN,PTMT
1824,Cocks Standard,147-PQ,PINK,PTMT
1825,Cocks Standard,147-PQ,WHITE,PTMT
1826,Cocks Standard,147-R,BURGUNDY,PTMT
1827,Cocks Standard,147-R,GREEN,PTMT
1828,Cocks Standard,147-R,IVORY,PTMT
1829,Cocks Standard,147-R,M GREEN,PTMT
1830,Cocks Standard,147-R,PINK,PTMT
1831,Cocks Standard,147-R,WHITE,PTMT
1832,Cocks Standard,147-RQ,IVORY,PTMT
1833,Cocks Standard,147-RQ,WHITE,PTMT
1834,Cocks Standard,147-S,IVORY,PTMT
1835,Cocks Standard,147-S,WHITE,PTMT
1836,Cocks Standard,147-SQ,BURGUNDY,PTMT
1837,Cocks Standard,147-SQ,GREEN,PTMT
1838,Cocks Standard,147-SQ,IVORY,PTMT
1839,Cocks Standard,147-SQ,M GREEN,PTMT
1840,Cocks Standard,147-SQ,PINK,PTMT
1841,Cocks Standard,147-SQ,WHITE,PTMT
1842,Cocks Standard,147-V,BURGUNDY,PTMT
1843,Cocks Standard,147-V,GREEN,PTMT
1844,Cocks Standard,147-V,IVORY,PTMT
1845,Cocks Standard,147-V,M GREEN,PTMT
1846,Cocks Standard,147-V,PINK,PTMT
1847,Cocks Standard,147-V,WHITE,PTMT
1848,Cocks Standard,147.0,BURGUNDY,PTMT
1849,Cocks Standard,147.0,GREEN,PTMT
1850,Cocks Standard,147.0,IVORY,PTMT
1851,Cocks Standard,147.0,M GREEN,PTMT
1852,Cocks Standard,147.0,PINK,PTMT
1853,Cocks Standard,147.0,WHITE,PTMT
1854,Cocks Standard,1471-Q,BURGUNDY,PTMT
1855,Cocks Standard,1471-Q,GREEN,PTMT
1856,Cocks Standard,1471-Q,IVORY,PTMT
1857,Cocks Standard,1471-Q,M GREEN,PTMT
1858,Cocks Standard,1471-Q,PINK,PTMT
1859,Cocks Standard,1471-Q,WHITE,PTMT
1860,Cocks Standard,1471.0,BURGUNDY,PTMT
1861,Cocks Standard,1471.0,GREEN,PTMT
1862,Cocks Standard,1471.0,IVORY,PTMT
1863,Cocks Standard,1471.0,M GREEN,PTMT
1864,Cocks Standard,1471.0,PINK,PTMT
1865,Cocks Standard,1471.0,WHITE,PTMT
1866,Cocks Standard,148-A,WHITE,PTMT
1867,Cocks Standard,148-AB,.,PTMT
1868,Cocks Standard,148-B,BURGUNDY,PTMT
1869,Cocks Standard,148-B,GREEN,PTMT
1870,Cocks Standard,148-B,IVORY,PTMT
1871,Cocks Standard,148-B,M GREEN,PTMT
1872,Cocks Standard,148-B,PINK,PTMT
1873,Cocks Standard,148-B,WHITE,PTMT
1874,Cocks Standard,148-BO,BURGUNDY,PTMT
1875,Cocks Standard,148-BO,GREEN,PTMT
1876,Cocks Standard,148-BO,IVORY,PTMT
1877,Cocks Standard,148-BO,M GREEN,PTMT
1878,Cocks Standard,148-BO,PINK,PTMT
1879,Cocks Standard,148-BO,WHITE,PTMT
1880,Cocks Standard,148-BP,BURGUNDY,PTMT
1881,Cocks Standard,148-BP,GREEN,PTMT
1882,Cocks Standard,148-BP,IVORY,PTMT
1883,Cocks Standard,148-BP,M GREEN,PTMT
1884,Cocks Standard,148-BP,PINK,PTMT
1885,Cocks Standard,148-BP,WHITE,PTMT
1886,Cocks Standard,148-DB,WHITE,PTMT
1887,Cocks Standard,148-H,BURGUNDY,PTMT
1888,Cocks Standard,148-H,GREEN,PTMT
1889,Cocks Standard,148-H,IVORY,PTMT
1890,Cocks Standard,148-H,M GREEN,PTMT
1891,Cocks Standard,148-H,PINK,PTMT
1892,Cocks Standard,148-H,WHITE,PTMT
1893,Cocks Standard,148-HB,WHITE,PTMT
1894,Cocks Standard,148-LS,.,PTMT
1895,Cocks Standard,148-LSB,BLUE,PTMT
1896,Cocks Standard,148-O,BURGUNDY,PTMT
1897,Cocks Standard,148-O,GREEN,PTMT
1898,Cocks Standard,148-O,IVORY,PTMT
1899,Cocks Standard,148-O,M GREEN,PTMT
1900,Cocks Standard,148-O,PINK,PTMT
1901,Cocks Standard,148-O,WHITE,PTMT
1902,Cocks Standard,148-P,BURGUNDY,PTMT
1903,Cocks Standard,148-P,GREEN,PTMT
1904,Cocks Standard,148-P,IVORY,PTMT
1905,Cocks Standard,148-P,M GREEN,PTMT
1906,Cocks Standard,148-P,PINK,PTMT
1907,Cocks Standard,148-P,WHITE,PTMT
1908,Cocks Standard,148.0,BURGUNDY,PTMT
1909,Cocks Standard,148.0,GREEN,PTMT
1910,Cocks Standard,148.0,IVORY,PTMT
1911,Cocks Standard,148.0,M GREEN,PTMT
1912,Cocks Standard,148.0,PINK,PTMT
1913,Cocks Standard,148.0,WHITE,PTMT
1914,Cocks Standard,1481.0,BURGUNDY,PTMT
1915,Cocks Standard,1481.0,GREEN,PTMT
1916,Cocks Standard,1481.0,IVORY,PTMT
1917,Cocks Standard,1481.0,M GREEN,PTMT
1918,Cocks Standard,1481.0,PINK,PTMT
1919,Cocks Standard,1481.0,WHITE,PTMT
1920,Cocks Standard,149-A,IVORY,PTMT
1921,Cocks Standard,149-A,WHITE,PTMT
1922,Cocks Standard,149-AB,.,PTMT
1923,Cocks Standard,149-AP,IVORY,PTMT
1924,Cocks Standard,149-AS,IVORY,PTMT
1925,Cocks Standard,149-AS,WHITE,PTMT
1926,Cocks Standard,149-B,BURGUNDY,PTMT
1927,Cocks Standard,149-B,GREEN,PTMT
1928,Cocks Standard,149-B,IVORY,PTMT
1929,Cocks Standard,149-B,M GREEN,PTMT
1930,Cocks Standard,149-B,PINK,PTMT
1931,Cocks Standard,149-B,WHITE,PTMT
1932,Cocks Standard,149-E,IVORY,PTMT
1933,Cocks Standard,149-E,WHITE,PTMT
1934,Cocks Standard,149-EB,IVORY,PTMT
1935,Cocks Standard,149-EB,WHITE,PTMT
1936,Cocks Standard,149-LS,.,PTMT
1937,Cocks Standard,149-LSB,BLUE,PTMT
1938,Cocks Standard,149-N,BURGUNDY,PTMT
1939,Cocks Standard,149-N,GREEN,PTMT
1940,Cocks Standard,149-N,IVORY,PTMT
1941,Cocks Standard,149-N,M GREEN,PTMT
1942,Cocks Standard,149-N,PINK,PTMT
1943,Cocks Standard,149-N,WHITE,PTMT
1944,Cocks Standard,149-NP,BURGUNDY,PTMT
1945,Cocks Standard,149-NP,GREEN,PTMT
1946,Cocks Standard,149-NP,IVORY,PTMT
1947,Cocks Standard,149-NP,M GREEN,PTMT
1948,Cocks Standard,149-NP,PINK,PTMT
1949,Cocks Standard,149-NP,WHITE,PTMT
1950,Cocks Standard,149-O,BURGUNDY,PTMT
1951,Cocks Standard,149-O,GREEN,PTMT
1952,Cocks Standard,149-O,IVORY,PTMT
1953,Cocks Standard,149-O,M GREEN,PTMT
1954,Cocks Standard,149-O,PINK,PTMT
1955,Cocks Standard,149-O,WHITE,PTMT
1956,Cocks Standard,149-S,BURGUNDY,PTMT
1957,Cocks Standard,149-S,GREEN,PTMT
1958,Cocks Standard,149-S,IVORY,PTMT
1959,Cocks Standard,149-S,M GREEN,PTMT
1960,Cocks Standard,149-S,PINK,PTMT
1961,Cocks Standard,149-S,WHITE,PTMT
1962,Cocks Standard,149-V,BURGUNDY,PTMT
1963,Cocks Standard,149-V,GREEN,PTMT
1964,Cocks Standard,149-V,IVORY,PTMT
1965,Cocks Standard,149-V,M GREEN,PTMT
1966,Cocks Standard,149-V,PINK,PTMT
1967,Cocks Standard,149-V,WHITE,PTMT
1968,Cocks Standard,1491-C,BURGUNDY,PTMT
1969,Cocks Standard,1491-C,GREEN,PTMT
1970,Cocks Standard,1491-C,IVORY,PTMT
1971,Cocks Standard,1491-C,M GREEN,PTMT
1972,Cocks Standard,1491-C,PINK,PTMT
1973,Cocks Standard,1491-C,WHITE,PTMT
1974,Cocks Standard,1491-H,BURGUNDY,PTMT
1975,Cocks Standard,1491-H,GREEN,PTMT
1976,Cocks Standard,1491-H,IVORY,PTMT
1977,Cocks Standard,1491-H,M GREEN,PTMT
1978,Cocks Standard,1491-H,PINK,PTMT
1979,Cocks Standard,1491-H,WHITE,PTMT
1980,Cocks Standard,1491-K,WHITE,PTMT
1981,Cocks Standard,1491.0,BURGUNDY,PTMT
1982,Cocks Standard,1491.0,GREEN,PTMT
1983,Cocks Standard,1491.0,IVORY,PTMT
1984,Cocks Standard,1491.0,M GREEN,PTMT
1985,Cocks Standard,1491.0,PINK,PTMT
1986,Cocks Standard,1491.0,WHITE,PTMT
1987,Cocks Standard,150-A,WHITE,PTMT
1988,Cocks Standard,150-AB,.,PTMT
1989,Cocks Standard,150-C,BURGUNDY,PTMT
1990,Cocks Standard,150-C,GREEN,PTMT
1991,Cocks Standard,150-C,IVORY,PTMT
1992,Cocks Standard,150-C,M GREEN,PTMT
1993,Cocks Standard,150-C,PINK,PTMT
1994,Cocks Standard,150-C,WHITE,PTMT
1995,Cocks Standard,150-D,WHITE,PTMT
1996,Cocks Standard,150-DB,BLACK,PTMT
1997,Cocks Standard,150-E,BURGUNDY,PTMT
1998,Cocks Standard,150-E,GREEN,PTMT
1999,Cocks Standard,150-E,IVORY,PTMT
2000,Cocks Standard,150-E,M GREEN,PTMT
2001,Cocks Standard,150-E,PINK,PTMT
2002,Cocks Standard,150-E,WHITE,PTMT
2003,Cocks Standard,150-H,BURGUNDY,PTMT
2004,Cocks Standard,150-H,GREEN,PTMT
2005,Cocks Standard,150-H,IVORY,PTMT
2006,Cocks Standard,150-H,M GREEN,PTMT
2007,Cocks Standard,150-H,PINK,PTMT
2008,Cocks Standard,150-H,WHITE,PTMT
2009,Cocks Standard,150-I,IVORY,PTMT
2010,Cocks Standard,150-I,WHITE,PTMT
2011,Cocks Standard,150-K,WHITE,PTMT
2012,Cocks Standard,150-LS,.,PTMT
2013,Cocks Standard,150-LSB,BLUE,PTMT
2014,Cocks Standard,150-O,BURGUNDY,PTMT
2015,Cocks Standard,150-O,GREEN,PTMT
2016,Cocks Standard,150-O,IVORY,PTMT
2017,Cocks Standard,150-O,M GREEN,PTMT
2018,Cocks Standard,150-O,PINK,PTMT
2019,Cocks Standard,150-O,WHITE,PTMT
2020,Cocks Standard,150-P,BURGUNDY,PTMT
2021,Cocks Standard,150-P,GREEN,PTMT
2022,Cocks Standard,150-P,IVORY,PTMT
2023,Cocks Standard,150-P,M GREEN,PTMT
2024,Cocks Standard,150-P,PINK,PTMT
2025,Cocks Standard,150-P,WHITE,PTMT
2026,Cocks Standard,150-Q,IVORY,PTMT
2027,Cocks Standard,150-Q,WHITE,PTMT
2028,Cocks Standard,150-R,IVORY,PTMT
2029,Cocks Standard,150-R,WHITE,PTMT
2030,Cocks Standard,150-U,WHITE,PTMT
2031,Cocks Standard,150.0,BURGUNDY,PTMT
2032,Cocks Standard,150.0,GREEN,PTMT
2033,Cocks Standard,150.0,IVORY,PTMT
2034,Cocks Standard,150.0,M GREEN,PTMT
2035,Cocks Standard,150.0,PINK,PTMT
2036,Cocks Standard,150.0,WHITE,PTMT
2037,Cocks Standard,1501.0,BURGUNDY,PTMT
2038,Cocks Standard,1501.0,GREEN,PTMT
2039,Cocks Standard,1501.0,IVORY,PTMT
2040,Cocks Standard,1501.0,M GREEN,PTMT
2041,Cocks Standard,1501.0,PINK,PTMT
2042,Cocks Standard,1501.0,WHITE,PTMT
2043,Cocks Standard,186.0,IVORY,PTMT
2044,Cocks Standard,186.0,WHITE,PTMT
2045,Cocks Standard,1861.0,IVORY,PTMT
2046,Cocks Standard,1861.0,WHITE,PTMT
2047,Cocks Standard,400-I,IVORY,PTMT
2048,Cocks Standard,400-I,WHITE,PTMT
2049,Cocks Standard,400-Q,BURGUNDY,PTMT
2050,Cocks Standard,400-Q,GREEN,PTMT
2051,Cocks Standard,400-Q,IVORY,PTMT
2052,Cocks Standard,400-Q,M GREEN,PTMT
2053,Cocks Standard,400-Q,PINK,PTMT
2054,Cocks Standard,400-Q,WHITE,PTMT
2055,Cocks Standard,400-R,BURGUNDY,PTMT
2056,Cocks Standard,400-R,GREEN,PTMT
2057,Cocks Standard,400-R,IVORY,PTMT
2058,Cocks Standard,400-R,M GREEN,PTMT
2059,Cocks Standard,400-R,PINK,PTMT
2060,Cocks Standard,400-R,WHITE,PTMT
2061,Cocks Premium,121-HG,0,PTMT
2062,Cocks Premium,121-HP,0,PTMT
2063,Cocks Premium,121-HR,223,PTMT
2064,Cocks Premium,121-HW,0,PTMT
2065,Cocks Premium,121-IG,,PTMT
2066,Cocks Premium,121-IP,,PTMT
2067,Cocks Premium,121-IR,,PTMT
2068,Cocks Premium,121-IW,,PTMT
2069,Cocks Premium,121-LG,,PTMT
2070,Cocks Premium,121-LP,,PTMT
2071,Cocks Premium,121-LR,,PTMT
2072,Cocks Premium,121-LW,,PTMT
2073,Cocks Premium,121-RG,0,PTMT
2074,Cocks Premium,121-RP,0,PTMT
2075,Cocks Premium,121-RR,0,PTMT
2076,Cocks Premium,121-RW,0,PTMT
2077,Cocks Premium,121-SG,0,PTMT
2078,Cocks Premium,121-SP,0,PTMT
2079,Cocks Premium,121-SR,0,PTMT
2080,Cocks Premium,121-SW,0,PTMT
2081,Cocks Premium,121-VG,0,PTMT
2082,Cocks Premium,121-VP,0,PTMT
2083,Cocks Premium,121-VR,0,PTMT
2084,Cocks Premium,121-VW,0,PTMT
2085,Cocks Premium,123-DG,33,PTMT
2086,Cocks Premium,123-DP,0,PTMT
2087,Cocks Premium,123-DR,61,PTMT
2088,Cocks Premium,123-DW,0,PTMT
2090,Cocks Premium,123-FHG,0,PTMT
2091,Cocks Premium,123-FHP,0,PTMT
2092,Cocks Premium,123-FHR,0,PTMT
2093,Cocks Premium,123-FHW,0,PTMT
2094,Cocks Premium,123-HG,0,PTMT
2095,Cocks Premium,123-HN,0,PTMT
2096,Cocks Premium,123-HNG,0,PTMT
2097,Cocks Premium,123-HNP,0,PTMT
2098,Cocks Premium,123-HNR,0,PTMT
2099,Cocks Premium,123-HNW,0,PTMT
2100,Cocks Premium,123-HP,0,PTMT
2101,Cocks Premium,123-HR,0,PTMT
2102,Cocks Premium,123-HW,0,PTMT
2103,Cocks Premium,123-IG,,PTMT
2104,Cocks Premium,123-IP,,PTMT
2105,Cocks Premium,123-IR,,PTMT
2106,Cocks Premium,123-IW,,PTMT
2107,Cocks Premium,123-LG,,PTMT
2108,Cocks Premium,123-LP,,PTMT
2109,Cocks Premium,123-LR,,PTMT
2110,Cocks Premium,123-LW,,PTMT
2111,Cocks Premium,123-NNB,,PTMT
2112,Cocks Premium,123-NNG,,PTMT
2113,Cocks Premium,123-NNP,,PTMT
2114,Cocks Premium,123-NNR,,PTMT
2115,Cocks Premium,123-NNW,,PTMT
2116,Cocks Premium,123-QG,27,PTMT
2117,Cocks Premium,123-QP,0,PTMT
2118,Cocks Premium,123-QR,376,PTMT
2119,Cocks Premium,123-QW,0,PTMT
2120,Cocks Premium,123-RG,17,PTMT
2121,Cocks Premium,123-RP,0,PTMT
2122,Cocks Premium,123-RR,0,PTMT
2123,Cocks Premium,123-RW,0,PTMT
2124,Cocks Premium,123-UG,0,PTMT
2125,Cocks Premium,123-UP,0,PTMT
2126,Cocks Premium,123-UR,88,PTMT
2127,Cocks Premium,123-UW,0,PTMT
2128,Cocks Premium,124-DP,0,PTMT
2130,Cocks Premium,124-FHG,0,PTMT
2131,Cocks Premium,124-FHP,0,PTMT
2132,Cocks Premium,124-FHR,0,PTMT
2133,Cocks Premium,124-FHW,0,PTMT
2134,Cocks Premium,124-HG,0,PTMT
2135,Cocks Premium,124-HP,0,PTMT
2136,Cocks Premium,124-HR,0,PTMT
2137,Cocks Premium,124-HW,0,PTMT
2138,Cocks Premium,124-IG,,PTMT
2139,Cocks Premium,124-IP,,PTMT
2140,Cocks Premium,124-IR,,PTMT
2141,Cocks Premium,124-IW,,PTMT
2142,Cocks Premium,124-LG,,PTMT
2143,Cocks Premium,124-LP,,PTMT
2144,Cocks Premium,124-LR,,PTMT
2145,Cocks Premium,124-LW,,PTMT
2146,Cocks Premium,124-NB,,PTMT
2147,Cocks Premium,124-NG,,PTMT
2148,Cocks Premium,124-NP,,PTMT
2149,Cocks Premium,124-NR,,PTMT
2150,Cocks Premium,124-NW,,PTMT
2151,Cocks Premium,124-RG,0,PTMT
2152,Cocks Premium,124-RP,0,PTMT
2153,Cocks Premium,124-RR,0,PTMT
2154,Cocks Premium,124-RW,0,PTMT
2155,Cocks Premium,124-SG,0,PTMT
2156,Cocks Premium,124-SP,0,PTMT
2157,Cocks Premium,124-SR,0,PTMT
2158,Cocks Premium,124-SW,0,PTMT
2159,Cocks Premium,124-UG,0,PTMT
2160,Cocks Premium,124-UP,,PTMT
2161,Cocks Premium,124-UR,32,PTMT
2162,Cocks Premium,124-UW,0,PTMT
2163,Cocks Premium,124-VG,0,PTMT
2164,Cocks Premium,124-VP,54,PTMT
2165,Cocks Premium,124-VR,0,PTMT
2166,Cocks Premium,124-VW,0,PTMT
2167,Cocks Premium,127-HG,0,PTMT
2168,Cocks Premium,127-HP,0,PTMT
2169,Cocks Premium,127-HR,0,PTMT
2170,Cocks Premium,127-HW,0,PTMT
2171,Cocks Premium,127-SG,0,PTMT
2172,Cocks Premium,127-SP,0,PTMT
2173,Cocks Premium,127-SR,0,PTMT
2174,Cocks Premium,127-SW,0,PTMT
2175,Cocks Premium,127-VG,0,PTMT
2176,Cocks Premium,127-VP,0,PTMT
2177,Cocks Premium,127-VR,0,PTMT
2178,Cocks Premium,127-VW,0,PTMT
2179,Cocks Premium,129-DG,0,PTMT
2180,Cocks Premium,129-DP,0,PTMT
2181,Cocks Premium,129-DR,0,PTMT
2182,Cocks Premium,129-DW,0,PTMT
2183,Cocks Premium,129-HG,0,PTMT
2184,Cocks Premium,129-HP,0,PTMT
2185,Cocks Premium,129-HR,99,PTMT
2186,Cocks Premium,129-HW,0,PTMT
2187,Cocks Premium,129-IG,,PTMT
2188,Cocks Premium,129-IP,,PTMT
2189,Cocks Premium,129-IR,,PTMT
2190,Cocks Premium,129-IW,,PTMT
2191,Cocks Premium,129-LG,,PTMT
2192,Cocks Premium,129-LP,,PTMT
2193,Cocks Premium,129-LR,,PTMT
2194,Cocks Premium,129-LW,,PTMT
2195,Cocks Premium,129-NB,,PTMT
2196,Cocks Premium,129-NG,,PTMT
2197,Cocks Premium,129-NP,,PTMT
2198,Cocks Premium,129-NR,,PTMT
2199,Cocks Premium,129-NW,,PTMT
2200,Cocks Premium,129-QG,0,PTMT
2201,Cocks Premium,129-QP,0,PTMT
2202,Cocks Premium,129-QR,107,PTMT
2203,Cocks Premium,129-QW,0,PTMT
2204,Cocks Premium,129-RG,0,PTMT
2205,Cocks Premium,129-RP,0,PTMT
2206,Cocks Premium,129-RR,0,PTMT
2207,Cocks Premium,129-RW,0,PTMT
2208,Cocks Premium,129-SG,0,PTMT
2209,Cocks Premium,129-SP,0,PTMT
2210,Cocks Premium,129-SR,0,PTMT
2211,Cocks Premium,129-SW,0,PTMT
2212,Cocks Premium,129-UG,0,PTMT
2213,Cocks Premium,129-UP,0,PTMT
2214,Cocks Premium,129-UR,0,PTMT
2215,Cocks Premium,129-UW,0,PTMT
2216,Cocks Premium,129-VG,0,PTMT
2217,Cocks Premium,129-VP,14,PTMT
2218,Cocks Premium,129-VR,0,PTMT
2219,Cocks Premium,129-VW,0,PTMT
2220,Cocks Premium,130-DG,0,PTMT
2221,Cocks Premium,130-DP,0,PTMT
2222,Cocks Premium,130-DR,0,PTMT
2223,Cocks Premium,130-DW,0,PTMT
2224,Cocks Premium,130-HG,0,PTMT
2225,Cocks Premium,130-HP,0,PTMT
2226,Cocks Premium,130-HR,0,PTMT
2227,Cocks Premium,130-HW,0,PTMT
